confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
171	1	1	1	1	0.3687704309428994	-6.733146045012904	N/A	32.94797568254118	C12H4Cl2F6N4S	[M - H]-	FQXWEKADCSXYOC	InChI=1S/C12H4Cl2F6N4S/c13-5-1-4(11(15,16)17)2-6(14)8(5)24-10(22)9(7(3-21)23-24)25-12(18,19)20/h1-2H,22H2	Fipronil Sulfide	C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)SC(F)(F)F)N)Cl)C(F)(F)F	5.5	9953940;138396127	NORMAN:(NS00000351);database;PubChem:(9953940 138396127);CHEBI:(83488);additional;PubChem class - safety and toxic;Training Set	68787388450	418.936515808	NaN	240_challenge_313_	N/A
172	1	1	1	1	0.36821561901498345	-215.13072998958086	N/A	20.27884139947573	C27H28O8	[M + Cl]-	GFXHOKACHHWSQG	InChI=1S/C27H28O8/c1-32-24-12-16(3-9-22(24)29)11-19-14-34-26(18-6-10-23(30)25(13-18)33-2)21(19)15-35-27(31)17-4-7-20(28)8-5-17/h3-10,12-13,19,21,26,28-30H,11,14-15H2,1-2H3	Agastinol	COC1=C(C=CC(=C1)CC2COC(C2COC(=O)C3=CC=C(C=C3)O)C4=CC(=C(C=C4)O)OC)O	4.30000019	637406;22297730	COCONUT:(CNP0384755);KNApSAcK:(45219);Natural Products:(UNPD107974);database;PubChem:(637406 22297730);SuperNatural:(SN00318615);MeSH:(637406);PubMed	68722655318	515.1478198559998	NaN	119_challenge_204_	N/A
173	1	1	1	1	0.36519020627205706	-8.81510913845388	N/A	29.91756032749176	C28H27NO4S	[M - H]-	GZUITABIAKMVPG	InChI=1S/C28H27NO4S/c30-21-8-4-20(5-9-21)28-26(24-13-10-22(31)18-25(24)34-28)27(32)19-6-11-23(12-7-19)33-17-16-29-14-2-1-3-15-29/h4-13,18,30-31H,1-3,14-17H2	Keoxifene	C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O	6.0999999	5035;11754789;15940170;25207788;25216569;25216570;25217188;25217190;25217303;25218420;53340184;90895814	HMDB:(14624);SuperNatural:(SN00001625);ZINC bio:(ZINC00538275);additional;HSDB:(84449-90-1);MeSH:(5035 15940170);PubMed;NORMAN:(NS00005279);COCONUT:(CNP0349396 CNP0385055);database;PubChem:(5035 11754789 15940170 25207788 25216569 25216570 25217188 25217190 25217303 25218420 53340184 90895814);CHEBI:(90191 8772);PubChem class - bio and metabolites;KEGG:(C07228);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD-4523)	68840876910	472.15880334400003	NaN	196_challenge_274_	N/A
174	1	1	1	1	0.36296485112905374	-51.15834684679849	N/A	31.315032970358928	C41H66O14	[M + CH2O2 - H]-	MHHOHRSBRJTKTF	InChI=1S/C41H66O14/c1-36(2)13-14-41(35(51)55-34-32(50)30(48)29(47)23(17-42)53-34)21(15-36)20-7-8-25-37(3)11-10-27(54-33-31(49)28(46)22(44)18-52-33)38(4,19-43)24(37)9-12-39(25,5)40(20,6)16-26(41)45/h7,21-34,42-50H,8-19H2,1-6H3	null	CC1(CCC2(C(C1)C3=CCC4C5(CCC(C(C5CCC4(C3(CC2O)C)C)(C)CO)OC6C(C(C(CO6)O)O)O)C)C(=O)OC7C(C(C(C(O7)CO)O)O)O)C	2.29999995	44179789;56776395;133562227	COCONUT:(CNP0170072);Natural Products:(UNPD127590);database;PubChem:(44179789 56776395 133562227);SuperNatural:(SN00236668);Training Set;PubMed	68722671682	827.4434567920001	NaN	15_challenge_110_	N/A
175	1	1	1	1	0.36169682009275206	-167.00108078590452	N/A	48.50127508678335	C13H24N4O3S	[M + H]+	DSKJPMWIHSOYEA	InChI=1S/C13H24N4O3S/c1-6-8-9-11-10(3)15-13(14-7-2)16-12(11)20-21(18,19)17(4)5/h6-9H2,1-5H3,(H,14,15,16)	Nimrod T	CCCCC1=C(N=C(N=C1OS(=O)(=O)N(C)C)NCC)C	2.82056594	38884;124202847;138396146	NORMAN:(NS00008560);COCONUT:(CNP0347821);database;PubChem:(38884 124202847 138396146);CHEBI:(81952);ZINC bio:(ZINC02006737);additional;MeSH:(38884);KEGG:(C18776);PubChem class - safety and toxic;PubMed	68789477734	317.164187628	NaN	330_challenge_395_	N/A
176	1	1	1	1	0.3605067444501964	-73.06562932439412	N/A	10.387376617735796	C14H9ClF2N2O2	[M + H]+	QQQYTWIFVNKMRW	InChI=1S/C14H9ClF2N2O2/c15-8-4-6-9(7-5-8)18-14(21)19-13(20)12-10(16)2-1-3-11(12)17/h1-7H,(H2,18,19,20,21)	Difluron	C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC=C(C=C2)Cl)F	3.29214787	37123;117065402;131709102;138396014	HMDB:(31778);PubChem class - food;ZINC bio:(ZINC00236891);additional;HSDB:(35367-38-5);MeSH:(37123);PubMed;NORMAN:(NS00009540);COCONUT:(CNP0018935);database;PubChem:(37123 117065402 131709102 138396014);CHEBI:(34703);PubChem class - bio and metabolites;KEGG:(C14427);PubChem class - safety and toxic	68940473198	311.039337648	NaN	367_challenge_428_	N/A
177	1	1	1	1	0.3604113109746597	-2.5363531758330358	N/A	23.291273060926326	C33H35FN2O5	[M - H]-	XUKUURHRXDUEBC	InChI=1S/C33H35FN2O5/c1-21(2)31-30(33(41)35-25-11-7-4-8-12-25)29(22-9-5-3-6-10-22)32(23-13-15-24(34)16-14-23)36(31)18-17-26(37)19-27(38)20-28(39)40/h3-16,21,26-27,37-38H,17-20H2,1-2H3,(H,35,41)(H,39,40)	Liprimar	CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4	5.0	2250;60823;62976;4636594;6093359;10507504;10555355;10558246;10603355;10650977;10745515;15968809;17589822;21029434;25141466;25141467;25141919;25141920;25143995;25143996;25143997;25145111;25145242;25145243;25145244;25145388;25164918;25164919;25164920;25165119;25165120;25165121;25165122;25165316;25165317;25165318;25165524;25165525;25165526;42066746;46780495;49849492;51052072;53233816;53233817;53233818;53233924;53233925;53233926;53234037;53234038;59043179;59089932;59346965;59346966;59346967;59346968;73265363;76973370;91100018;123432810;138402698	HMDB:(5006);SuperNatural:(SN00268684);ZINC bio:(ZINC03920719);additional;HSDB:(134523-00-5);MeSH:(60823 17589822);PubMed;NORMAN:(NS00009054);COCONUT:(CNP0285710);Natural Products:(UNPD155018);database;PubChem:(2250 60823 62976 4636594 6093359 10507504 10555355 10558246 10603355 10650977 10745515 15968809 17589822 21029434 25141466 25141467 25141919 25141920 25143995 25143996 25143997 25145111 25145242 25145243 25145244 25145388 25164918 25164919 25164920 25165119 25165120 25165121 25165122 25165316 25165317 25165318 25165524 25165525 25165526 42066746 46780495 49849492 51052072 53233816 53233817 53233818 53233924 53233925 53233926 53234037 53234038 59043179 59089932 59346965 59346966 59346967 59346968 73265363 76973370 91100018 123432810 138402698);CHEBI:(50690 94450 39548);PubChem class - bio and metabolites;KEGG:(C06834);PubChem class - safety and toxic;Training Set;PubChem class - drug	68840907630	557.2457244399999	NaN	239_challenge_312_	N/A
178	1	1	1	1	0.3575402498359161	-66.81757090853414	N/A	-0.019363534589596276	C12H9NS	[M + H]+	OUXMJRMYZCEVKO	InChI=1S/C12H9NS/c1-8-13-12-10-5-3-2-4-9(10)6-7-11(12)14-8/h2-7H,1H3	Naphth[1, 2-methyl-	CC1=NC2=C(S1)C=CC3=CC=CC=C32	4.0	75892	NORMAN:(NS00014388);database;PubChem:(75892);additional	68720263170	200.05284628799998	NaN	359_challenge_420_	N/A
179	1	1	1	1	0.35737146314505125	-211.9569820591114	N/A	8.538130801185618	C29H33ClN2O2	[M + H]+	RDOIQAHITMMDAJ	InChI=1S/C29H33ClN2O2/c1-31(2)27(33)29(24-9-5-3-6-10-24,25-11-7-4-8-12-25)19-22-32-20-17-28(34,18-21-32)23-13-15-26(30)16-14-23/h3-16,34H,17-22H2,1-2H3	Lopedium	CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4	5.0	3954;3955;9912841;45039664;46209422;46240412;46240413;46240414;46240415;46240508;46240509;46241148;46241149;46241245;46241246;46241247;46241343;46241344;46241345;46241346;46241435;46241436;46241437;46241541;46241542;46241543;46241544;46241648;46241649;46241650;46241651;46241756;46241757;46241758;46241759;46241869;46241870;46241871;46241872;46241977;46241978;46241979;138396149	HMDB:(4999);SuperNatural:(SN00001616);ZINC bio:(ZINC00537928);additional;HSDB:(53179-11-6);MeSH:(3955);PubMed;NORMAN:(NS00002516);COCONUT:(CNP0054324 CNP0342959);database;PubChem:(3954 3955 9912841 45039664 46209422 46240412 46240413 46240414 46240415 46240508 46240509 46241148 46241149 46241245 46241246 46241247 46241343 46241344 46241345 46241346 46241435 46241436 46241437 46241541 46241542 46241543 46241544 46241648 46241649 46241650 46241651 46241756 46241757 46241758 46241759 46241869 46241870 46241871 46241872 46241977 46241978 46241979 138396149);CHEBI:(86969 6532);PubChem class - bio and metabolites;KEGG:(C07080);PubChem class - safety and toxic;PubChem class - drug	68840858478	477.230331976	NaN	316_challenge_382_	N/A
180	1	1	1	1	0.3561694804424328	-6.333637972557152	N/A	2.2101092833421507	C12H14N4O4S	[M - H]-	ZZORFUFYDOWNEF	InChI=1S/C12H14N4O4S/c1-19-11-7-10(14-12(15-11)20-2)16-21(17,18)9-5-3-8(13)4-6-9/h3-7H,13H2,1-2H3,(H,14,15,16)	Diasulfa	COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC	1.44947064	5323;45040436;71312411;71312598;138396012	HMDB:(15621);PubChem class - food;additional;MeSH:(5323);PubMed;NORMAN:(NS00000200);COCONUT:(CNP0268252);database;PubChem:(5323 45040436 71312411 71312598 138396012);CHEBI:(32161);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;PubChem class - drug	68974035054	309.06629992800003	NaN	187_challenge_266_	N/A
181	1	1	1	1	0.3528980960660551	-66.59703614954458	N/A	31.774043455104255	C4H9NO	[M + H]+	KGGVGTQEGGOZRN	InChI=1S/C4H9NO/c1-2-3-4-5-6/h4,6H,2-3H2,1H3	Skino #1	CCCC=NO	0.800000012	8069;5324277;5324278;101835478;101835479	NORMAN:(NS00019867);COCONUT:(CNP0071145);database;PubChem:(8069 5324277 5324278 101835478 101835479);CHEBI:(59012);ZINC bio:(ZINC13514543);PubChem class - bio and metabolites;MeSH:(8069 5324277 5324278);PubChem class - safety and toxic;PubMed	68805730406	88.075689908	NaN	490_challenge_90_	N/A
182	1	1	1	1	0.35288046187033667	-48.63502712204446	N/A	46.6067887190435	C47H72O20	[M - H]-	DGLQIOJLFVRFMT	InChI=1S/C47H72O20/c1-42(2)11-13-47(41(61)67-39-31(56)29(54)28(53)24(17-48)63-39)14-12-45(5)20(21(47)15-42)7-8-26-43(3)16-22(50)36(44(4,19-49)25(43)9-10-46(26,45)6)66-40-33(58)34(32(57)35(65-40)37(59)60)64-38-30(55)27(52)23(51)18-62-38/h7,19,21-36,38-40,48,50-58H,8-18H2,1-6H3,(H,59,60)	null	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C=O)OC6C(C(C(C(O6)C(=O)O)O)OC7C(C(C(CO7)O)O)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C	0.429918915	""	COCONUT:(CNP0116271);Natural Products:(UNPD230393);database	68721606656	955.4544187040003	NaN	31_challenge_125_	N/A
183	1	1	1	1	0.3525763522314675	-69.5655010353835	N/A	29.85029408746788	C10H10O	[M + H]+	BWHOZHOGCMHOBV	InChI=1S/C10H10O/c1-9(11)7-8-10-5-3-2-4-6-10/h2-8H,1H3	ACMC-20aplv	CC(=O)C=CC1=CC=CC=C1	2.16102242	15909;637759;12224733;12224734;11147801;16213774;16213775;57369762;101900579;118797102;118797466	HMDB:(31617 141081);PubChem class - food;SuperNatural:(SN00159659);ZINC bio:(ZINC08580219 ZINC19230125);additional;MeSH:(637759);PubMed;NORMAN:(NS00003742);COCONUT:(CNP0331521);Natural Products:(UNPD96428);database;PubChem:(15909 637759 12224733 12224734 11147801 16213774 16213775 57369762 101900579 118797102 118797466);YMDB Mine;CHEBI:(78399 78400 217301);PubChem class - bio and metabolites;PubChem class - safety and toxic;Biocyc:(CPD-16997);KEGG Mine	111891228782	147.08044094	NaN	307_challenge_374_	N/A
184	1	1	1	1	0.35166051104339574	-30.159418696975344	N/A	28.10904268367205	C12H11O4P	[M + H]+	ASMQGLCHMVWBQR	InChI=1S/C12H11O4P/c13-17(14,15-11-7-3-1-4-8-11)16-12-9-5-2-6-10-12/h1-10H,(H,13,14)	diphenoxyphosphinic acid	C1=CC=C(C=C1)OP(=O)(O)OC2=CC=CC=C2	2.78536057	13282;3610038;131667958;138396030	NORMAN:(NS00014401);COCONUT:(CNP0293241);database;PubChem:(13282 3610038 131667958 138396030);ZINC bio:(ZINC01693573);additional;PubChem class - safety and toxic;PubMed;KEGG Mine	77379412034	251.04677146199998	NaN	339_challenge_402_	N/A
185	1	1	1	1	0.3510325394734011	-117.3014937047569	N/A	25.606733071053306	C11H13NO4	[M + H]+	SDKQRNRRDYRQKY	InChI=1S/C11H13NO4/c1-12-11(13)16-9-5-3-2-4-8(9)10-14-6-7-15-10/h2-5,10H,6-7H2,1H3,(H,12,13)	Rovlinka	CNC(=O)OC1=CC=CC=C1C2OCCO2	1.26907456	23421;131668369	NORMAN:(NS00009374);COCONUT:(CNP0348093);database;PubChem:(23421 131668369);CHEBI:(82093);additional;MeSH:(23421);KEGG:(C18953);PubChem class - safety and toxic;Training Set;PubMed	68789485926	224.091733896	NaN	303_challenge_370_	N/A
186	1	1	1	1	0.34981371093381713	-6.479584237852268	N/A	13.782173896239657	C14H8O4	[M - H]-	RGCKGOZRHPZPFP	InChI=1S/C14H8O4/c15-10-6-5-9-11(14(10)18)13(17)8-4-2-1-3-7(8)12(9)16/h1-6,15,18H	Alizarin	C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3)O)O	1.98782575	6293;3261304;101379048;123856433;138396122	SuperNatural:(SN00128356);ZINC bio:(ZINC03860973);additional;MeSH:(6293);Plantcyc:(ALIZARIN);PubMed;NORMAN:(NS00013520);COCONUT:(CNP0309152);KNApSAcK:(2785);Natural Products:(UNPD66789);database;PubChem:(6293 3261304 101379048 123856433 138396122);CHEBI:(16866);PubChem class - bio and metabolites;KEGG:(C01474);PubChem class - safety and toxic;Training Set;Biocyc:(ALIZARIN)	68807485814	239.03498273600002	NaN	218_challenge_294_	N/A
187	1	1	1	1	0.3491154880953928	-138.2067101000045	N/A	21.734473155778993	C12H11ClN2O5S	[M + H]+	ZZUFCTLCJUWOSV	InChI=1S/C12H11ClN2O5S/c13-9-5-10(15-6-7-2-1-3-20-7)8(12(16)17)4-11(9)21(14,18)19/h1-5,15H,6H2,(H,16,17)(H2,14,18,19)	Aisemide	C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl	1.30031157	3440;4739262;45039317;49849691;68155782;76973673;91390761;118985385;138396132	HMDB:(1933);SuperNatural:(SN00000323);ZINC bio:(ZINC00035804);additional;HSDB:(54-31-9);MeSH:(3440);PubMed;NORMAN:(NS00008630);COCONUT:(CNP0066269 CNP0376461);database;PubChem:(3440 4739262 45039317 49849691 68155782 76973673 91390761 118985385 138396132);CHEBI:(47426);PubChem class - bio and metabolites;KEGG:(C07017);PubChem class - safety and toxic;PubChem class - drug	68840858478	331.014996132	NaN	304_challenge_371_	N/A
188	1	1	1	1	0.34618946113973553	-309.67767276372984	N/A	84.14847566134385	C34H33N3O5	[M + H]+	OSFCMRGOZNQUSW	InChI=1S/C34H33N3O5/c1-40-28-9-5-7-26-32(28)36-31-25(33(26)38)6-4-8-27(31)34(39)35-24-12-10-21(11-13-24)14-16-37-17-15-22-18-29(41-2)30(42-3)19-23(22)20-37/h4-13,18-19H,14-17,20H2,1-3H3,(H,35,39)(H,36,38)	Elacridar	COC1=CC=CC2=C1NC3=C(C2=O)C=CC=C3C(=O)NC4=CC=C(C=C4)CCN5CCC6=CC(=C(C=C6C5)OC)OC	5.5999999	119373;46781443;44475082	COCONUT:(CNP0020694);database;PubChem:(119373 46781443 44475082);ZINC bio:(ZINC03915436);PubChem class - bio and metabolites;MeSH:(119373);PubMed;PubChem class - drug	68771913798	564.2492971560001	NaN	460_challenge_63_	N/A
189	1	1	1	1	0.3419026127490976	-39.012684955087515	N/A	24.188248482290817	C13H18N4O3	[M + H]+	BYPFEZZEUUWMEJ	InChI=1S/C13H18N4O3/c1-9(18)6-4-5-7-17-12(19)10-11(14-8-15(10)2)16(3)13(17)20/h8H,4-7H2,1-3H3	Agapurin	CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C	0.717923224	4740;1548990;44205424;44206527;44206528;44206529;44206530;44206531;44206532;44206533;44206755;44206756;44206757;44206758;44206759;44206760;44206985;44208376;44208377;44208580;44208581;44208582;44208583;44208584;44208585;44208790;44208791;44208792;44208793;44208794;44208795;46782702;57878469;58172384;58172391;58172407;58172416;58172437;76973207;89866966;118603988;118603989	HMDB:(14944);SuperNatural:(SN00002132);ZINC bio:(ZINC01530776);additional;MeSH:(4740);PubMed;NORMAN:(NS00010010);COCONUT:(CNP0155893);database;PubChem:(4740 1548990 44205424 44206527 44206528 44206529 44206530 44206531 44206532 44206533 44206755 44206756 44206757 44206758 44206759 44206760 44206985 44208376 44208377 44208580 44208581 44208582 44208583 44208584 44208585 44208790 44208791 44208792 44208793 44208794 44208795 46782702 57878469 58172384 58172391 58172407 58172416 58172437 76973207 89866966 118603988 118603989);CHEBI:(7986);PubChem class - bio and metabolites;KEGG:(C07424);PubChem class - safety and toxic;PubChem class - drug	68840857966	279.14516643599995	NaN	289_challenge_358_	N/A
190	1	1	1	1	0.339145116294619	-49.90808141459213	N/A	31.6996806105097	C14H12O6S	[M + H]+	CXVGEDCSTKKODG	InChI=1S/C14H12O6S/c1-20-12-8-11(15)10(7-13(12)21(17,18)19)14(16)9-5-3-2-4-6-9/h2-8,15H,1H3,(H,17,18,19)	Sungard	COC1=C(C=C(C(=C1)O)C(=O)C2=CC=CC=C2)S(=O)(=O)O	2.20000005	19988;1551090;101151445;138396047	ZINC bio:(ZINC01690324);additional;HSDB:(4065-45-6);MeSH:(19988);PubMed;NORMAN:(NS00009581);COCONUT:(CNP0019482);database;PubChem:(19988 1551090 101151445 138396047);CHEBI:(135312);PubChem class - bio and metabolites;PubChem class - safety and toxic;PubChem class - drug	68839809638	309.042735104	NaN	323_challenge_389_	N/A
191	1	1	1	1	0.33733559470082847	-38.16283392405619	N/A	35.21145422115354	C17H14F3N3O2S	[M + H]+	RZEKVGVHFLEQIL	InChI=1S/C17H14F3N3O2S/c1-11-2-4-12(5-3-11)15-10-16(17(18,19)20)22-23(15)13-6-8-14(9-7-13)26(21,24)25/h2-10H,1H3,(H2,21,24,25)	Artiflex	CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F	3.4000001	2662;12085288;11610600;11451898;25256362;25256363;25256364;25256453;45038593;46780205;49849583;44428203;57608646;88025000;88025422;101881775;130303240;139024041;138395995	HMDB:(5014);SuperNatural:(SN00003181);ZINC bio:(ZINC02570895);additional;HSDB:(169590-42-5);MeSH:(2662);PubMed;NORMAN:(NS00002556);COCONUT:(CNP0337667);database;PubChem:(2662 12085288 11610600 11451898 25256362 25256363 25256364 25256453 45038593 46780205 49849583 44428203 57608646 88025000 88025422 101881775 130303240 139024041 138395995);CHEBI:(41423);PubChem class - bio and metabolites;KEGG:(C07589);PubChem class - safety and toxic;PubChem class - drug	68840858478	382.083158348	NaN	434_challenge_489_	N/A
192	1	1	1	1	0.33618474200128307	-92.13828349737575	N/A	191.53999359889227	C36H60O9	[M + H3N + H]+	VWKSQQHPNMUNOC	InChI=1S/C36H60O9/c1-20(10-13-26(38)32(4,5)43)21-14-15-35(8)22-11-12-25-31(2,3)30(45-29(42)19-33(6,44)18-28(40)41)24(37)17-34(25,7)23(22)16-27(39)36(21,35)9/h20-21,24-27,30,37-39,43-44H,10-19H2,1-9H3,(H,40,41)	null	CC(CCC(C(C)(C)O)O)C1CCC2(C1(C(CC3=C2CCC4C3(CC(C(C4(C)C)OC(=O)CC(C)(CC(=O)O)O)O)C)O)C)C	3.9000001	71712370;102100532	COCONUT:(CNP0330763);Natural Products:(UNPD229769);database;PubChem:(71712370 102100532);PubMed	68721606722	654.4575634999999	NaN	98_challenge_186_	N/A
193	1	1	1	1	0.334148519793411	-4.625406532700657	N/A	9.022364745279557	C13H9Cl3N2O	[M - H]-	ICUTUKXCWQYESQ	InChI=1S/C13H9Cl3N2O/c14-8-1-3-9(4-2-8)17-13(19)18-10-5-6-11(15)12(16)7-10/h1-7H,(H2,17,18,19)	Genoface	C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)Cl)Cl	4.6777463	7547;46783164;60156067;138396095	ZINC bio:(ZINC00121480);additional;HSDB:(101-20-2);MeSH:(7547);PubMed;NORMAN:(NS00000454);COCONUT:(CNP0019488);database;PubChem:(7547 46783164 60156067 138396095);CHEBI:(48347);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;PubChem class - drug	68839826022	312.97076994800005	NaN	245_challenge_318_	N/A
194	1	1	1	1	0.3310645118623446	-48.04484354019924	N/A	149.54840230437694	C10H14O4	[M + H]+	MKPZLFSGCUYQEY	InChI=1S/C10H14O4/c1-7-6-9(12)3-2-8(11)4-5-10(13)14-7/h2-5,7-9,11-12H,6H2,1H3	Modiolide A	CC1CC(C=CC(C=CC(=O)O1)O)O	0.300000012	639693;643697;11805681;10442710;21777011;22298548;26176708;44715397;51693579;51693580;51693581;51693582;73110369;101170708;101170709;123677166	COCONUT:(CNP0127764);KNApSAcK:(39778);Natural Products:(UNPD122440 UNPD16536 UNPD60405);database;PubChem:(639693 643697 11805681 10442710 21777011 22298548 26176708 44715397 51693579 51693580 51693581 51693582 73110369 101170708 101170709 123677166);SuperNatural:(SN00033414 SN00033413 SN00033411 SN00036951 SN00036950 SN00036949 SN00033412 SN00036948 SN00375669);ZINC bio:(ZINC14594567 ZINC14594568 ZINC14594569 ZINC14594570 ZINC35458088 ZINC35458091 ZINC35458095 ZINC35458099);additional;MeSH:(639693 643697);Training Set;PubMed	68723204182	199.096484928	NaN	347_challenge_41_	N/A
195	1	1	1	1	0.32918546604018417	-91.38944625313485	N/A	15.871240559073893	C14H14O4	[M + H]+	UEPYGMLWWBFEIC	InChI=1S/C14H14O4/c1-3-4-11(15)10-7-9-5-6-14(16)18-12(9)8-13(10)17-2/h5-8H,3-4H2,1-2H3	6-butanoyl-7-methoxychromen-2-one	CCCC(=O)C1=C(C=C2C(=C1)C=CC(=O)O2)OC	2.4000001	15229789	COCONUT:(CNP0135878);Natural Products:(UNPD181959);database;PubChem:(15229789);SuperNatural:(SN00298910)	68722655234	247.096484928	NaN	345_challenge_408_	N/A
196	1	1	1	1	0.32897030202393573	-219.80851766661837	N/A	21.289131478432648	C27H22Cl2N4O	[M + H]+	PLHJCIYEEKOWNM	InChI=1S/C27H22Cl2N4O/c1-32-16-31-15-25(32)27(30,18-6-9-20(28)10-7-18)19-8-11-24-23(13-19)22(14-26(34)33(24)2)17-4-3-5-21(29)12-17/h3-16H,30H2,1-2H3	Zarnestra	CN1C=NC=C1C(C2=CC=C(C=C2)Cl)(C3=CC4=C(C=C3)N(C(=O)C=C4C5=CC(=CC=C5)Cl)C)N	4.0999999	148193;159324;9935249	COCONUT:(CNP0330893);database;PubChem:(148193 159324 9935249);CHEBI:(95025 141969);ZINC bio:(ZINC24809155);PubChem class - bio and metabolites;MeSH:(148193 159324);PubMed;PubChem class - drug	68771913830	489.124342684	NaN	143_challenge_226_	N/A
197	1	1	1	1	0.3276239939655329	-52.19069246951012	N/A	10.654405026601076	C16H22FNO	[M + H]+	DKMFBWQBDIGMHM	InChI=1S/C16H22FNO/c1-13-8-11-18(12-9-13)10-2-3-16(19)14-4-6-15(17)7-5-14/h4-7,13H,2-3,8-12H2,1H3	melperon	CC1CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F	3.29999995	15387;71749942;131869288	NORMAN:(NS00002747);COCONUT:(CNP0193712);database;PubChem:(15387 71749942 131869288);CHEBI:(93626);ZINC bio:(ZINC00001672);additional;PubChem class - bio and metabolites;MeSH:(15387);PubChem class - safety and toxic;PubMed;PubChem class - drug	68839809126	264.175818544	NaN	279_challenge_349_	N/A
198	1	1	1	1	0.32545334104760615	-15.704847037290167	N/A	23.20313214231903	C9H11NO	[M + H]+	YICAMJWHIUMFDI	InChI=1S/C9H11NO/c1-7-3-5-9(6-4-7)10-8(2)11/h3-6H,1-2H3,(H,10,11)	4-Acetotoluide	CC1=CC=C(C=C1)NC(=O)C	1.80386519	7684;11686932;134867159;135037308	NORMAN:(NS00023266);database;PubChem:(7684 11686932 134867159 135037308);CHEBI:(143108);ZINC bio:(ZINC00080878);MeSH:(7684);PubChem class - safety and toxic;PubMed;KEGG Mine	77376790630	150.091339972	NaN	271_challenge_341_	N/A
199	1	1	1	1	0.32482690635664474	-184.41204082326294	N/A	44.151155511270815	C25H32O6	[M + H]+	OFDBBWUQAHAKDG	InChI=1S/C25H32O6/c1-7-15(2)12-16(3)8-11-22(27)31-20-10-9-19-13-21(26)25(30,18(5)23(28)29)14-24(19,6)17(20)4/h8-13,15,17,20,30H,5,7,14H2,1-4,6H3,(H,28,29)	null	CCC(C)C=C(C)C=CC(=O)OC1C=CC2=CC(=O)C(CC2(C1C)C)(C(=C)C(=O)O)O	5.19999981	132529202;139587645	PubChem:(132529202 139587645);COCONUT:(CNP0357213);database	68721573890	429.2271647439999	NaN	27_challenge_121_	N/A
200	1	1	1	1	0.32455942590540887	-336.8918347287501	N/A	30.774367910012053	C14H15BrClNO6	[M + H3N + H]+	OPIFSICVWOWJMJ	InChI=1S/C14H15BrClNO6/c15-5-1-2-6-9(10(5)16)7(3-17-6)22-14-13(21)12(20)11(19)8(4-18)23-14/h1-3,8,11-14,17-21H,4H2	Indoxyl-Gal	C1=CC(=C(C2=C1NC=C2OC3C(C(C(C(O3)CO)O)O)O)Cl)Br	1.20000005	65181;84982;619018;2733916;5289587;6977382;9844365;10173103;15043175;22840584;26470559;26470567;26470621;26470914;26470915;24801961;24801962;24801965;24801966;25806081;29974833;29974837;40428791;42433498;44629973;44120055;44120064;44120066;44120143;46780889;51403940;54162378;54162379;54162380;68795441;88078704;131676733;131707054;132274933	NORMAN:(NS00016394);COCONUT:(CNP0050170);database;PubChem:(65181 84982 619018 2733916 5289587 6977382 9844365 10173103 15043175 22840584 26470559 26470567 26470621 26470914 26470915 24801961 24801962 24801965 24801966 25806081 29974833 29974837 40428791 42433498 44629973 44120055 44120064 44120066 44120143 46780889 51403940 54162378 54162379 54162380 68795441 88078704 131676733 131707054 132274933);CHEBI:(75506 75502 75055 75501 75424);ZINC bio:(ZINC01045361 ZINC02597047 ZINC03861793 ZINC04534215 ZINC04534216);PubChem class - bio and metabolites;MeSH:(65181 84982);PubChem class - safety and toxic;PubMed;Biocyc:(CPD0-2491)	68805732454	425.01095698000006	NaN	280_challenge_35_	N/A
