,MG_1_1,MG_1_2,MG_1_3,Br3_1_1,Br3_1_2,Br3_1_3,Br7_1_1,Br7_1_2,Br7_1_3,Br10_1_1,Br10_1_2,Br10_1_3,Br15_1_1,Br15_1_2,Br15_1_3,QC1,QC2,QC3
PubChem_83580.65,874674,927289,957814,785159,719262,742362,837546,938693,853098,810554,851256,878367,945300,1016748,1019858,578931,996000,821636
PubChem_162686291,289093,269437,278295,256507,238357,243204,298655,308177,289498,330319,335540,323769,341085,334669,353183,286231,264374,294629
PubChem_84063201.2,250810,188813,179753,228367,219885,212610,296709,283862,266810,301856,309410,296401,291338,299750,289808,205431,250020,260018
"12-{[3-cyclohexyl-5-(oxan-4-yl)phenyl]methyl}-23-cyclopentyl-5-[2-(3,3-dimethyloxiran-2-yl)-2-hydroxyethyl]-17-hydroxy-5,19,23,27-tetramethyl-10,14-diazaoctacyclo[15.10.3.1?,?.1?,??.0??,??.0??,??.0??,??.0??,??]dotriaconta-4(32),8,11(31),12,29-pentaene-3,22-dione.2",98972,104316,94916,74889,77310,104978,335386,179650,193752,556614,353279,202592,799816,543093,254858,136508,88055,103771
UNPD149111.4,68619,0,0,5855,13348,6340,3910,1309,22560,11075,10003,0,2983,14742,11447,243668,244231,269518
N-benzoyl-D-arginine,119442,130795,157059,155347,162504,148852,208963,175666,104165,109909,145495,182049,138040,98170,138410,112985,133336,144207
Ginsenoside Rh8.1,9137,32758,43766,31773,100207,67781,16393,6826,1982,44792,37727,12553,21027,12017,5897,63317,52212,48131
"4,5-Diphenyl-2-methylthiazole",0,0,0,278650,123779,184301,1353872,1097567,348739,2550734,1509436,1387695,1601070,1224858,1845140,116877,128259,150026
PubChem_73858850.15,309264,290458,295483,305154,297545,287751,332383,374091,352274,354757,393409,365553,369053,355646,375787,229434,307134,287934
"3-(4,6-dimethylpyrimidin-2-yl)-1-(2-methylbenzenesulfonyl)urea",4040,9835,15282,21967,26103,4435,56439,87005,11182,31459,32059,56015,54894,101222,61306,46412,47275,50035
PubChem_129643218,0,148712,214847,36893,118101,208217,0,40464,28336,182414,145648,343089,47581,55737,30809,289586,197070,192271
"4,5-dihydroxy-4a-(1-hydroxy-4-methyl-7-phenylheptyl)-3,8-dimethyl-4-[2-(5-oxo-2,5-dihydrofuran-3-yl)ethyl]-8-{16-[(1-phenylcyclopentyl)methyl]trispiro[4.1.1.5?.2?.2?]octadecan-12-yl}-decahydronaphthalen-1-yl acetate",176995,76165,180936,0,47006,64720,18621,45286,74996,9773,8084,66380,0,0,0,59297,62458,71506
"2-amino-4,6-dibromo-3-hydroxybenzoic acid.5",991965,956376,901388,877890,983224,1020312,933618,971517,1041729,963806,867925,865366,785806,819329,819335,736491,963136,996833
UNPD86298.1,63889,66801,118614,87054,191583,179457,301624,405538,228518,189260,364495,293790,546988,468049,424595,91155,89437,109948
Quercetin 3-galactoside,0,0,0,4182,18367,9634,56297,25505,45813,48166,40351,28102,161761,145745,36436,89575,126762,130601
3beta-Hydroxycinnamolide,112187,73404,77940,111591,111957,92076,114037,142545,124575,107332,132813,99358,142724,139600,133816,103953,119555,131673
UNPD123269,22576,16306,5094,13319,29878,26613,25489,35462,33783,18279,30127,18231,17703,30263,24436,22377,23339,17273
2-O-(beta-D-galactopyranosyl-(1->6)-beta-D-galactopyranosyl) 2S-hydroxynonanoic acid,38355,26733,25145,14368,14787,11991,37517,101416,28334,62006,55088,32463,211861,160826,78486,35282,33268,43055
UNPD173856.1,179078,176373,185656,163401,189897,191691,435090,304782,349024,289680,256016,344865,350823,286037,366723,96694,93531,99617
Naringenin.12,0,14771,34820,2342994,3829953,3020439,3015121,1792026,4475334,1039615,1270904,1416701,128604,182728,341095,554530,573628,523213
"N-[1,2-diphenyl-2-(trifluoromethanesulfonamido)ethyl]-1,1,1-trifluoromethanesulfonamide.1",47485,21179,9181,5118,0,2668,35118,23902,5404,19439,6921,10436,13884,14240,13323,62515,62102,68226
"5-[({7-chloro-4,6-dimethoxy-6'-methyl-2',3-dioxo-3H-spiro[1-benzofuran-2,1'-cyclohexan]-3'-en-4'-yl}(phenyl)amino)methyl]furan-2-carboxylic acid.7",313336,419770,503308,478100,646948,568455,676787,794412,696088,491494,600240,649128,431522,496363,498948,246967,306157,356404
[(3S)-1-bromo-4-hexadecanoyloxy-3-hydroxybutyl]phosphonic acid,48788,24828,44810,71862,49891,51481,46826,47127,56535,23543,47810,47434,58883,36765,27613,40924,46063,49111
lacosamide,243817,157612,134882,333987,175085,132106,176523,162144,295755,136868,170343,85626,141287,143567,152565,69037,79872,81816
PS(18:1(9Z)/19:0).27,4015359,4122924,4592760,3897268,4967194,4217672,2268628,3531022,4726924,1514481,1961226,1718088,3434604,4248366,4034250,4293420,3247882,3814409
UNPD84197,0,0,0,4304,0,4190,89615,53971,14146,51957,25658,25356,153982,113905,58430,49595,35245,31243
OxymetazolineHCl,195743,225169,238256,191809,240455,239014,166593,161593,154550,182795,167546,167263,138317,176157,142362,202380,183145,200971
PubChem_19362160.45,2245754,1539098,1802286,2549994,2732298,2913170,2570572,2687473,2875770,2558563,2855489,2943886,2583133,2806285,2697908,1552124,2419154,2491047
Isocitric acid.5,1050071,1174850,1394305,1860282,2132411,1647414,1398951,1495788,1927198,1434578,1380008,1386518,877794,833014,764445,648014,757237,890527
Glutaric acid.11,3247738,2546878,3086570,3222826,4283846,4435505,3754087,3709048,3557676,3940848,4047968,3603902,3558077,3904264,3039004,2874774,3252368,3321053
4-ammonio-5-keto-3-mercapto-2-thioformyl-pyrrolidine-2-carboxylate,258377,260784,258772,275984,321003,295413,334138,357736,308656,355179,328467,318529,355282,359991,405591,246311,270800,273782
UNPD220871.1,433523,222970,191712,192915,235684,287597,536214,819442,595846,764695,975273,940516,293807,296368,248327,141098,89444,101049
Monoethyl phthalate.3,4853147,7992384,7083156,8726943,7114020,9743970,7941011,8330431,6919302,6560252,1727030,4930224,5048048,8059104,4151920,5096772,5555499,5771918
UNPD69447.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31122,31016,29614
"12-({2-[4-amino-4-hydroxy-1-(1H-imidazol-4-yl)butyl]-4-(hydroxymethyl)-5-oxopyrrolidin-3-yl}methyl)-11-hydroxy-2,9-bis(hydroxymethyl)-2,6a,6b,9,12a-pentamethyl-6-pentyl-10-[(3,4,5-trihydroxyoxan-2-yl)oxy]-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-4a-carboxylic acid.2",425854,344138,366424,274647,360928,265228,352350,291138,305474,506401,281926,185190,1022913,1154301,560655,479780,346600,347707
"ethyl 2-cyano-2-[4-(1-cyano-2-ethoxy-2-oxoethylidene)-1,3-dithietan-2-ylidene]acetate.2",233696,229539,255107,263455,263248,247365,314708,324425,326757,310494,306464,312382,336119,346768,338523,229708,260450,258793
Hebevinoside V,609739,1329985,1449700,647435,1304024,588645,1138209,308654,272224,277577,112933,134905,535262,609056,1193144,1725033,1217244,1251511
"2-[(5,6-dimethyl-4-oxo-3H-thieno[2,3-d]pyrimidin-2-yl)thio]-N-(4-methyl-2-thiazolyl)acetamide.2",828741,510030,777197,99272,185484,173379,94442,194670,186283,97689,97423,92525,222557,242496,103660,364191,322651,326651
2-({4-[(2-aminopropanamido)methyl]cyclohexyl}formamido)propanoic acid,160818,132732,63369,95529,166173,151314,126547,232704,139895,174106,95043,140852,113319,160578,90703,66457,80688,86393
2-({4-[(2-aminopropanamido)methyl]cyclohexyl}formamido)propanoic acid.1,160818,132732,127384,95529,166173,151314,126547,232704,139895,174106,200854,140852,113319,160578,90703,66457,80688,86393
PS(18:1(9Z)/19:0).28,3907501,4166292,4490523,3897268,5072725,4217672,2084055,3348666,4613473,1514481,1696313,1601397,3612852,4180341,3761162,4195615,3183969,3814409
CNP0440232,97540,62378,161788,26461,44944,38411,37851,45831,47572,18521,26094,31335,160448,193088,46426,171097,128656,107295
UNPD227515,2637,0,0,0,0,2014,11608,13112,8248,23053,15790,13658,102566,101906,59763,16906,17859,17994
"6-bromo-3-chloro-2,4-difluoroaniline.18",305003,311286,302474,275756,290183,290016,383935,364134,362114,375311,380919,370098,385664,399265,379310,334587,272835,266851
L-erythro-5-(1-Hydroxyethyl)-2(5H)-furanone,189355,166636,189195,199453,308247,289581,228598,240226,217740,296337,291627,272903,341558,432184,257863,194362,215888,215468
"PG(P-16:0/18:4(6Z,9Z,12Z,15Z))",41487,29919,15424,9840,21270,26545,22849,5872,14076,0,24942,14189,23921,30928,12700,43832,59118,50255
PubChem_153591812,0,0,5209,48661,28291,65897,172922,133788,75848,228899,168155,172989,405567,377077,371422,37351,40776,49465
N(4)-acetylsulfamethazine,55456,32014,27968,57263,70709,35870,87643,150847,37090,81965,72195,86576,93569,176546,95532,65549,71032,75393
3'-Hydroxy-T2 Toxin.1,0,0,0,0,1736,0,2302,4795,0,0,0,0,0,0,0,13762,16130,19099
"PS(21:0/18:3(9Z,12Z,15Z)).8",3297202,3226644,3656282,2386380,3626272,2802414,1280085,1915747,2982883,675386,915172,806877,2301886,2510810,2403966,2733059,2552076,2724232
UNPD171045,0,3186,2684,16706,13978,19538,151980,146988,86027,214975,151656,133510,822650,983269,358733,8168,9050,7772
UNPD171045.1,0,3186,2684,16706,13978,19538,151980,146988,86027,214975,151656,133510,822650,983269,358733,8168,9050,7772
Pinostrobin 5-glucoside,245833,377276,318577,327331,330851,236371,279122,307709,196917,323533,307074,219168,212281,323154,217424,193104,136490,147494
3-Methoxynobiletin.1,245833,377276,318577,327331,330851,236371,279122,307709,196917,323533,307074,219168,212281,323154,217424,193104,136490,147494
Suberic acid.3,50788,31317,45173,57998,62689,59729,93759,100286,88070,107270,108708,92416,102768,106242,122174,54506,60828,65414
"13(S)-Hydroperoxylinolenic acid;(13S)-Hydroperoxy-cis-9,15-trans-11-octadecatrienoic acid;(13S)-HPLA",64206,17114,26036,66706,56703,35936,1314809,663645,92390,2023944,1291364,1143985,1935670,1645407,1134627,44431,54115,43548
"6-{[5,7-dihydroxy-4-oxo-2-(3,4,5-trihydroxyphenyl)-4H-chromen-3-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",139899,141087,96204,68112,93921,102001,84353,143095,119615,106899,98793,87644,79915,133861,64808,67407,81715,86471
"5,4'-Dihydroxy-3,3'-dimethoxy-6:7-methylenedioxyflavone.1",3825,6677,9856,3935,12269,19807,31078,25090,24764,16449,17517,18340,19547,14733,18395,26740,33620,30359
"PS(19:0/18:2(9Z,12Z)).10",862925,910961,1044174,1061358,1238262,1274241,525335,931108,1134700,226594,317615,296403,546531,713830,813770,1772857,1338376,1406589
"2-amino-4-({1-[(carboxymethyl)-C-hydroxycarbonimidoyl]-2-[(2,3-dihydroxy-1-phenylpropyl)sulfanyl]ethyl}-C-hydroxycarbonimidoyl)butanoic acid",0,0,0,111613,77368,178652,608805,337468,523751,696244,312846,474624,661549,554953,251989,119885,140755,151933
9-Hydroxy-4-methoxypsoralen 9-glucoside.5,91246,65804,75989,117034,114773,98964,144515,122328,95850,197789,166098,86173,316563,242522,217658,67716,84366,96553
Cichorioside I;(-)-Cichorioside I,7565,0,2410,0,1424,0,0,872,0,2382,1989,0,58623,71159,10607,16572,17860,14923
UNPD64960,0,2550,7911,7995,11187,14000,19406,20943,17610,32443,21726,21454,113388,92980,38353,19238,23231,17380
UNPD220844,0,0,0,13573,7381,9079,37043,31134,6812,61334,51705,30848,184626,214622,83255,26226,23199,21963
CNP0438741,703489,502804,499826,691355,653043,613155,537414,658108,682889,661339,685724,645761,606627,651148,552823,382636,578446,629236
"2-[7-chloro-4,6-dimethoxy-2'-(4-methoxyphenyl)-6'-methyl-3,4'-dioxo-6',7'-dihydro-3H,4'H-2,5'-spirobi[[1]benzofuran]-3'-yl]-N-(2,2-dimethoxyethyl)acetamide",15977,3509,15406,21325,26383,16333,111052,106642,34825,116752,123627,115184,376827,291685,332068,21826,32188,36929
UNPD66908.1,535397,380917,449588,585626,578851,556957,536662,650807,612995,510321,600967,566634,533272,585808,497205,324030,466267,537785
methyl 6-bromo-5-[2-(4-fluorophenyl)-2-oxoethoxy]-2-methyl-1-benzofuran-3-carboxylate.2,487751,323678,369547,479786,498396,463455,432336,547778,484566,470698,448754,474823,471293,457597,393733,266282,372988,478974
PS(18:1(9Z)/19:1(9Z)).8,970447,980792,1145026,1194571,1452277,1489021,505939,935700,1401364,243553,316983,243945,554162,884742,968125,1701881,1374074,1460544
Kiwiionoside.1,0,0,0,0,0,0,2457,2886,2710,7867,2975,0,86627,71333,27399,15053,12667,11379
"1-(3-chloro-4-fluorophenyl)-3-(2,2,2-trifluoroacetyl)urea.1",124216,98603,115264,121626,137811,108621,172447,184486,152922,178692,173486,167451,193691,199542,149967,94568,118923,118623
Glutamylaspartic acid,1197456,1095258,1161533,1145411,1076592,1006028,1036957,1069388,1086867,1101936,1227110,1323119,1443224,1101798,1210757,1297475,1323403,1799145
Caproic acid,0,0,0,0,0,0,0,0,3448,0,0,0,31939,0,0,15940,19700,15441
"22-cyclopentyl-16,17,18,29,32-pentahydroxy-12-{2-[2-(hydroxymethyl)phenyl]-1-(methylamino)ethyl}-5-methyl-9-oxo-10-oxaoctacyclo[17.12.1.0?,??.0?,??.0?,??.0?,??.0??,??.0??,??]dotriaconta-7,24-diene-1-carbaldehyde",110448,73073,115097,395155,232281,410405,882060,513155,391971,258463,149708,189082,846956,758851,1097072,212735,157801,169101
"3-phenyl-2-[({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}carbonyl)amino]propanoic acid",261029,215651,220019,226566,314924,259704,286815,342661,264640,379826,401241,272738,682482,753481,503710,211027,258086,279608
"3-phenyl-2-[({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}carbonyl)amino]propanoic acid.1",261029,215651,220019,226566,314924,259704,286815,342661,264640,379826,401241,272738,682482,753481,503710,211027,258086,279608
Neohesperidose.2,83792,116730,553494,225488,301166,367311,381502,831729,2110284,786025,908196,1223748,1167391,1052116,737085,263173,272864,307603
UNPD130810,0,4840,0,36066,39191,71792,153023,173189,86954,147987,138554,162053,114064,178708,114766,28599,25727,37594
PS(18:1(9Z)/19:0).29,3904962,4025868,4592760,3613842,4986390,4016655,2268628,3333496,4726924,1413189,1961226,1718088,3504510,4248366,4034250,4379211,3182576,3693273
Coelovirin C;(-)-Coelovirin C;Dactylorhin D,0,0,0,0,0,0,863,6120,2292,0,0,0,0,0,0,13314,14443,13227
4-[1-(4-hydroxyphenyl)-2-iodo-2-phenylethenyl]phenol,489493,404037,405069,534951,595162,498702,461768,557834,489403,501120,541220,563159,523739,463029,451893,339332,414425,481437
"2-[3-(7-methoxy-4,8-dimethyl-2-oxo-2H-chromen-3-yl)propanamido]-3-phenylpropanoic acid",47599,19020,7530,284523,192979,161586,271408,234000,280915,307822,128858,192904,25132,66570,54154,94958,112327,111016
"PI(15:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)).1",53404,0,99585,79448,127809,52155,124556,13278,14932,0,0,0,15105,30503,66942,151269,119435,124280
PubChem_59888521.1,188001,114822,147449,136220,126957,145765,115794,127289,127743,128478,137809,129210,96005,98138,100474,155249,187185,189692
"ent-6R,16bOH,17-Trihydroxy-7-oxo-6,7-seco-19,6-kauranolide 6-O-glucoside",9191,8753,12530,3648,16457,11565,4353,13445,8702,10432,9379,8152,46671,49087,25884,16995,23916,25635
"(5-amino-1,4-dioxo-3H-phthalazin-2-yl) hypochlorite",0,0,0,80988,36403,78741,269196,215491,74960,357325,290117,321195,372993,388404,439242,32206,33933,43984
LQA00090 PC(16:1/20-HETE),842442,768896,844758,697048,922274,744609,403437,440666,650137,185696,282279,213628,333511,469565,545989,833797,796059,766734
Pimelic acid.1,146742,93121,86490,112773,120802,101029,105637,97536,102505,105213,100988,105387,123623,104383,91767,199680,240350,226961
"6-(hydroxymethyl)-3-{[(4-hydroxyphenyl)methylidene]amino}oxane-2,4,5-triol",189790,111385,93572,135847,169316,85728,164399,229666,112591,139228,201377,94554,92222,117243,136948,63960,82403,92270
PubChem_87993368.7,4466690,4634064,4567388,3569141,4901086,4425647,4059427,4292494,4904799,3520192,3763720,3763201,2326979,3295051,2718398,3280638,3116508,3241423
D-N-(Carboxyacetyl)alanine,1170485,657297,872535,1237159,1546626,1250291,1240287,1704974,1203495,1697783,1726852,1579997,1318375,1356256,1420335,1324111,1561240,1528749
Adenosine monophosphate.2,204343,407289,475108,2675316,2066680,2690220,6537768,6036192,3463563,6389897,5413357,3874256,4070504,7881490,5110288,1430951,1819892,2088610
UNPD101762.1,0,0,0,5686,6716,5731,301312,177210,15104,490315,243182,206313,3113094,3662762,1111346,42163,59044,63538
UNPD95257,0,0,0,5686,6716,5731,301312,177210,15104,490315,243182,206313,3113094,3662762,1111346,42163,59044,63538
Lippioside II,88478,80731,61387,68710,96883,84641,92387,115018,77719,79747,82302,93054,87717,67844,67531,50160,56767,59468
"1-(2-oxo-2-{1H,2H,3H,4H,5H-pyrido[4,3-b]indol-2-yl}ethyl)piperidin-4-one",6970,15527,1205,14074,7837,8932,41174,25378,17599,60032,45621,37601,309129,194822,85285,26485,18308,23713
UNPD69447.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86276,98766,107071
6''-O-Malonylnaringin,2731,0,0,0,0,2682,36662,14870,0,22622,7766,9175,142619,291627,41927,16822,26096,28668
UNPD224070,283461,506932,452903,580579,486036,676057,546342,546555,488362,408586,96839,302656,301349,464929,206181,296635,326982,324575
Hovenitin I.1,2405,0,0,11021,2579,10687,30722,32516,28248,11822,22887,21141,84541,30438,19046,54509,69610,62266
"2-Methoxy-4-(4-methyl-1,3-dioxolan-2-yl)phenol",44075,21075,19557,32733,48946,46234,72388,44574,45876,48918,52604,51062,58163,61794,70240,42128,51437,54567
dUDP.3,159540,76867,127349,145731,218062,224616,140082,333603,289741,207544,222314,179760,530889,605686,240865,412798,524749,585123
Suberic acid.4,35704,32072,40003,63360,67799,59364,80760,100037,88770,93788,94656,90519,131013,150493,105814,59764,69561,68131
"ethyl 4-{[5-bromo-5'-(2-methylpropyl)-2-oxo-1,2-dihydrospiro[indole-3,2'-pyrrolidin]-3'-yl]amido}benzoate",21385,6419,25442,73592,64557,102292,189793,83766,107408,358597,269284,262770,541324,688523,121270,68025,77890,80981
trans-p-Feruloyl-beta-D-glucopyranoside.2,10795,3840,12118,135844,36356,88575,876568,373944,195722,216997,126202,556512,25672,5048,48315,21804,28011,30281
UNPD4814,251124,251834,279649,433932,401933,479717,775483,638964,643986,514492,446860,586623,1809417,1123636,640793,282128,303188,340107
6-Hydroxy-4-methoxy-3-(3-methyl-2-butenyl)-2-(2-phenylethenyl)benzoic acid,61862,28876,45614,41387,45215,39029,33247,43400,29752,23932,45273,28621,15648,38629,24169,66408,79947,71547
Pseudolaroside B;(-)-Pseudolaroside B.5,227179,389040,305067,190327,300183,302591,347566,586170,380170,618142,568735,364139,725296,1086176,579243,322565,364714,315502
"2'-{[6-(cyclopentyloxy)-4-hydroxy-3-[17'-hydroxy-3'-(2-hydroxyethyl)-23'-(3-methoxypropyl)-2',13',22'-trioxa-5',7'-diazaspiro[cyclopentane-1,6'-pentacyclo[12.10.2.0?,?.0??,??.0??,??]hexacosane]-14'(26'),15',17',19',21'(25')-pentaen-10'-yn-24'-yl]-3,4-dihydro-2H-1-benzopyran-8-yl]methyl}-5'-ethyl-[1,1'-biphenyl]-3,4'-diol",0,0,0,173103,391141,272526,104899,115026,240564,0,0,14172,0,0,35816,53301,62445,57293
Methylmalonic acid,1984521,1933109,1697425,2180957,2527985,2018250,3349054,2396412,2650694,3082630,3069898,3754174,1840116,1335599,2270179,1171653,1192353,1389984
2-[2-[2-[[5-(4-chloro-3-nitrophenyl)-2-furanyl]methylidene]hydrazinyl]-4-oxo-5-thiazolyl]acetic acid.2,6228626,5690925,5108176,9210157,8081342,7987632,10429164,8181038,7257486,9606337,8619001,9336832,9709976,8356144,8360094,5162264,6568490,7822582
"Vitexin 3''',4'''-Di-O-acetyl 2''-O-rhamnoside",0,0,0,74869,16262,20658,967603,670622,38567,828968,413867,563094,445420,300143,664319,19908,28418,29851
UNPD138567,12512,10788,3409,12808,18292,4387,32094,23119,11033,9886,13204,9397,3091,0,6862,28464,28435,35121
Myricetin 3-(6-acetylgalactoside),78119,71282,55237,87752,67674,89777,74196,90612,73637,63007,65761,84277,31033,51295,40511,76422,81204,100439
(E)-Aldosecologanin,64007,41811,37290,33618,60233,34091,36266,72700,46576,45614,67146,49734,49251,38873,43309,28503,31114,38531
PubChem_162381859,462869,305184,416857,313275,617236,600178,265568,687845,651735,469174,722889,711821,721243,509082,680304,530270,514421,472199
UNPD167489,7536400,6028192,6129237,1666597,4449012,882332,504683,1262897,1768950,1122934,1470736,751379,613028,1165087,1139826,1970698,2210891,2467934
UNPD167489.1,7536400,6028192,6129237,1666597,4449012,1991890,2895732,2358557,1768950,1122934,1470736,1654186,613028,1165087,1139826,1970698,2210891,2467934
3-O-(beta-D-Glucopyranosyl)-soyasapogenol B.2,192001,301259,253280,46553,272686,226864,95441,154417,158757,267054,214640,518713,321655,261791,100948,239395,153224,167598
UNPD221102,3251,5930,4865,40175,25620,15224,165598,151870,32076,239713,145999,93421,166019,184461,222019,16987,26393,26375
Anigorufone,0,0,0,0,0,0,12937,4257,0,13851,12025,5570,77327,37787,48639,37309,32951,48555
.alpha.-[(4-Chlorophenyl)mercapto]propionic acid,243399,267059,239717,233998,227407,197409,201510,227575,200169,198064,205149,181624,215338,243003,191519,206475,274793,243144
"(2xi,3xi)-2,3-Dihydroxy-12,18-ursadien-28-oic acid diacetate",16819,33906,45148,0,15574,53542,10971,0,9640,0,0,14234,0,6757,0,34082,42431,44923
CNP0446450.2,486957,671204,316004,113370,161662,106058,90570,71150,63241,43740,44825,31756,87988,90191,98023,380147,289709,273378
Clonidine,548231,448319,574676,550560,769395,643649,480310,653177,604768,725533,746766,581786,730047,917672,700977,639572,764071,592104
Kedarcidin,363547,161697,201698,67061,202919,103997,193490,289095,138888,155457,155731,101909,67250,56661,86859,60019,53352,69152
UNPD8659,2199,11500,9026,48911,46300,53971,279076,305644,95115,517821,208262,356565,1818651,2128802,1063118,104537,131196,149185
"(E,E)-Futoamide",111756,57670,152627,54247,71553,96093,26483,70183,100257,69363,98005,104274,241410,778164,141806,212275,199650,195798
o-Succinylbenzoic acid;OSB,14098,14589,9906,53874,52056,67438,151253,173684,77513,195159,284026,207269,1332805,1623580,826735,98014,100976,110941
Zizybeoside I,76292,83855,85516,66142,85750,102634,83574,100289,95920,93357,28901,64078,64927,81287,52036,45644,45268,49741
Elatoside E.1,11620,0,30313,88240,83916,63232,117233,8155,0,65129,8943,10434,241925,158445,250076,129637,115902,119399
methyl 2-{[1-(2-methoxyacetyl)-4-[(propan-2-yl)carbamoyl]piperazin-2-yl]formamido}-3-(pyridin-3-yl)propanoate,360683,149376,115262,123826,203237,152957,105717,353215,118497,158133,201770,125478,132669,215201,83133,81013,106503,102478
UNPD219390,534966,457601,581648,205873,311825,253827,361982,312157,377500,316932,230483,316995,202416,134610,207128,271164,205267,185863
"4',5,6-Trimethylscutellarein 7-glucoside.1",0,0,0,0,0,0,0,0,0,2344,0,0,53536,89031,3305,18338,24389,21853
PubChem_88458233.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20913,20397,26236
"methyl 3,3,3-trifluoro-2-(trifluoromethyl)propanoate",93902,72454,84162,89729,90717,97371,97167,130191,102856,124321,132504,127617,121015,143720,100527,94751,89996,91033
Tridecafluorononanoic acid,238163,214975,219947,215270,231107,227733,273865,280088,271731,276258,264299,254737,293729,265468,279070,185657,221962,230803
PubChem_19362160.46,1279620,1097679,1085070,1210802,1415862,1326608,1288099,1060675,1128865,1090544,779957,809119,894936,1052229,852288,767079,1215670,1357416
SM(d18:0/24:1(15Z)(OH)),133112,0,10861,0,16034,0,15208,6555,15086,9687,10861,0,0,27761,0,48739,43945,41813
Cichorioside M;(+)-Cichorioside M,196634,123743,148808,126513,193730,147593,267724,272919,206366,203648,236528,228728,279967,252388,237119,142100,159910,169166
Melibiose.2,292451,184398,305869,275189,541300,497374,189012,188263,218859,47647,43869,63579,678110,785282,597496,182147,209416,235990
3-methyl-2-{[(2-methylpropyl)carbamoyl]amino}pentanoic acid,33321,28623,18167,37058,46282,30769,65023,41152,31496,41418,96917,48069,115254,45446,50663,15741,16822,20027
2-[2-amino-5-phenyl-6-(trifluoromethyl)pyrimidin-4-yl]-5-(benzyloxy)phenol,0,0,0,0,0,0,35466,23328,2274,49897,18513,15832,248101,373664,106926,15840,21025,18962
"2-{2-[8'-(4-chlorobenzoyl)-hexahydro-1'H-spiro[azetidine-3,6'-pyrazino[2,1-c][1,4]oxazin]-1-yl]-2-oxoethoxy}acetic acid",0,0,0,0,0,0,35466,23328,2274,49897,18513,15832,248101,373664,106926,15840,21025,18962
"2-(hydroxymethyl)-6-({2-[2,3,7-trihydroxy-7-(hydroxymethyl)-3-methyl-octahydro-1H-inden-5-yl]propan-2-yl}oxy)oxane-3,4,5-triol.1",30069,47068,34968,40764,39395,48917,53919,50204,48687,51692,44929,40888,73409,77022,43078,45312,51808,39088
UNPD131081.1,19150,12765,12009,14582,16540,5076,23003,35469,13859,20920,18201,13125,19540,15577,16706,30125,33912,39020
UNPD105540,67326,62239,34535,7567,21218,17680,11467,24344,9642,17080,10384,14560,2567,5778,515,15329,17764,14613
"2-[2-(5-hydroxy-8-methoxy-6-{[3,4,5-trihydroxy-3-(hydroxymethyl)-6-{[(1H-indol-3-yl)methoxy]methyl}oxan-2-yl]oxy}-1H,2H,3H,3aH,11aH-cyclopenta[a]phenanthren-4-yl)-2-oxoethyl]-2,3-dihydro-1H-isoindol-1-one",47845,43842,55151,53624,93142,63887,77099,131574,107224,62937,88055,92394,72244,36992,67709,38994,44036,45662
"31-({3-[2-(cyclohexyloxy)-2-hydroxyethyl]-1-[(methylamino)methyl]cyclopentyl}oxy)-11-ethyl-30-hydroxy-18-[(4-hydroxy-3-methoxyphenyl)methyl]-7-(3-hydroxypropyl)-27-(methylamino)-26,28-diazahexacyclo[27.3.1.0?,?.0?,??.0?,??.0??,??]tritriaconta-1(33),9,15,26,29,31-hexaen-24-yn-17-one.5",609695,632809,561097,405703,690218,440241,385038,480285,480782,410800,413296,227816,284647,279180,163846,494137,371893,348645
Vanilloylglycine,368243,348755,297529,302707,315000,289177,386146,389226,397354,355022,315386,263066,243526,286982,200391,160964,193926,224221
UNPD203053.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17519,20712,23633
PubChem_46830490,2908255,923778,1478403,379772,1296439,792683,2604932,1913022,2612609,1546872,1053573,1396312,836259,328254,620821,292754,334611,354489
PubChem_83580.66,445802,429170,390155,372013,313197,344120,321401,258046,308018,266789,218364,237309,235598,237485,220849,308248,450521,421894
PubChem_67883476,94493,66009,67250,143303,58008,101594,97228,108429,171177,59452,43101,54275,225927,204770,232469,71668,69090,77833
"1-(5-bromo-2,4-dimethoxyphenyl)-3-(4-methoxyphenyl)prop-2-en-1-one",577744,714317,1218535,479995,582722,612838,232965,438839,604840,259465,364870,402219,675338,739061,400444,833215,612739,565606
Chlorogenic acid.3,259370784,265863872,266792288,280564768,277537984,286758592,317031776,280891808,324453184,217235488,229491984,252603264,121351512,61801092,136062976,150829776,101425160,174070080
6''-O-Malonyldaidzin.2,0,8859,7760,25556,33272,12991,1528380,136102,38906,228702,109072,118657,289999,574003,535316,31041,34955,38587
UNPD45846,86411,27709,59007,17630,49703,49906,48395,46515,37821,39487,11052,9796,46795,38792,12735,122408,125717,126987
