File path	File name	Title	MS1 count	MSMS count	PRECURSORMZ	PRECURSORTYPE	Formula rank 1	Theoretical mass	Mass error	Formula score	Databases	Formula rank 2	Theoretical mass	Mass error	Formula score	Databases	Formula rank 3	Theoretical mass	Mass error	Formula score	Databases	Formula rank 4	Theoretical mass	Mass error	Formula score	Databases	Formula rank 5	Theoretical mass	Mass error	Formula score	Databases	Formula rank 6	Theoretical mass	Mass error	Formula score	Databases	Formula rank 7	Theoretical mass	Mass error	Formula score	Databases	Formula rank 8	Theoretical mass	Mass error	Formula score	Databases	Formula rank 9	Theoretical mass	Mass error	Formula score	Databases	Formula rank 10	Theoretical mass	Mass error	Formula score	Databases	
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_23.msp	challenge_23	challenge23	0	30	347.185299932	[M+H]+	C20H26O5	346.178023932	5E-07	3.857	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,LipidMAPS,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C12H34N2O3S2Si	346.178011478	-1.2E-05	2.919		C9H28F2N6O2Si2	346.178033636	1.02E-05	2.911		C11H28FN4O5P	346.178134846	0.0001114	2.905		C13H34N2O2S3	346.178241328	0.0002178	2.896		C10H28F2N6OSSi	346.178263486	0.00024	2.891		C11H34N2O4SSi2	346.177781628	-0.0002419	2.89		C18H28F2O2S	346.177807576	-0.0002159	2.888		C12H28ClFN4O4	346.178311276	0.0002878	2.87		C10H36F2N2S3Si	346.177795122	-0.0002284	2.85		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_230.msp	challenge_230	challenge230	0	42	623.311563064	[M+H]+	C38H42N2O6	622.304287064	5E-07	3.654	HMDB,KNApSAcK,ChEBI,FooDB,UNPD,BLEXP,COCONUT	C25H49F2N2O11P	622.304203458	-8.32E-05	2.991		C22H52N6O8P2S	622.304256884	-2.97E-05	2.989		C13H46N16O7Si3	622.304317402	3.08E-05	2.987		C17H45F3N10O9S	622.30437868	9.21E-05	2.987		C19H63FN2O6S5Si	622.304297486	1.09E-05	2.987		C21H58N2O10P4	622.304192576	-9.4E-05	2.987		C26H49ClF2N2O10	622.304379888	9.33E-05	2.987		C20H58FN4O6P3SSi	622.304321216	3.46E-05	2.986		C21H45F6N6O6P	622.30423911	-4.75E-05	2.986		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_232.msp	challenge_232	challenge232	0	38	529.149308348	[M+H]+	C30H24O9	528.142032348	5E-07	3.782	KNApSAcK,ChEBI,LipidMAPS,UNPD,BLEXP,NPA,COCONUT,MINE	C23H24N6O7S	528.142718108	0.0006862	3.304	COCONUT	C25H25ClN4O7	528.14117682	-0.0008551	3.198	ChEBI	C13H34ClFN6O7SSi2	528.142077388	4.55E-05	3.019		C17H34F4N2O4P2SSi	528.141991238	-4.07E-05	3.019		C11H34F2N8O4S2Si3	528.142029598	-2.3E-06	3.015		C13H34FN6O7PS2Si	528.142130808	9.89E-05	3.015		C21H34F2N2O3S4	528.142033388	1.5E-06	3.015		C12H36ClF3N6O3S3Si	528.142090882	5.9E-05	3.013		C18H40BrF2N2O2PS2	528.14202569	-6.2E-06	3.012		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_233.msp	challenge_233	challenge233	0	41	345.096878852	[M+H]+	C18H16O7	344.089602852	5E-07	3.64	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,STOFF,LipidMAPS,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C8H28N2O3SSi4	344.089769876	0.0001675	2.766		C8H20ClF3N4O3S	344.08967384	7.14E-05	2.718		C9H18FN4O7P	344.089713766	0.0001114	2.712		C11H24N2O4S3	344.089820248	0.0002178	2.705		C10H24N2O5S2Si	344.089590398	-1.2E-05	2.697		C8H18F2N6O3SSi	344.089842406	0.00024	2.693		C7H20F3N4O4PS	344.08949741	-0.000105	2.689		C9H28N2O2S2Si3	344.089999726	0.0003973	2.688		C7H18F2N6O4Si2	344.089612556	1.02E-05	2.684		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_235.msp	challenge_235	challenge235	0	14	312.155396772	[M+H]+	C14H21N3O5	311.148120772	5E-07	3.834	KNApSAcK,ChEBI,UNPD,BLEXP,COCONUT,MINE	C12H23F2N3O2S	311.147904416	-0.0002159	2.93		C11H23F2N3O3Si	311.147674566	-0.0004458	2.877		C10H17F4N7	311.148156424	3.61E-05	2.875		C10H27F2N3Si3	311.148083894	-3.64E-05	2.875		C13H25N3O2Si2	311.1485301	0.0004098	2.872		C6H21N9O4Si	311.148576682	0.0004564	2.834		C8H26ClN7Si2	311.147674572	-0.0004457	2.781		C8H14FN13	311.147915668	-0.0002047	2.764		C12H27FNO3PSi	311.148185104	6.48E-05	2.749		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_236.msp	challenge_236	challenge236	0	70	255.0651848	[M+H]+	C15H10O4	254.0579088	5E-07	3.582	HMDB,KNApSAcK,ChEBI,DrugBank,T3DB,FooDB,NANPDB,STOFF,BMDB,LipidMAPS,Urine,Serum,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C7H14N2O6S	254.057257168	-0.0006512	3.284	HMDB,SMPDB,FooDB,BMDB,ECMDB,PubChem,UNPD,BLEXP,COCONUT,MINE	C10H11ClN4O2	254.057053272	-0.0008551	2.746	ChEBI,BLEXP,COCONUT	C7H18N2O2S2Si	254.057896346	-1.2E-05	2.582		C6H18N2O3SSi2	254.057666496	-0.0002419	2.55		C7H12ClFN4O3	254.058196144	0.0002878	2.511		C5H14ClF3N4S	254.057979788	7.14E-05	2.5		C6H12FN4O4P	254.058019714	0.0001114	2.494		C4H12F2N6OSi2	254.057918504	1.02E-05	2.483		C7H20ClFO2S2	254.05772778	-0.0001806	2.461		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_24.msp	challenge_24	challenge24	0	44	427.159873032	[M+H]+	C20H26O10	426.152597032	5E-07	3.766	HMDB,KNApSAcK,FooDB,UNPD,NPA,COCONUT,MINE	C22H23FN4O2S	426.152575196	-2.14E-05	3.479	ChEBI,COCONUT	C16H22F4N4O5	426.152632684	3.61E-05	2.955		C11H36F2N2O4S4	426.152598072	1.5E-06	2.954		C11H28FN4O10P	426.152707946	0.0001114	2.946		C14H28F5N2O3PSi	426.152697016	0.0001004	2.943		C9H28F2N6O7Si2	426.152606736	1.02E-05	2.941		C12H34N2O8S2Si	426.152584578	-1.2E-05	2.94		C12H25F2N8O3PSi	426.15245626	-0.0001403	2.938		C8H30F4N6O3S2Si	426.15262023	2.37E-05	2.937		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_242.msp	challenge_242	challenge242	0	18	271.096484928	[M+H]+	C16H14O4	270.089208928	5E-07	3.933	HMDB,KNApSAcK,ChEBI,T3DB,FooDB,NANPDB,STOFF,LipidMAPS,Urine,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C11H15ClN4O2	270.0883534	-0.0008551	3.428	ChEBI,STOFF,BLEXP,COCONUT	C8H22N2O2S2Si	270.089196474	-1.2E-05	3.139		C7H16FN4O4P	270.089319842	0.0001114	3.133		C7H22N2O3SSi2	270.088966624	-0.0002419	3.11		C8H16ClFN4O3	270.089496272	0.0002878	3.098		C5H16F2N6OSi2	270.089218632	1.02E-05	3.052		C8H24ClFO2S2	270.089027908	-0.0001806	3.036		C9H22N2OS3	270.089426324	0.0002178	3.029		C6H22N2O4Si3	270.088736774	-0.0004717	3.012		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_244.msp	challenge_244	challenge244	0	23	218.11755472	[M+H]+	C13H15NO2	217.11027872	5E-07	3.601	HMDB,KNApSAcK,ChEBI,DrugBank,STOFF,Urine,Serum,UNPD,BLEXP,NPA,COCONUT,MINE	C5H15N7OSi	217.11073463	0.0004564	2.478		C8H16ClN5	217.109423192	-0.0008551	2.471	MINE	C5H19N3O4S	217.109627088	-0.0006512	2.424		C10H17F2NSi	217.109832514	-0.0004458	2.382		C6H15N7S	217.11096448	0.0006862	2.367		C8H18F3NS	217.111205236	0.000927	2.128																	
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_245.msp	challenge_245	challenge245	0	28	336.086648516	[M+H]+	C19H13NO5	335.079372516	5E-07	3.83	HMDB,KNApSAcK,ChEBI,DrugBank,FooDB,UNPD,BLEXP,COCONUT,MINE	C11H17N3O7S	335.078720884	-0.0006512	3.663	HMDB,ChEBI,YMDB,FooDB,BMDB,ECMDB,PubChem,PlantCyc,COCONUT,MINE	C11H21N3O3S2Si	335.079360062	-1.2E-05	2.916		C10H15FN5O5P	335.07948343	0.0001114	2.91		C8H15F2N7O2Si2	335.07938222	1.02E-05	2.905		C11H14F5NO5	335.079213648	-0.0001584	2.904		C7H20Cl2N7O2P	335.07931487	-5.72E-05	2.903		C8H17F3N5O2PS	335.079267074	-0.000105	2.9		C11H23ClFNO3S2	335.079191496	-0.0001806	2.9		C8H17ClF3N5O2Si	335.079213654	-0.0001584	2.893		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_246.msp	challenge_246	challenge246	0	35	368.068411608	[M+H]+	C20H14ClNO4	367.061135608	5E-07	3.538	COCONUT,MINE	C16H12F3N3O2S	367.060232284	-0.0009029	3.029	BLEXP	C13H10F9NO	367.06186792	0.0007328	3.019	COCONUT	C8H25NO7S2Si2	367.0610972	-3.8E-05	2.886		C9H25NO6S3Si	367.06132705	0.0001919	2.883		C12H18ClN3O6S	367.060483976	-0.0006512	2.88	MINE	C12H22ClN3O2S2Si	367.061123154	-1.2E-05	2.877		C11H22N3O3PS2Si	367.060946724	-0.0001884	2.873		C7H27F2NO3S4Si	367.061110694	-2.45E-05	2.866		C10H16FN5O5P2	367.061070092	-6.51E-05	2.866		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_248.msp	challenge_248	challenge248	0	69	481.352365256	[M+H]+	C28H48O6	480.345089256	5E-07	3.999	HMDB,KNApSAcK,ChEBI,FooDB,LipidMAPS,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C21H56N2O3S3	480.345306652	0.0002178	3.053		C15H49N10O3PS	480.344743058	-0.0003457	3.018		C24H44F4N4O	480.345124908	3.61E-05	3.008		C26H50F2O3S	480.3448729	-0.0002159	3.001		C22H41FN10O	480.344884152	-0.0002047	2.988		C20H48N6O5Si	480.345545166	0.0004564	2.979		C24H54F2OSi3	480.345052378	-3.64E-05	2.955		C23H53ClN4SSi	480.344872906	-0.0002159	2.951		C27H52O3Si2	480.345498584	0.0004098	2.939		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_249.msp	challenge_249	challenge249	0	36	449.10783746	[M+H]+	C21H20O11	448.10056146	5E-07	4.016	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,STOFF,LipidMAPS,Urine,Serum,PubChem,PlantCyc,UNPD,BLEXP,COCONUT,MINE	C13H28N2O9S2Si	448.100549006	-1.2E-05	3		C10H24F3N4O8PS	448.100456018	-0.000105	2.998		C11H24ClF3N4O7S	448.100632448	7.14E-05	2.997		C12H30F2N2O5S4	448.1005625	1.5E-06	2.994		C10H22F2N6O8Si2	448.100571164	1.02E-05	2.988		C17H25ClN4O4S2	448.10057496	1.4E-05	2.988		C17H16F4N4O6	448.100597112	3.61E-05	2.987		C11H32N2O7SSi4	448.100728484	0.0001675	2.986		C12H22FN4O11P	448.100672374	0.0001114	2.985		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_26.msp	challenge_26	challenge26	0	27	517.185693856	[M+H]+	C30H28O8	516.178417856	5E-07	3.857	KNApSAcK,ChEBI,LipidMAPS,UNPD,BLEXP,COCONUT,MINE	C23H28N6O6S	516.179103616	0.0006862	3.626	UNPD,COCONUT,MINE	C10H34F4N8O5P2S	516.178423328	5.9E-06	3.071		C14H38N4O10P2S	516.178387676	-2.97E-05	3.071		C13H40ClF2N4O6PS2	516.17834775	-6.97E-05	3.069		C18H35Cl2N6O5P	516.17836021	-5.72E-05	3.069		C14H38ClN4O10PSi	516.178334256	-8.31E-05	3.068		C13H38FN6O6PS2Si	516.178516316	9.89E-05	3.066		C19H32F3N4O5PS	516.178312414	-0.000105	3.066		C12H36N8O7Si4	516.178401612	-1.58E-05	3.065		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_28.msp	challenge_28	challenge28	0	37	461.216993984	[M+H]+	C25H32O8	460.209717984	5E-07	3.808	KNApSAcK,ChEBI,DrugBank,T3DB,NANPDB,UNPD,BLEXP,NPA,COCONUT,MINE	C14H34F2N6O5Si2	460.209727688	1.02E-05	3.062		C15H44N2O4SSi4	460.209885008	0.0001675	3.051		C17H40N2O6S2Si	460.20970553	-1.2E-05	3.032		C15H36ClF3N4O4S	460.209788972	7.14E-05	3.029		C14H36F3N4O5PS	460.209612542	-0.000105	3.027		C16H34FN4O8P	460.209828898	0.0001114	3.023		C10H37N10O3PSi3	460.209551264	-0.0001663	3.017		C11H37N10O2PSSi2	460.209781114	6.36E-05	3.017		C11H37ClN10O2Si3	460.209727694	1.02E-05	3.016		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_29.msp	challenge_29	challenge29	0	60	301.107049612	[M+H]+	C17H16O5	300.099773612	5E-07	3.687	HMDB,KNApSAcK,ChEBI,T3DB,FooDB,NANPDB,STOFF,LipidMAPS,UNPD,BLEXP,NPA,COCONUT,MINE	C9H24N2O3S2Si	300.099761158	-1.2E-05	2.899		C9H18ClFN4O4	300.100060956	0.0002878	2.858		C10H24N2O2S3	300.099991008	0.0002178	2.854		C6H20F3N4O2PS	300.09966817	-0.000105	2.844		C8H18FN4O5P	300.099884526	0.0001114	2.829		C7H18F2N6OSSi	300.100013166	0.00024	2.821		C8H24N2O4SSi2	300.099531308	-0.0002419	2.814		C9H16N6O4Si	300.100229522	0.0004564	2.8		C7H20ClF3N4OS	300.0998446	7.14E-05	2.79		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_31.msp	challenge_31	challenge31	0	152	836.385181504	[M+H]+	C45H57NO14	835.377905504	5E-07	3.764	HMDB,ChEBI,DrugBank,Urine,Serum,BLEXP,COCONUT	C22H58FN19O7SSi3	835.377914006	9E-06	3.139		C22H69N11O12S4Si	835.377927178	2.21E-05	3.139		C22H66ClF2N13O8P2SSi	835.377910982	5.9E-06	3.139		C25H63F4N9O11P2S	835.377910976	5.9E-06	3.139		C33H61F4N7O7S2Si	835.377928702	2.37E-05	3.139		C29H67N5O16P2S	835.377875324	-2.97E-05	3.139		C29H73N5O10S4Si2	835.377880596	-2.45E-05	3.139		C26H67F2N9O9S2Si3	835.377902754	-2.3E-06	3.139		C41H62ClN5O7S2	835.377919004	1.4E-05	3.139		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_34.msp	challenge_34	challenge34	0	35	457.233312744	[M+H]+	C25H32N2O6	456.226036744	5E-07	3.959	KNApSAcK,ChEBI,PubChem,PlantCyc,UNPD,BLEXP,COCONUT,MINE	C14H34F2N8O3Si2	456.226046448	1.02E-05	3.069		C17H40N4O4S2Si	456.22602429	-1.2E-05	3.069		C14H44N4O3Si5	456.225973918	-6.24E-05	3.067		C14H36F3N6O3PS	456.225931302	-0.000105	3.064		C16H34FN6O6P	456.226147658	0.0001114	3.063		C17H33F5N2O6	456.225877876	-0.0001584	3.057		C14H40F2N4O4P2Si	456.22621199	0.0001757	3.054		C17H42ClFN2O4S2	456.225855724	-0.0001806	3.053		C15H46FN2O2PS2Si2	456.226088622	5.23E-05	3.047		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_35.msp	challenge_35	challenge35	0	48	245.080834864	[M+H]+	C14H12O4	244.073558864	5E-07	3.913	HMDB,KNApSAcK,ChEBI,DrugBank,YMDB,FooDB,NANPDB,STOFF,BMDB,LipidMAPS,PubChem,UNPD,BLEXP,NPA,COCONUT,MINE	C6H20N2O2S2Si	244.07354641	-1.2E-05	2.849		C5H14FN4O4P	244.073669778	0.0001114	2.839		C5H20N2O3SSi2	244.07331656	-0.0002419	2.821		C6H14ClFN4O3	244.073846208	0.0002878	2.809		C6H12N6O3Si	244.074014774	0.0004564	2.751		C4H10F2N6O4	244.07315924	-0.0003992	2.735		C7H18ClN2O3P	244.074356746	0.0007983	2.685	MINE	C11H14F2O2Si	244.073112658	-0.0004458	2.675		C4H14F2N6SSi	244.073798418	0.00024	2.673		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_36.msp	challenge_36	challenge36	0	48	503.336715192	[M+H]+	C30H46O6	502.329439192	5E-07	3.869	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,LipidMAPS,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C22H54N2O4S2Si	502.329426738	-1.2E-05	2.954		C19H48F2N6O3Si2	502.329448896	1.02E-05	2.94		C21H48FN4O6P	502.329550106	0.0001114	2.938		C18H47ClN10O2S	502.329269424	-0.0001693	2.928		C21H54N2O5SSi2	502.329196888	-0.0002419	2.921		C20H48F2N6O2SSi	502.329678746	0.00024	2.914		C28H48F2O3S	502.329222836	-0.0002159	2.911		C23H54N2O3S3	502.329656588	0.0002178	2.903		C17H47N10O3PS	502.329092994	-0.0003457	2.888		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_38.msp	challenge_38	challenge38	0	47	812.327666628	[M+H]+	C45H49NO13	811.320390628	5E-07	3.831	KNApSAcK,BLEXP,COCONUT,MINE	C17H57BrF3N17O7S2	811.320375924	-1.43E-05	3.1		C18H61F2N11O12P2SSi2	811.320370152	-2E-05	3.1		C18H60Cl2N15O10PS2	811.32036711	-2.31E-05	3.1		C19H65N11O10S2Si5	811.32036193	-2.82E-05	3.1		C22H61N11O11S4Si	811.320412302	2.21E-05	3.1		C22H58ClF2N13O7P2SSi	811.320396106	5.9E-06	3.1		C24H62FN5O16SSi3	811.320409714	1.95E-05	3.1		C25H55F4N9O10P2S	811.3203961	5.9E-06	3.1		C26H59F2N9O8S2Si3	811.320387878	-2.3E-06	3.1		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_4.msp	challenge_4	challenge4	0	29	285.075749484	[M+H]+	C16H12O5	284.068473484	5E-07	4.268	HMDB,KNApSAcK,ChEBI,DrugBank,YMDB,T3DB,FooDB,NANPDB,STOFF,BMDB,LipidMAPS,Urine,Serum,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C11H13ClN4O3	284.067617956	-0.0008551	3.246	COCONUT	C8H20N2O3S2Si	284.06846103	-1.2E-05	3.009		C8H14ClFN4O4	284.068760828	0.0002878	2.968		C7H14FN4O5P	284.068584398	0.0001114	2.966		C7H20N2O4SSi2	284.06823118	-0.0002419	2.943		C8H16N2O7S	284.067821852	-0.0006512	2.935	MINE	C13H14F2O3Si	284.068027278	-0.0004458	2.914		C8H12N6O4Si	284.068929394	0.0004564	2.91		C5H14F2N6O2Si2	284.068483188	1.02E-05	2.898		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_40.msp	challenge_40	challenge40	0	27	289.070664104	[M+H]+	C15H12O6	288.063388104	5E-07	4.209	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,BMDB,LipidMAPS,Urine,Serum,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C8H20N2O3S3	288.0636055	0.0002178	3.159		C7H20N2O4S2Si	288.06337565	-1.2E-05	3.158		C6H20N2O5SSi2	288.0631458	-0.0002419	3.098		C6H14FN4O6P	288.063499018	0.0001114	3.067		C7H14ClFN4O5	288.063675448	0.0002878	3.056		C4H16F3N4O3PS	288.063282662	-0.000105	3.052		C5H16ClF3N4O2S	288.063459092	7.14E-05	3.047		C13H14F2O3S	288.063171748	-0.0002159	3.044		C4H14F2N6O3Si2	288.063397808	1.02E-05	3.042		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_41.msp	challenge_41	challenge41	0	19	319.117614296	[M+H]+	C17H18O6	318.110338296	5E-07	3.95	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,LipidMAPS,PubChem,UNPD,BLEXP,NPA,COCONUT,MINE	C6H20F2N6O3Si2	318.110348	1.02E-05	3.062		C9H26N2O4S2Si	318.110325842	-1.2E-05	3.062		C6H22F3N4O3PS	318.110232854	-0.000105	3.057		C8H20FN4O6P	318.11044921	0.0001114	3.056		C8H26N2O5SSi2	318.110095992	-0.0002419	3.033		C5H19ClN10O2S	318.110168528	-0.0001693	3.021		C9H20ClFN4O5	318.11062564	0.0002878	3.021		C7H20F2N6O2SSi	318.11057785	0.00024	3.007		C13H14F4N4O	318.110373948	3.61E-05	2.993		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_42.msp	challenge_42	challenge42	0	13	306.206369724	[M+H]+	C18H27NO3	305.199093724	5E-07	4.281	HMDB,KNApSAcK,ChEBI,DrugBank,T3DB,FooDB,STOFF,BMDB,LipidMAPS,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C10H35N3OS2Si	305.19908127	-1.2E-05	3.067		C10H27N7O2Si	305.199549634	0.0004564	3.034		C15H29F2NOSi	305.198647518	-0.0004458	3.005		C11H27N7OS	305.199779484	0.0006862	2.89		C13H28ClN5O	305.198238196	-0.0008551	2.794		C11H35N3S3	305.19931112	0.0002178	2.788		C13H30F3NOS	305.20002024	0.000927	2.751		C16H29F2NS	305.198877368	-0.0002159	2.677		C17H31NSi2	305.199503052	0.0004098	2.508		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_46.msp	challenge_46	challenge46	0	63	783.4889183	[M+H]+	C42H70O13	782.4816423	5E-07	3.774	HMDB,KNApSAcK,FooDB,UNPD,NPA,COCONUT,MINE	C34H78N2O11S2Si	782.481629846	-1.2E-05	3.076		C30H74F4N6O6S2Si	782.481665498	2.37E-05	3.075		C31H72F2N6O10Si2	782.481652004	1.02E-05	3.075		C38H75ClN4O6S2	782.4816558	1.4E-05	3.075		C28H75N10O7PSSi2	782.48170543	6.36E-05	3.073		C29H71FN12O5S3	782.481654592	1.27E-05	3.073		C33H80F2N2O7S4	782.48164334	1.5E-06	3.073		C34H75F2N4O7P3	782.48166707	2.52E-05	3.073		C35H79N4O5PSSi3	782.481658848	1.7E-05	3.073		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_47.msp	challenge_47	challenge47	0	31	495.076931256	[M+H]+	C21H18O14	494.069655256	5E-07	4.164	HMDB,KNApSAcK,ChEBI,YMDB,NANPDB,LipidMAPS,UNPD,BLEXP,COCONUT,MINE	C17H14F4N4O9	494.069690908	3.61E-05	3.407		C13H26N2O12S2Si	494.069642802	-1.2E-05	3.388		C9H22F4N6O7S2Si	494.069678454	2.37E-05	3.367		C10H20F2N6O11Si2	494.06966496	1.02E-05	3.367		C12H28F2N2O8S4	494.069656296	1.5E-06	3.367		C13H23F2N4O8P3	494.069680026	2.52E-05	3.367		C8H28F4N2O9P2SSi	494.069614146	-4.07E-05	3.366		C8H22BrF3N8O8	494.069606424	-4.84E-05	3.366		C9H32F2N2O7S2Si4	494.069605924	-4.89E-05	3.366		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_49.msp	challenge_49	challenge49	0	35	611.197046388	[M+H]+	C28H34O15	610.189770388	5E-07	3.987	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,STOFF,LipidMAPS,PubChem,PlantCyc,UNPD,BLEXP,COCONUT,MINE	C17H38F3N4O12PS	610.189664946	-0.000105	3.007		C20H42N2O13S2Si	610.189757934	-1.2E-05	3.007		C18H38ClF3N4O11S	610.189841376	7.14E-05	3.004		C14H39N10O9PSSi2	610.189833518	6.36E-05	3.002		C16H41Cl2N6O12P	610.189712742	-5.72E-05	3.002		C19H36FN4O15P	610.189881302	0.0001114	3.001		C19H44F2N2O9S4	610.189771428	1.5E-06	3.001		C20H39F2N4O9P3	610.189795158	2.52E-05	3.001		C14H41ClFN8O9PSSi	610.189664952	-0.000105	2.999		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_50.msp	challenge_50	challenge50	0	18	283.096484928	[M+H]+	C17H14O4	282.089208928	5E-07	3.886	HMDB,KNApSAcK,ChEBI,FooDB,STOFF,LipidMAPS,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C10H14N6O2S	282.089894688	0.0006862	3.325	COCONUT	C9H22N2O2S2Si	282.089196474	-1.2E-05	3.011		C8H16FN4O4P	282.089319842	0.0001114	3.005		C8H22N2O3SSi2	282.088966624	-0.0002419	2.982		C9H16ClFN4O3	282.089496272	0.0002878	2.97		C5H18F3N4O2PSi	282.088873636	-0.0003348	2.956		C6H16F2N6OSi2	282.089218632	1.02E-05	2.945		C7H12F2N6O4	282.088809304	-0.0003992	2.934		C9H14N6O3Si	282.089664838	0.0004564	2.912		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_51.msp	challenge_51	challenge51	0	87	273.112134992	[M+H]+	C16H16O4	272.104858992	5E-07	3.402	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,BMDB,LipidMAPS,Urine,Serum,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C5H18F2N6OSi2	272.104868696	1.02E-05	2.557		C7H18FN4O4P	272.104969906	0.0001114	2.548		C8H24N2O2S2Si	272.104846538	-1.2E-05	2.535		C8H18ClFN4O3	272.105146336	0.0002878	2.525		C7H24N2O3SSi2	272.104616688	-0.0002419	2.522		C6H18F2N6SSi	272.105098546	0.00024	2.506		C6H14F2N6O4	272.104459368	-0.0003992	2.416		C9H24N2OS3	272.105076388	0.0002178	2.406		C8H16N6O3Si	272.105314902	0.0004564	2.397		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_52.msp	challenge_52	challenge52	0	58	271.06009942	[M+H]+	C15H10O5	270.05282342	5E-07	3.64	HMDB,KNApSAcK,ChEBI,DrugBank,T3DB,FooDB,NANPDB,STOFF,BMDB,LipidMAPS,Urine,Feces,Serum,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C7H14N2O7S	270.052171788	-0.0006512	2.718	MINE	C5H20F2N2S3Si	270.05259461	-0.0002284	2.711		C7H18N2O3S2Si	270.052810966	-1.2E-05	2.7		C4H14F3N4O2PS	270.052717978	-0.000105	2.682		C5H14ClF3N4OS	270.052894408	7.14E-05	2.674		C4H12F2N6O2Si2	270.052833124	1.02E-05	2.673		C6H18N2O4SSi2	270.052581116	-0.0002419	2.667		C6H22N2S2Si3	270.053220294	0.0003973	2.666		C7H12ClFN4O4	270.053110764	0.0002878	2.659		
