File path	File name	Title	MS1 count	MSMS count	PRECURSORMZ	PRECURSORTYPE	Formula rank 1	Theoretical mass	Mass error	Formula score	Databases	Formula rank 2	Theoretical mass	Mass error	Formula score	Databases	Formula rank 3	Theoretical mass	Mass error	Formula score	Databases	Formula rank 4	Theoretical mass	Mass error	Formula score	Databases	Formula rank 5	Theoretical mass	Mass error	Formula score	Databases	Formula rank 6	Theoretical mass	Mass error	Formula score	Databases	Formula rank 7	Theoretical mass	Mass error	Formula score	Databases	Formula rank 8	Theoretical mass	Mass error	Formula score	Databases	Formula rank 9	Theoretical mass	Mass error	Formula score	Databases	Formula rank 10	Theoretical mass	Mass error	Formula score	Databases	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_300.msp	challenge_300	challenge300	0	22	275.064900872	[M-H]-	C11H11F3N2O3	276.072176872	-5E-07	3.662	HMDB,ChEBI,DrugBank,T3DB,STOFF,Urine,Serum,PubChem,BLEXP,COCONUT	C5H17FN4O4SSi	276.072380774	0.0002034	2.985		C17H12N2S	276.072119384	-5.79E-05	2.984	COCONUT	C6H17FN4O3S2	276.072610624	0.0004333	2.915		C8H13F5N2OSi	276.071730666	-0.0004467	2.91		C9H8N8O3	276.071936116	-0.0002412	2.895		C6H17N2O8P	276.072252134	7.48E-05	2.877		C7H17ClN2O7	276.072428564	0.0002512	2.849		C9H16N4O2S2	276.071467752	-0.0007096	2.826		C9H13F5N2S	276.071960516	-0.0002168	2.814		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_301.msp	challenge_301	challenge301	0	8	282.009407952	[M-H]-	C13H11Cl2NO2	283.016683952	-5E-07	3.99	ChEBI,STOFF,BLEXP,COCONUT,MINE	C7H14FNO4SSi2	283.016610208	-7.42E-05	3.242		C7H14BrN3O4	283.016768028	8.36E-05	3.242		C11H11NO4P2	283.016331092	-0.0003533	3.184		C7H8F2N3O5P	283.016963426	0.000279	3.17		C6H14FNO5Si3	283.016380358	-0.000304	3.163		C8H14FNO3S2Si	283.016840058	0.0001557	3.159		C12H11ClNO3P	283.016507522	-0.0001769	3.155		C8H10FNO7S	283.01620088	-0.0004835	3.135		C8H8ClF2N3O4	283.017139856	0.0004555	3.109		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_302.msp	challenge_302	challenge302	0	56	359.12486036	[M-H]-	C18H20N2O6	360.13213636	-5E-07	4.252	HMDB,KNApSAcK,ChEBI,DrugBank,SMPDB,FooDB,STOFF,BMDB,Urine,Serum,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C16H22F2N2O3S	360.131920004	-0.0002168	3.679	COCONUT	C13H21ClN6O4	360.131280832	-0.000856	3.495	ChEBI,PubChem	C9H22FN6O6P	360.132247274	0.0001105	3.263		C10H28N4O4S2Si	360.132123906	-1.29E-05	3.246		C10H22ClFN6O5	360.132423704	0.0002869	3.229		C9H28N4O5SSi2	360.131894056	-0.0002428	3.225		C11H28N4O3S3	360.132353756	0.0002169	3.208		C8H24ClF3N6O2S	360.132207348	7.05E-05	3.185		C7H24F3N6O3PS	360.132030918	-0.0001059	3.181		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_303.msp	challenge_303	challenge303	0	4	255.029897356	[M-H]-	C14H8O5	256.037173356	-5E-07	4.723	KNApSAcK,ChEBI,DrugBank,UNPD,BLEXP,NPA,COCONUT,MINE	C6H12N2O7S	256.036521724	-0.0006521	3.841	MINE	C6H16N2O3S2Si	256.037160902	-1.29E-05	3.833		C5H10FN4O5P	256.03728427	0.0001105	3.827		C6H18ClFO3S2	256.036992336	-0.0001815	3.817		C5H16N2O4SSi2	256.036931052	-0.0002428	3.804		C6H10ClFN4O4	256.0374607	0.0002869	3.793		C5H18FO4PS2	256.036815906	-0.0003579	3.771		C7H14ClN2O4P	256.037971238	0.0007974	3.761	MINE	C4H6F2N6O5	256.036773732	-0.0004001	3.756		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_304.msp	challenge_304	challenge304	0	6	309.024785648	[M-H]-	C14H9ClF2N2O2	310.032061648	-5E-07	3.778	HMDB,ChEBI,T3DB,FooDB,STOFF,BLEXP,COCONUT	C13H10O9	310.0324819	0.0004198	3.333	NANPDB,UNPD,COCONUT,MINE	C8H17Cl2FN2O3S	310.032096984	3.49E-05	3.221		C7H17ClFN2O4PS	310.031920554	-0.0001415	3.212		C13H9F2N2O3P	310.031885218	-0.0001769	3.206		C7H17Cl2FN2O4Si	310.031867134	-0.000195	3.203		C7H3FN10O4	310.032276796	0.0002147	3.199		C7H11FN6O3S2	310.031808432	-0.0002537	3.19		C9H6F4N4O4	310.032517552	0.0004555	3.123		C5H5F3N10OS	310.03206044	-1.7E-06	3.111		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_305.msp	challenge_305	challenge305	0	37	380.068606348	[M-H]-	C17H14F3N3O2S	381.075882348	-5E-07	4.022	HMDB,ChEBI,DrugBank,SMPDB,T3DB,FooDB,STOFF,BMDB,Serum,PubChem,BLEXP,COCONUT	C16H17Cl2N5O2	381.075930144	4.73E-05	3.71	ChEBI,DrugBank,BLEXP	C20H16NO5P	381.076609242	0.0007264	3.466	COCONUT	C21H16ClNO4	381.076785672	0.0009029	3.352	COCONUT	C12H20N3O7PS	381.07595761	7.48E-05	3.3		C10H20FN5O4SSi2	381.0758564	-2.64E-05	3.27		C11H22ClF2N3O3S2	381.075917684	3.49E-05	3.269		C13H20ClN3O6S	381.07613404	0.0002512	3.261		C10H26FNO5P2SSi	381.076021942	0.0001391	3.26		C10H22F2N3O4PS2	381.075741254	-0.0001415	3.26		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_306.msp	challenge_306	challenge306	0	48	550.176578648	[M-H]-	C27H29N5O6S	551.183854648	-5E-07	3.923	HMDB,ChEBI,DrugBank,STOFF,Urine,Serum,PubChem,BLEXP,COCONUT	C16H34N5O14P	551.183987398	0.0001323	3.27		C14H34FN7O11Si2	551.183886188	3.11E-05	3.256		C21H28F3N5O9	551.183912136	5.7E-05	3.254		C14H36F2N5O11PS	551.183771042	-8.41E-05	3.252		C19H25N11O9	551.18367138	-0.0001837	3.239		C10H27FN15O9P	551.183782294	-7.28E-05	3.23		C15H36ClF2N5O10S	551.183947472	9.24E-05	3.229		C17H33F4NO14	551.183717616	-0.0001375	3.224		C12H30F4N9O9P	551.18402305	0.0001679	3.219		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_307.msp	challenge_307	challenge307	0	24	386.964444808	[M-H]-	C12H4Cl2F6N4	387.971720808	-5E-07	3.476	ChEBI,BLEXP	C8H16ClF2N2O3PS3	387.971726122	4.9E-06	3.139		C9H14ClN2O7PSSi	387.971712628	-8.6E-06	3.139		C13H11Cl2N4O2PS	387.971738582	1.73E-05	3.139		C7H4ClF3N8O4S	387.971683948	-3.73E-05	3.138		C8H16Cl2F2N2O3S2Si	387.971672702	-4.86E-05	3.138		C14H8ClF3N2O2SSi	387.971637366	-8.39E-05	3.135		C7H14ClFN4O4SSi3	387.971611418	-0.0001098	3.133		C8H14ClFN4O3S2Si2	387.971841268	0.00012	3.132		C10H14Cl2N2O6SSi	387.971889058	0.0001678	3.125		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_308.msp	challenge_308	challenge308	0	4	349.111518804	[M-H]-	C18H22O5S	350.118794804	-5E-07	5.033	HMDB,ChEBI,DrugBank,SMPDB,FooDB,BMDB,LipidMAPS,Urine,Serum,PubChem,UNPD,BLEXP,COCONUT,MINE	C13H23ClN4O3S	350.117939276	-0.000856	4.217	ChEBI	C10H30N2O3S3Si	350.11878235	-1.29E-05	4		C9H24FN4O5PS	350.118905718	0.0001105	3.994		C8H24FN4O6PSi	350.118675868	-0.0001194	3.993		C9H30N2O4S2Si2	350.1185525	-0.0002428	3.971		C10H24ClFN4O4S	350.119082148	0.0002869	3.96		C7H28FN4O3PSi3	350.119085196	0.0002899	3.959		C9H32FO4PS3	350.118437354	-0.0003579	3.938		C7H18F3N8O3P	350.119157726	0.0003625	3.936		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_309.msp	challenge_309	challenge309	0	4	294.009407952	[M-H]-	C14H11Cl2NO2	295.016683952	-5E-07	4.186	HMDB,ChEBI,DrugBank,SMPDB,T3DB,STOFF,Urine,Serum,PubChem,BLEXP,COCONUT,MINE	C8H14FNO4SSi2	295.016610208	-7.42E-05	3.397		C9H14FNO3S2Si	295.016840058	0.0001557	3.388		C5H10F4N3O3PSi	295.01651722	-0.0001672	3.386		C13H11ClNO3P	295.016507522	-0.0001769	3.384		C12H11NO4P2	295.016331092	-0.0003533	3.339		C6H15Cl2N3O4S	295.01603232	-0.0006521	3.208		C6H10ClF4N3O2Si	295.01669365	9.2E-06	3.2		C6H10F4N3O2PS	295.01674707	6.27E-05	3.198		C5H13Cl2FN5O2P	295.016794866	0.0001105	3.194		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_31.msp	challenge_31	challenge31	0	9	211.097582992	[M-H]-	C11H16O4	212.104858992	-5E-07	3.087	HMDB,KNApSAcK,ChEBI,NANPDB,STOFF,Urine,UNPD,BLEXP,NPA,COCONUT,MINE	C9H18F2OS	212.104642636	-0.0002168	2.227		C10H20OSi2	212.10526832	0.0004089	2.045		C8H18F2O2Si	212.104412786	-0.0004467	2.03		C6H17ClN4O2	212.104003464	-0.000856	1.943		C4H16N6O2S	212.105544752	0.0006853	1.916		C11H20SSi	212.10549817	0.0006387	1.815																	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_310.msp	challenge_310	challenge310	0	21	492.136543676	[M-H]-	C23H28ClN3O5S	493.143819676	-5E-07	3.836	HMDB,ChEBI,DrugBank,SMPDB,STOFF,Urine,Serum,PubChem,BLEXP,COCONUT	C20H23N5O10	493.144491936	0.0006718	3.518	BLEXP	C16H27F3N3O9P	493.143700734	-0.0001194	3.189		C19H31NO10SSi	493.143793722	-2.64E-05	3.176		C13H28N9O6PSi2	493.143869306	4.92E-05	3.175		C13H30FN7O6P2S	493.14375416	-6.6E-05	3.174		C10H33FN5O10PSSi	493.143904636	8.45E-05	3.172		C13H30ClFN7O6PSi	493.14370074	-0.0001194	3.169		C12H27N7O12S	493.143840304	2.02E-05	3.157		C17H37BrNO8P	493.144015874	0.0001957	3.157		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_311.msp	challenge_311	challenge311	0	27	356.069509672	[M-H]-	C19H16ClNO4	357.076785672	-5E-07	4.122	HMDB,KNApSAcK,ChEBI,DrugBank,SMPDB,T3DB,STOFF,Urine,Serum,BLEXP,COCONUT,MINE	C8H15N5O11	357.0768063	2.02E-05	3.233		C9H18FN5O5P2	357.076720156	-6.6E-05	3.219		C11H15F4N3O4Si	357.07679537	9.2E-06	3.209		C10H18ClFN5O4P	357.076896586	0.0001105	3.203		C10H12FN9O3S	357.076784464	-1.7E-06	3.186		C11H17ClF5NO4	357.076626804	-0.0001593	3.185		C9H12FN9O4Si	357.076554614	-0.0002315	3.183		C6H17F2N5O8S	357.076589944	-0.0001962	3.179		C7H21FN3O8PS	357.077100482	0.0003144	3.173		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_312.msp	challenge_312	challenge312	0	18	557.24572444	[M-H]-	C33H35FN2O5	558.25300044	-5E-07	4.319	HMDB,ChEBI,DrugBank,SMPDB,T3DB,FooDB,STOFF,BMDB,Feces,Serum,UNPD,BLEXP,COCONUT,MINE	C13H36N16O5P2	558.252981512	-1.94E-05	3.314		C17H45FN6O7P2S	558.25297026	-3.06E-05	3.314		C18H39FN10O5S2	558.253034568	3.37E-05	3.313		C19H42F4N4O6SSi	558.253045474	4.46E-05	3.313		C12H47ClN10O6S3	558.253069904	6.9E-05	3.312		C16H42N6O13S	558.253056404	5.55E-05	3.312		C17H43N8O7PSi2	558.253085406	8.45E-05	3.31		C17H45ClFN6O7PSi	558.25291684	-8.41E-05	3.31		C24H37F2N6O5P	558.253111354	0.0001105	3.308		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_313.msp	challenge_313	challenge313	0	23	418.936515808	[M-H]-	C12H4Cl2F6N4S	419.943791808	-5E-07	3.589	ChEBI,STOFF,BLEXP	C9H14ClN2O7PS2Si	419.943783628	-8.6E-06	3.14		C7H10Cl2F3N4O5PS	419.94386707	7.48E-05	3.137		C8H7ClF6N2O5SSi	419.943765854	-2.64E-05	3.123		C8H16ClF2N2O3PS4	419.943797122	4.9E-06	3.123		C7H4ClF3N8O4S2	419.943754948	-3.73E-05	3.122		C7H14BrClN6O4SSi	419.943840238	4.8E-05	3.122		C8H16Cl2F2N2O3S3Si	419.943743702	-4.86E-05	3.122		C9H14Cl2N2O7SSi2	419.943730208	-6.21E-05	3.121		C6H10ClF3N4O6P2S	419.94369064	-0.0001016	3.118		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_314.msp	challenge_314	challenge314	0	10	489.217715188	[M-H]-	C24H34N4O5S	490.224991188	-5E-07	4.081	HMDB,ChEBI,DrugBank,STOFF,Urine,Serum,BLEXP,COCONUT,MINE	C32H30N2O3	490.22564282	0.0006512	3.559	KNApSAcK,ChEBI,PubChem,UNPD,BLEXP,NPA,COCONUT	C14H42FN4O7P3	490.225037794	4.62E-05	3.249		C18H33F3N4O8	490.225048676	5.7E-05	3.248		C14H36FN8O6PSi	490.224872252	-0.0001194	3.243		C16H30N10O8	490.22480792	-0.0001837	3.233		C23H34N4O6Si	490.224761338	-0.0002303	3.224		C15H40N6O6P2Si	490.22538279	0.0003911	3.176		C23H36ClFN2O6	490.224592772	-0.0003989	3.174		C15H36ClFN8O5Si	490.225048682	5.7E-05	3.165		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_315.msp	challenge_315	challenge315	0	19	325.962851684	[M-H]-	C13H7Cl2NO5	326.970127684	-5E-07	3.667	STOFF	C5H6ClF4N3O5Si	326.970137382	9.2E-06	3.143		C5H15Cl2N3O3S2Si	326.97011523	-1.29E-05	3.143		C11H7FN3O2PS2	326.970133314	5.2E-06	3.143		C5H15ClN3O3PS3	326.97016865	4.05E-05	3.142		C11H7ClFN3O2SSi	326.970079894	-4.82E-05	3.142		C5H6F4N3O5PS	326.970190802	6.27E-05	3.141		C6H12F3NO3S3Si	326.970067434	-6.07E-05	3.141		C10H11NO4P2Si2	326.970184152	5.6E-05	3.141		C5H9N7O2S4	326.970056528	-7.16E-05	3.14		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_316.msp	challenge_316	challenge316	0	3	312.972813692	[M-H]-	C7H3N6O7P	313.980083066	-7.1E-06	4		C7H8F5O4PS	313.980107466	1.73E-05	4		C7H17ClFO2PS3	313.980085314	-4.8E-06	4		C6H5ClF2N6O3S	313.98004314	-4.7E-05	3.999		C7H8ClF5O4Si	313.980054046	-3.61E-05	3.999		C9H12BrFO6	313.980128424	3.83E-05	3.999		C14H7O5PSi	313.980036484	-5.37E-05	3.999		C5H9FN4O5P2Si	313.980147398	5.73E-05	3.998		C6H15N2O3PS2Si2	313.98002403	-6.61E-05	3.998		C6H11Cl2F2N2O4P	313.980155262	6.51E-05	3.998		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_317.msp	challenge_317	challenge317	0	7	244.908169692	[M-H]-	C8HCl3N2O	245.915445692	-5E-07	3.462	ChEBI,STOFF,BLEXP,MINE	C3H6Cl2F2O2S2	245.915433232	-1.29E-05	2.667		C4H4Cl2O6Si	245.915419738	-2.64E-05	2.667		C7HCl2N2O2P	245.915269262	-0.0001769	2.651		C5H4Cl2O5S	245.915649588	0.0002034	2.647		C2H6Cl2F2O3SSi	245.915203382	-0.0002428	2.638		C4H8Cl2O2SSi2	245.916058916	0.0006128	2.496		C5H8Cl2OS2Si	245.916288766	0.0008426	2.368		C2H4FN2O3PS2Si	245.915425368	-2.08E-05	2.333		C4H4ClO6PS	245.915473158	2.7E-05	2.333		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_318.msp	challenge_318	challenge318	0	4	312.970769948	[M-H]-	C13H9Cl3N2O	313.978045948	-5E-07	3.595	ChEBI,STOFF,BLEXP,COCONUT	C4H6F3N6O2PSi2	313.978047782	1.4E-06	3		C5H8Cl2F4N4OSi	313.978055646	9.2E-06	3		C7H12FN2O3PS2Si	313.978025624	-2.08E-05	3		C5H12BrFN6SSi	313.978082234	3.58E-05	2.999		C6H5F7N2OSSi	313.97800785	-3.86E-05	2.999		C7H12ClFN2O3SSi2	313.977972204	-7.42E-05	2.997		C7H12BrClN4O3	313.978130024	8.36E-05	2.997		C4H16FIN2OSSi	313.978136882	9.05E-05	2.996		C6H12BrN4O4P	313.977953594	-9.28E-05	2.996		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_319.msp	challenge_319	challenge319	0	16	327.044501864	[M-H]-	C16H12N2O4S	328.051777864	-5E-07	4.093	HMDB,ChEBI,FooDB,BLEXP,COCONUT,MINE	C8H13F5N2O4S	328.051618996	-0.0001593	3.13		C8H14ClFN6O3S	328.052065208	0.0002869	3.103		C7H14FN6O4PS	328.051888778	0.0001105	3.101		C7H20ClFN2O5P2	328.0520009	0.0002226	3.083		C7H20N4O3S2Si2	328.05153556	-0.0002428	3.078		C6H20FN2O6P3	328.05182447	4.62E-05	3.07		C6H14FN6O5PSi	328.051658928	-0.0001194	3.064		C5H17N2O12P	328.051910614	0.0001323	3.062		C14H16N2O2Si3	328.051957342	0.000179	3.055		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_32.msp	challenge_32	challenge32	0	22	185.118318436	[M-H]-	C10H18O3	186.125594436	-5E-07	3.737	HMDB,KNApSAcK,ChEBI,DrugBank,SMPDB,FooDB,NANPDB,BMDB,LipidMAPS,PubChem,UNPD,BLEXP,NPA,COCONUT,MINE	C8H20F2S	186.12537808	-0.0002168	2.179		C9H22Si2	186.126003764	0.0004089	2.122																																					
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_320.msp	challenge_320	challenge320	0	3	538.749802024	[M-H]-	C15H12Br4O2	539.757078024	-5E-07	3.643	ChEBI,T3DB,STOFF,PubChem,BLEXP,COCONUT	C7H4Br2ClF5N4OS2Si	539.757122258	4.38E-05	3.332		C9H8Br2F2N2O3S3Si2	539.757038816	-3.97E-05	3.332		C15H5Br2Cl2FN2OS2	539.75711256	3.41E-05	3.332		C9H13Br2Cl3N2O2S3	539.757147896	6.94E-05	3.331		C8H13Br2Cl2N2O3PS3	539.756971466	-0.000107	3.327		C9H8Br3FN4O3S2	539.757196636	0.0001182	3.326		C7H6Br2Cl2F6N2OS2	539.756953692	-0.0001248	3.325		C6H4Br2F5N4O2PS2Si	539.756945828	-0.0001326	3.324		C14H5Br2ClFN2O2PS2	539.75693613	-0.0001423	3.323		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_321.msp	challenge_321	challenge321	0	5	497.946203044	[M-H]-	C5H15FIN9O4SSi2	498.95350024	2.07E-05	3		C6H9ClF7N3O11S	498.953454328	-2.52E-05	3		C6H7ClF4N11O4PSSi	498.953472424	-7.1E-06	3		C6H16Cl2N11O2PS3Si	498.953450272	-2.92E-05	3		C6H22Cl4N7O3PSSi2	498.953508974	2.95E-05	3		C6H22Cl5N7O3Si3	498.953455554	-2.39E-05	3		C6H16BrF6N7S2Si2	498.953469992	-9.5E-06	3		C6H22BrN5O8S4	498.953458764	-2.07E-05	3		C6H18F4IN3O5Si3	498.953511146	3.16E-05	3		C7H7F5N3O15P	498.953494254	1.48E-05	3		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_322.msp	challenge_322	challenge322	0	2	482.587149152	[M-H]-	C6HBr5O	483.594425152	-5E-07	3.795	DrugBank,STOFF,BLEXP,MINE	C5Br3ClS3Si2	483.59393004	-0.0004956	2.884		C4H2Br4Cl2OS	483.593689444	-0.0007362	2.763																																					
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_323.msp	challenge_323	challenge323	0	29	487.028963212	[M-H]-	C21H11ClF6N2O3	488.036239212	-5E-07	3.673	ChEBI,STOFF,BLEXP,COCONUT	C10H19ClF2N6O8S2	488.036237688	-2E-06	3.136		C16H11F3N6O7S	488.036202352	-3.73E-05	3.132		C9H17FN8O9SSi2	488.036176404	-6.33E-05	3.131		C9H23FN4O10P2SSi	488.036341946	0.0001023	3.128		C9H25ClF2N2O10P2S	488.03617338	-6.63E-05	3.127		C10H25Cl2F2N2O9PS	488.03634981	0.0001101	3.127		C12H20FN6O6P3S	488.03619147	-4.82E-05	3.125		C11H25FN4O6S5	488.03616774	-7.19E-05	3.123		C16H21FN2O7SSi3	488.036129822	-0.0001098	3.123		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_324.msp	challenge_324	challenge324	0	9	402.842619512	[M-H]-	C13H6Cl6O2	403.849895512	-5E-07	3.69	HMDB,ChEBI,DrugBank,STOFF,Urine,Serum,BLEXP,COCONUT	C4H7BrClN6O2PSSi2	403.849923934	2.8E-05	3.125		C6H7ClN2O5P2S2Si2	403.849867324	-2.86E-05	3.125		C6H2Cl2F7O2PS2	403.849910834	1.49E-05	3.125		C7H9Cl3FO4PS2Si	403.849875188	-2.08E-05	3.125		C6H2Cl3F7O2SSi	403.849857414	-3.86E-05	3.124		C8H4ClF3O4S2Si3	403.849942538	4.66E-05	3.124		C8H6BrCl2F3O4S	403.849931792	3.58E-05	3.124		C5H6ClO11PS3	403.849838322	-5.76E-05	3.123		C5H5Cl4F4N2O2PS	403.84995863	6.27E-05	3.123		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_325.msp	challenge_325	challenge325	0	8	347.915813184	[M-H]-	C13H7Cl4NO2	348.923089184	-5E-07	3.595	ChEBI,STOFF,BLEXP,COCONUT	C4H4ClF3N5O3PSi2	348.923091018	1.4E-06	3		C5H6Cl3F4N3O2Si	348.923098882	9.2E-06	3		C5H15Cl4N3S2Si	348.92307673	-1.29E-05	3		C6H3F7NO2PS2	348.923104506	1.49E-05	3		C7HF5NO6PSi	348.923091012	1.4E-06	3		C7H10ClFNO4PS2Si	348.92306886	-2.08E-05	3		C5H10BrClFN5OSSi	348.92312547	3.58E-05	2.999		C6H3ClF7NO2SSi	348.923051086	-3.86E-05	2.999		C8H7BrF3NO4S	348.923125464	3.58E-05	2.999		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_326.msp	challenge_326	challenge326	0	7	347.915813184	[M-H]-	C13H7Cl4NO2	348.923089184	-5E-07	3.595	ChEBI,STOFF,BLEXP,COCONUT	C4H4ClF3N5O3PSi2	348.923091018	1.4E-06	3		C5H6Cl3F4N3O2Si	348.923098882	9.2E-06	3		C5H15Cl4N3S2Si	348.92307673	-1.29E-05	3		C6H3F7NO2PS2	348.923104506	1.49E-05	3		C7HF5NO6PSi	348.923091012	1.4E-06	3		C7H10ClFNO4PS2Si	348.92306886	-2.08E-05	3		C5H10BrClFN5OSSi	348.92312547	3.58E-05	2.999		C6H3ClF7NO2SSi	348.923051086	-3.86E-05	2.999		C8H7BrF3NO4S	348.923125464	3.58E-05	2.999		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_327.msp	challenge_327	challenge327	0	2	426.96790588	[M-H]-	C15H23Br2ClO2	427.975331856	0.0001495	3.308	KNApSAcK,UNPD,NPA,COCONUT,MINE	C5H3F6N10O3PS	427.975210906	2.86E-05	3		C5H3ClF6N10O3Si	427.975157486	-2.48E-05	3		C6H12ClF3N2O12S	427.975157164	-2.52E-05	3		C6H15ClF5N4O2PS2Si	427.97519966	1.73E-05	3		C6H19BrF2N6OS2Si2	427.975172828	-9.5E-06	3		C7H10FN2O16P	427.97519709	1.48E-05	3		C7H13ClF3N4O6PSi2	427.975186166	3.8E-06	3		C7H12Cl3FN8O4S	427.975183124	8E-07	3		C7H17Cl3F6N2OS2	427.975207524	2.52E-05	3		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_328.msp	challenge_328	challenge328	0	9	669.421936804	[M-H]-	C36H62O11	670.429212804	-5E-07	4.295	HMDB,KNApSAcK,ChEBI,FooDB,STOFF,LipidMAPS,UNPD,BLEXP,NPA,COCONUT,MINE	C19H54N22OS2	670.429236348	2.31E-05	3.333		C23H63FN12O3S3	670.429225096	1.18E-05	3.333		C27H72F2N2O5S4	670.429213844	6E-07	3.333		C28H70N2O9S2Si	670.42920035	-1.29E-05	3.333		C29H71N4O3PSSi3	670.429229352	1.61E-05	3.333		C31H70F4O2S2Si2	670.42918942	-2.38E-05	3.333		C32H67ClN4O4S2	670.429226304	1.3E-05	3.333		C34H50N14O	670.42920222	-1.1E-05	3.333		C36H65ClF2N2OSi2	670.42920188	-1.14E-05	3.333		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_329.msp	challenge_329	challenge329	0	6	512.960039452	[M-H]-	C7H19Cl2FN8O4P2Si3	513.967337518	2.16E-05	3.182		C7H25BrFN2O10PSSi2	513.96734601	3.01E-05	3.182		C7H14F3IN8O4Si2	513.967336648	2.07E-05	3.182		C9H19F7O5P2Si4	513.967300628	-1.53E-05	3.182		C9H15ClF3N2O13PS	513.96730851	-7.4E-06	3.182		C9H13ClN10O6P2SSi	513.967326606	1.07E-05	3.182		C8H16F4N6O4P2SSi3	513.967289722	-2.62E-05	3.182		C8H8ClF9N2O11	513.967290736	-2.52E-05	3.182		C8H6ClF6N10O4PSi	513.967308832	-7.1E-06	3.182		C8H21BrF2N4O8S3	513.967295172	-2.07E-05	3.182		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_33.msp	challenge_33	challenge33	0	102	505.222765124	[M+H]+	C23H32N6O5S	504.215489124	5E-07	3.68	STOFF,BLEXP,COCONUT	C31H28N4O3	504.216140756	0.0006521	3.343	COCONUT	C12H45FN4O7S4	504.215512	2.33E-05	3.109		C14H34FN10O5PS	504.215600038	0.0001114	3.103		C15H40N8O3S3Si	504.21547667	-1.2E-05	3.098		C15H46ClN4O4PS2Si	504.215588792	0.0001001	3.098		C15H33F5N6O5S	504.215330256	-0.0001584	3.097		C21H38FN4O3PSSi	504.215553456	6.48E-05	3.096		C12H34F2N12O2SSi2	504.215498828	1.02E-05	3.092		C11H39Cl2N12O2PS	504.215431478	-5.72E-05	3.09		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_330.msp	challenge_330	challenge330	0	7	325.18428982	[M-H]-	C18H30O3S	326.19156582	-5E-07	4.176	HMDB,FooDB,STOFF,BLEXP,COCONUT,MINE	C19H23FN4	326.190674956	-0.0008913	3.529	COCONUT	C10H38N2OS3Si	326.191553366	-1.29E-05	3.333		C16H34OSi3	326.191745298	0.000179	3.317		C10H26N6O6	326.191382552	-0.0001837	3.316		C11H38N2S4	326.191783216	0.0002169	3.31		C16H32F2S2	326.191349464	-0.0002168	3.31		C9H30N6O3Si2	326.19179188	0.0002256	3.308		C17H30O4Si	326.19133597	-0.0002303	3.307		C16H24F2N4O	326.191817828	0.0002516	3.302		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_331.msp	challenge_331	challenge331	0	18	167.10397032	[M+H]+	C6H10N6	166.09669432	5E-07	4.187	HMDB,ChEBI,T3DB,FooDB,STOFF,PubChem,BLEXP,COCONUT,MINE	C5H18N2SSi	166.095996106	-0.0006978	2.807		C8H13F3	166.096935076	0.0002412	2.562																																					
