File path	File name	Title	MS1 count	MSMS count	PRECURSORMZ	PRECURSORTYPE	Structure rank 1	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 2	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 3	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 4	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 5	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 6	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 7	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 8	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 9	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 10	Total score	Databases	Formula	Ontology	InChIKey	SMILES	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_60.msp	challenge_60	challenge60	0	30	305.118318436	[M-H]-	437040	6.5882	Database ID=437040,UNPD=UNPD215006,COCONUT=CNP0140944	C20H18O3	2-arylbenzofuran flavonoids	UDHFTJHEOIOAAC-UHFFFAOYSA-N	O1C2=CC=3OC(C=CC3C=C2C=C1C=4C=CC(OC)=CC4)(C)C	487264	6.5421	Database ID=487264,UNPD=UNPD92392,COCONUT=CNP0328594	C20H18O3	Naphthopyranones	IRINNKUOFOYZDG-UHFFFAOYSA-N	O=C1C=2OCC(C)CC2C(=O)C=3C=CC=4C(=CC=C(C4C)C)C13	520543	6.5169	Database ID=520543,KNApSAcK=C00007050,LipidMAPS=LMPK12120012,UNPD=UNPD187992;UNPD222653,COCONUT=CNP0143569	C20H18O3	2'-Hydroxychalcones	UEXPKLJRGIWQBF-CSKARUKUSA-N	O=C(C=CC=1C=CC=CC1)C2=CC=C3OC(C=CC3=C2O)(C)C	422148	6.5169	Database ID=422148,KNApSAcK=C00007050,LipidMAPS=LMPK12120012,UNPD=UNPD187992;UNPD222653,COCONUT=CNP0143569	C20H18O3	2'-Hydroxychalcones	UEXPKLJRGIWQBF-UHFFFAOYSA-N	O=C(C=CC=1C=CC=CC1)C2=CC=C3OC(C=CC3=C2O)(C)C	361716	6.4542	Database ID=361716,KNApSAcK=C00008132,LipidMAPS=LMPK12140015,UNPD=UNPD106664,COCONUT=CNP0197581	C20H18O3	Pyranoflavonoids	GJRSGESHUAFWMY-UHFFFAOYSA-N	O=C1C2=CC=C3OC(C=CC3=C2OC(C=4C=CC=CC4)C1)(C)C	363244	6.4385	Database ID=363244,UNPD=UNPD108511,COCONUT=CNP0175936	C20H18O3	Flavones	HOXANYZGDSXVJG-UHFFFAOYSA-N	O=C1C=C(OC2=CC(OCC=C(C)C)=CC=C12)C=3C=CC=CC3	472942	6.3564	Database ID=472942,UNPD=UNPD66573,COCONUT=CNP0251864	C20H18O3	Hydroxyanthraquinones	VPLORIOKXLHOFS-UHFFFAOYSA-N	O=C1C2=CC(O)=CC=C2C(=O)C3(C1=CC=4C(=C3C)CCC4C)C	420370	6.3564	Database ID=420370,UNPD=UNPD185307,COCONUT=CNP0226307	C20H18O3	Hydroxyanthraquinones	BNTDFBZWFWETQJ-UHFFFAOYSA-N	O=C1C2=CC=C(O)C=C2C(=O)C3(C1=CC=4C(=C3C)CCC4C)C	367410	6.2588	Database ID=367410,KNApSAcK=C00036037,UNPD=UNPD113524,COCONUT=CNP0206918	C20H18O3	Anthraquinones	JUALUQSCKLUXDY-UHFFFAOYSA-N	O=C1C=2C=CC=CC2C(=O)C3=C(O)C(=CC=C13)CCC=C(C)C	395373	6.2583	Database ID=395373,UNPD=UNPD149642,COCONUT=CNP0206218	C20H18O3	Diterpenoids	JHTNJHNPJNNQPI-UHFFFAOYSA-N	O=C1C(O)=C(C(=O)C2=CC=C3C(=C12)C(=CC(=C3C)C)C)CC=C	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_61.msp	challenge_61	challenge61	0	15	784.983722678	[M+FA-H]-																																																																							
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_62.msp	challenge_62	challenge62	0	64	287.113866308	[M+H]+	542540	6.6115	Database ID=542541,ChEBI=CHEBI:116099	C14H14N4O3	Piperidinecarboxamides	GIAVKNUIFAOEHQ-UHFFFAOYSA-N	N#CC=1N=C(OC1N2CCC(C(=O)N)CC2)C=3OC=CC3	86122	6.3665	Database ID=86122	C14H14N4O3		PQXINDBPUDNMPE-UHFFFAOYSA-N	O=C(NCCCN1C=NC=C1)C2=NOC(=C2)C=3OC=CC3	68631	6.3612	Database ID=68631,BLEXP=BLEXPDB00000004818	C14H14N4O3	Pyridinecarboxylic acids and derivatives	BQYIXOPJPLGCRZ-UHFFFAOYSA-N	O=C(NN=CC1=C(O)C(=NC=C1CO)C)C=2C=CN=CC2	63804	6.3138	Database ID=63804,BLEXP=BLEXPDB00054465255	C14H14N4O3	Pyridinecarboxylic acids and derivatives	XEJPLIORGIEREM-UHFFFAOYSA-N	O=CC1=CN=C(C(O)=C1CNNC(=O)C=2C=CN=CC2)C	61721	6.3082	Database ID=61721,BLEXP=BLEXPDB00024967599	C14H14N4O3	Quinazolinamines	RSNPAKAFCAAMBH-UHFFFAOYSA-N	O=C1C2=C(N=C(N1C3C(=O)NC(=O)CC3)C)C=CC=C2N	89059	5.9877	Database ID=89059,STOFF=STOFF_7185,BLEXP=BLEXPDB00000107688	C14H14N4O3	Dihydropyridines	HIGRLDNHDGYWQJ-UHFFFAOYSA-N	O=NC=C1C=CN(C=C1)COCN2C=CC(=CN=O)C=C2	519596	5.6817	Database ID=519596	C14H14N4O3		GMVKIRUIWVGPQC-UHFFFAOYSA-N	O=C(NN)C1=CC=C(OC2=CC=C(C=C2)C(=O)NN)C=C1	51247	5.5681	Database ID=51247,BLEXP=BLEXPDB00004329619	C14H14N4O3	Coumarins and derivatives	FJIQMYGHCNXCHE-UHFFFAOYSA-N	[N-]=[N+]=NC(=O)C1=CC=2C=CC(=CC2OC1=O)N(CC)CC															
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_63.msp	challenge_63	challenge63	0	148	564.249297156	[M+H]+	61317	6.2014	Database ID=61317,DrugBank=DB04881,BLEXP=BLEXPDB00000119373	C34H33N3O5	Acridones	OSFCMRGOZNQUSW-UHFFFAOYSA-N	O=C(NC1=CC=C(C=C1)CCN2CC3=CC(OC)=C(OC)C=C3CC2)C4=CC=CC=5C(=O)C=6C=CC=C(OC)C6NC45	553366	5.5983	Database ID=553367	C34H33N3O5		OAWGMXFTWZTYNA-UHFFFAOYSA-N	O=C(OCC(NC(=O)C=1C=CC=CC1)CC=2C=CC=CC2)CNC(=O)C(NC(=O)C=3C=CC=CC3)CC=4C=CC=CC4																																																									
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_64.msp	challenge_64	challenge64	0	22	386.18389704	[M+Na]+	89830	5.7291	Database ID=89830,BLEXP=BLEXPDB00000051045	C22H25N3O2	3-alkylindoles	FBMYKMYQHCBIGU-UHFFFAOYSA-N	N#CC=1C=CC=CC1OCC(O)CNC(C)(C)CC2=CNC=3C=CC=CC32	66042	5.6378	Database ID=66042	C22H25N3O2		VDEUDSRUMNAXJG-UHFFFAOYSA-N	O=C(NC1C2=CN=CC(C3=CC=C4C(=C3)CCC(=O)N4C)=C2CCC1)CC	536587	5.5449	Database ID=536587,ChEBI=CHEBI:109368	C22H25N3O2	Phenyloxadiazoles	YZWKOVLMMJEJLP-UHFFFAOYSA-N	O=C(N(C=1C=CC=CC1CC)CC)CCC2=NC(=NO2)C=3C=CC(=CC3)C	89753	5.5368	Database ID=89753,BLEXP=BLEXPDB00000157294	C22H25N3O2	Tryptamines and derivatives	AVESTIWECYNLTL-UHFFFAOYSA-N	O=C(NC1CCN(CCC2=CNC=3C=C(O)C=CC32)CC1)C=4C=CC=CC4	345162	5.44	Database ID=345162	C22H25N3O2		OGVITAUBEIIKNT-UHFFFAOYSA-N	O=C(NC(C(=N)O)C(C)(C)C)C1=CN(C=2C=CC=CC12)CC=3C=CC=CC3	84273	5.4045	Database ID=84273	C22H25N3O2		QSRQAKVNYDAVIT-UHFFFAOYSA-N	O=C(O)C=1C=CC2=C(N=NN2C=3C=C4C(=CC3C)C(C)(C)CCC4(C)C)C1	403882	5.3311	Database ID=403882,UNPD=UNPD161408,COCONUT=CNP0291658	C22H25N3O2	Pyrido[2,3,4-kl]acridines	BZJIDDXIFAVVFO-UHFFFAOYSA-N	O=C1C=C(C=2N=C3C(=C4C=CN=C1C24)CCCC3)CCNC(=O)CC(C)C	530704	5.2547	Database ID=530704	C22H25N3O2		SLDJHHWHFMFSHP-FSJBWODESA-N	O=C(NN=CC1=CN(C=2C=CC=CC12)C)COC3=CC(=CC=C3C(C)C)C	557810	5.1787	Database ID=557811	C22H25N3O2		HDFMVHGMQMBXPU-UHFFFAOYSA-N	O=C1C=2C=CC(C=CC3=CC=C(OC)C=C3)=CC2C=NN1CCCN(C)C	539494	4.9761	Database ID=539495	C22H25N3O2		NVEYJQQWDMSILB-UHFFFAOYSA-N	N=1C=2C=C(OC(C)C)C(OC(C)C)=CC2N=C3C1C=4C=CC=CC4N3CC	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_65.msp	challenge_65	challenge65	0	15	363.157990616	[M+Cl]-	466461	4.7729	Database ID=466461,UNPD=UNPD55427,COCONUT=CNP0271287	C17H28O6	Eudesmane, isoeudesmane or cycloeudesmane sesquiterpenoids	HWCNZSOYAGQUOW-UHFFFAOYSA-N	O=C(OC1C(=C)C2(O)CC(CCC2(C)CC1)C(O)(CO)CO)C	340615	4.7571	Database ID=340615,COCONUT=CNP0431865	C17H28O6	Cyclitols and derivatives	FVWHCISSWMJCBI-YSOYJNHBSA-N	O=C(OCCC(=O)C1C2CCC(C)CC2C(O)C(O)C1(O)C)C	327429	4.7568	Database ID=327429,UNPD=UNPD205008,NPA=NPA016372,COCONUT=CNP0256460	C17H28O6	Oxocins	ONOZVJYZKJMWKR-RJLSGXJCSA-N	O=C(OC1C=CCCC(O)C(OC(=O)C1C)CCCC(O)C)C	431731	4.7568	Database ID=431731,UNPD=UNPD205008,NPA=NPA016372,COCONUT=CNP0256460	C17H28O6	Oxocins	ONOZVJYZKJMWKR-UHFFFAOYSA-N	O=C(OC1C=CCCC(O)C(OC(=O)C1C)CCCC(O)C)C	314110	4.7529	Database ID=314110,UNPD=UNPD205006,NPA=NPA001952,COCONUT=CNP0131265	C17H28O6	Oxocins	OQYOXNVWVYVMKJ-DLCLIBPNSA-N	O=C(OC(C)CCCC1OC(=O)C(C)C(O)C=CCCC1O)C	317053	4.7529	Database ID=317053,UNPD=UNPD205007,NPA=NPA005128,COCONUT=CNP0160183	C17H28O6	Oxocins	RPIJRIYTAGVOJO-FQMFYJAASA-N	O=C(OCCCCCC1OC(=O)C(C)C(O)C=CCCC1O)C	431729	4.7529	Database ID=431729,UNPD=UNPD205006,NPA=NPA001952,COCONUT=CNP0131265	C17H28O6	Oxocins	OQYOXNVWVYVMKJ-UHFFFAOYSA-N	O=C(OC(C)CCCC1OC(=O)C(C)C(O)C=CCCC1O)C	431730	4.7529	Database ID=431730,UNPD=UNPD205007,NPA=NPA005128,COCONUT=CNP0160183	C17H28O6	Oxocins	RPIJRIYTAGVOJO-UHFFFAOYSA-N	O=C(OCCCCCC1OC(=O)C(C)C(O)C=CCCC1O)C	318191	4.7089	Database ID=318191,KNApSAcK=C00021572,UNPD=UNPD6737,NPA=NPA006364,COCONUT=CNP0189902	C17H28O6	Iridoids and derivatives	OLOQSHYLOVYRGK-SVLWDWOGSA-N	O=C(O)C1C(C)CC(OC(=O)C)C2C1(O)C(C)(CO)CC2(C)C	473403	4.7024	Database ID=473403,KNApSAcK=C00021572,UNPD=UNPD6737,NPA=NPA006364,COCONUT=CNP0189902	C17H28O6	Iridoids and derivatives	OLOQSHYLOVYRGK-UHFFFAOYSA-N	O=C(O)C1C(C)CC(OC(=O)C)C2C1(O)C(C)(CO)CC2(C)C	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_66.msp	challenge_66	challenge66	0	31	393.191873996	[M+FA-H]-	543757	6.3411	Database ID=543758	C20H28O5		IHDNCMDRDAONNT-FEYAHQNISA-N	O=C1OC(CCC1=CCCC(=CC2C(=O)C(=CC2O)C)C)C(O)(C)C	431838	6.3321	Database ID=431838,UNPD=UNPD205294;UNPD220466,COCONUT=CNP0202426	C20H28O5	Macrolides and analogues	JPQQAPXCMFCLBZ-UHFFFAOYSA-N	O=C1OC2(C(=O)CCC(O)(C=CCC3(OC3CC(C1=C)CC2)C)C)C	384859	6.3239	Database ID=384859,UNPD=UNPD135596,COCONUT=CNP0257933	C20H28O5	Macrolides and analogues	UBWCCSDCQXXMNN-UHFFFAOYSA-N	O=C1OC2C(=O)C(C)CCCC(O)(C=CCC3(OC3CC2C1=C)C)C	443257	6.3016	Database ID=443257,UNPD=UNPD224818,COCONUT=CNP0119584	C20H28O5	Macrolides and analogues	CSKUUHDAPAWYTK-UHFFFAOYSA-N	O=C1OC2CC(=CCCC(=C)C(OO)CCC3(OC3CC2C1=C)C)C	359867	6.2973	Database ID=359867,UNPD=UNPD104471,COCONUT=CNP0209396	C20H28O5	Colensane and clerodane diterpenoids	HVPKRKMUIFIKAV-UHFFFAOYSA-N	O=C(O)C1=CC(O)CC2C1(CO)CCC(C)C2(C)CCC3=COC=C3	79100	6.2939	Database ID=79100	C20H28O5		CMOJNYRANQREGD-UHFFFAOYSA-N	O=C(O)CCCC(O)C=CC=CC=CC(O)CC=CC=CC(=O)CC	37372	6.2919	Database ID=37372	C20H28O5		CMOJNYRANQREGD-IJDHQMKWSA-N	O=C(O)CCCC(O)C=CC=CC=CC(O)CC=CC=CC(=O)CC	542009	6.2903	Database ID=542010	C20H28O5		QAMKWUZQZZHIBX-ZAGBYUSBSA-N	O=C(O)C(=CCCC(O)(C)CC=C1OC(=O)C=C1C)CCC=C(C)C	475475	6.2886	Database ID=475475,KNApSAcK=C00045602,UNPD=UNPD70875,COCONUT=CNP0349244	C20H28O5	Delta valerolactones	DFVRPHGROBFFBS-UHFFFAOYSA-N	O=C1OCC2C(=C)CC(O)C(O)C(=C)CCC2C1=CC=CC(O)(C)C	325350	6.2781	Database ID=325350,KNApSAcK=C00045119,UNPD=UNPD136703,NPA=NPA014129,COCONUT=CNP0128953	C20H28O5	Gamma butyrolactones	CMFMNGXFTLTMOH-XAYHPSFQSA-N	O=C1OC2CC3(C(=CC(O)(C(=C)CO)C2(C)C1)C(=O)CC3C(C)C)C	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_67.msp	challenge_67	challenge67	0	36	811.448542172	[M+FA-H]-	419588	6.5133	Database ID=419588,UNPD=UNPD184154,COCONUT=CNP0371915	C41H66O13	Triterpene saponins	DAEICXOPEYOMGC-UHFFFAOYSA-N	O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)C(O)C(O)C6(COC(=O)C(C)CC)C(O)CC5(C)C4(C)CCC3C2(C)CO)C(O)C(O)C1O	366490	6.5133	Database ID=366490,UNPD=UNPD112424;UNPD40381;UNPD46969,COCONUT=CNP0152628	C41H66O13	Triterpene saponins	VLXWTKUXVXJELF-UHFFFAOYSA-N	O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)C(OC(=O)C(C)CC)C(O)C6(CO)C(O)CC5(C)C4(C)CCC3C2(C)CO)C(O)C(O)C1O	473747	6.4835	Database ID=473747,UNPD=UNPD67976,COCONUT=CNP0310138	C41H66O13	Steroids and steroid derivatives	JKGNZNFZFDFHFG-UHFFFAOYSA-N	O=C(O)C1OC(COC2CCC3(C)C4CC=C5C(CC(O)C6(COC(=O)C(C)CC)C(O)C(O)C(C)(C)CC56)C4(C)CCC3C2(C)CO)C(O)C(O)C1O	552441	6.4776	Database ID=552442	C41H66O13		UYTXJBSTYIORIV-ZFMFQMLCSA-N	O=C(O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C5C6CC(C)(C)CCC6(OC7OC(CO)C(O)C(O)C7O)CCC54C)C2(C)C)C(O)C(O)C1O	106833	6.462	Database ID=106833,HMDB=HMDB0039518,KNApSAcK=C00048545,FooDB=FDB019129,UNPD=UNPD13280;UNPD136867;UNPD41537,COCONUT=CNP0252945	C41H66O13	Triterpene saponins	LASVNNIDKPXXMG-UHFFFAOYSA-N	O=C(O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C5C6CC(C)(C)CC(O)C6(C)CCC54C)C2(C)CO)C(OC7OCC(O)C(O)C7O)C(O)C1O	166907	6.462	Database ID=166907,HMDB=HMDB0039518,KNApSAcK=C00048545,FooDB=FDB019129,UNPD=UNPD13280;UNPD136867;UNPD41537,COCONUT=CNP0252945	C41H66O13	Triterpene saponins	LASVNNIDKPXXMG-AOTOZEHFSA-N	O=C(O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C5C6CC(C)(C)CC(O)C6(C)CCC54C)C2(C)CO)C(OC7OCC(O)C(O)C7O)C(O)C1O	422862	6.4529	Database ID=422862,UNPD=UNPD189057,COCONUT=CNP0305304	C41H66O13	Triterpene saponins	DQEFKNQXUJVIAB-UHFFFAOYSA-N	O=C(O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C5C6CC(C)(C)CC(O)C6(C)CCC54C)C2(C)CO)C(OC7OC(CO)C(O)C7O)C(O)C1O	392272	6.4518	Database ID=392272,UNPD=UNPD145425;UNPD145613,COCONUT=CNP0273572	C41H66O13	Triterpenoids	CTTLCTYXPWGOMY-UHFFFAOYSA-N	O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CCC(OC6OCC(O)C(O)C6OC7OC(CO)C(O)C(O)C7O)C(C)(C)C5CCC4(C)C3(C)CC1O	540658	6.4518	Database ID=540659,UNPD=UNPD145425;UNPD145613,COCONUT=CNP0273572	C41H66O13	Triterpenoids	CTTLCTYXPWGOMY-UHFFFAOYSA-N	O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CCC(OC6OCC(O)C(O)C6OC7OC(CO)C(O)C(O)C7O)C(C)(C)C5CCC4(C)C3(C)CC1O	455784	6.4414	Database ID=455784,UNPD=UNPD37335,COCONUT=CNP0108819	C41H66O13	Triterpenoids	YYQTVZJHRHGDJD-UHFFFAOYSA-N	O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CCC(OC6OCC(OC7C(O)OC(CO)C(O)C7O)C(O)C6O)C(C)(CO)C5CCC4(C)C3(C)CC1	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_68.msp	challenge_68	challenge68	0	86	442.153013824	[M+H]+	542104	5.7979	Database ID=542105	C20H27NO8S		AGBBJVFSJVBRRY-UHFFFAOYSA-N	O=C(O)C1=CC2CC(C)(C)CC2(C(=O)CSCC(NC(=O)C)C(=O)O)C1CC(=O)O																																																																
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_69.msp	challenge_69	challenge69	0	10	313.162158552	[M+Na]+	31723	4.8084	Database ID=31723,ChEBI=CHEBI:78905,COCONUT=CNP0083160	C14H26O6	Medium-chain fatty acids	HRHMWTOQBKRTTG-CYRBOEJBSA-N	O=C(O)CCCCCC(OC1OC(C)C(O)CC1O)C	31876	4.8084	Database ID=31876,ChEBI=CHEBI:79136,COCONUT=CNP0250026	C14H26O6	Medium-chain fatty acids	DJYKCDSAKUJQRP-FMCLSXCISA-N	O=C(O)CCCCCCCOC1OC(C)C(O)CC1O	101509	4.7618	Database ID=101509,HMDB=HMDB0032959,FooDB=FDB010945,NANPDB=NANPDB_25,UNPD=UNPD150612;UNPD44810,COCONUT=CNP0293303	C14H26O6	Fatty acyl glycosides of mono- and disaccharides	MPSRBJBPHXIOFN-UHFFFAOYSA-N	OCC1OC(OC(C=C)CCCCC)C(O)C(O)C1O	307288	4.7618	Database ID=307288,HMDB=HMDB0032959,FooDB=FDB010945,NANPDB=NANPDB_25,UNPD=UNPD150612;UNPD44810,COCONUT=CNP0293303	C14H26O6	Fatty acyl glycosides of mono- and disaccharides	MPSRBJBPHXIOFN-PQFYHLTDSA-N	OCC1OC(OC(C=C)CCCCC)C(O)C(O)C1O	521390	4.7618	Database ID=521390,HMDB=HMDB0032959,FooDB=FDB010945,NANPDB=NANPDB_25,UNPD=UNPD150612;UNPD44810,COCONUT=CNP0293303	C14H26O6	Fatty acyl glycosides of mono- and disaccharides	MPSRBJBPHXIOFN-MXNNCRBYSA-N	OCC1OC(OC(C=C)CCCCC)C(O)C(O)C1O	543838	4.7109	Database ID=543839	C14H26O6		JCOCIXAHAFALHI-UHFFFAOYSA-N	O=C(O)CCCCCCCC(O)C(O)CCCC(=O)O																													
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_7.msp	challenge_7	challenge7	0	13	371.243912872	[M-H]-	372342	7.1404	Database ID=372342,LipidMAPS=LMFA03010038,UNPD=UNPD119719,COCONUT=CNP0197292	C20H36O6	Prostaglandins and related compounds	JRNZEGAFLBTZDT-UHFFFAOYSA-N	O=C(O)CCCCCCC1C(O)CC(O)C1C=CC(O)CCCC(O)C	517068	7.1404	Database ID=517068,LipidMAPS=LMFA03010038,UNPD=UNPD119719,COCONUT=CNP0197292	C20H36O6	Prostaglandins and related compounds	JRNZEGAFLBTZDT-HQRTVOGTSA-N	O=C(O)CCCCCCC1C(O)CC(O)C1C=CC(O)CCCC(O)C	360881	7.1025	Database ID=360881,KNApSAcK=C00040048,UNPD=UNPD105666,COCONUT=CNP0287723	C20H36O6	Fatty alcohols	JUGNVZAVZDAHMJ-UHFFFAOYSA-N	O=C1OC2CC(OC(CC(O)CC(O)CC(O)CCCCCCC)C2)C1	28651	7.1014	Database ID=28651,ChEBI=CHEBI:73994,LipidMAPS=LMFA03030008,BLEXP=BLEXPDB00071668258	C20H36O6	Thromboxanes	JSDWWNLTJCCSAV-VZBVYBAISA-N	O=C(O)CCCCCCC1C(O)CC(O)OC1C=CC(O)CCCCC	73074	7.1014	Database ID=73074,ChEBI=CHEBI:73994,LipidMAPS=LMFA03030008,BLEXP=BLEXPDB00071668258	C20H36O6	Thromboxanes	JSDWWNLTJCCSAV-UHFFFAOYSA-N	O=C(O)CCCCCCC1C(O)CC(O)OC1C=CC(O)CCCCC	304086	7.0492	Database ID=304086,ChEBI=CHEBI:29504,LipidMAPS=LMPK04000030,PubChem=193898,UNPD=UNPD16876,COCONUT=CNP0198408	C20H36O6	Macrolides and analogues	OLPAVFVRSHWADO-KYEFFAPUSA-N	O=C1OC(C)C(C)C(O)C(C(=O)C(C)CC(C)C(O)C(C)C(O)C1C)C	353647	7.0492	Database ID=353647,ChEBI=CHEBI:29504,LipidMAPS=LMPK04000030,PubChem=193898,UNPD=UNPD16876,COCONUT=CNP0198408	C20H36O6	Macrolides and analogues	OLPAVFVRSHWADO-UHFFFAOYSA-N	O=C1OC(C)C(C)C(O)C(C(=O)C(C)CC(C)C(O)C(C)C(O)C1C)C	316115	7.0396	Database ID=316115,NPA=NPA004118;NPA005354;NPA006467;NPA018366,COCONUT=CNP0366454	C20H36O6	Diterpenoids	FWILCTKPZALIAU-KQVCTSBGSA-N	OCC(O)C(O)(C=CC1C(O)(C)C(O)C(O)C2C(C)(C)CCCC12C)C	317262	7.0396	Database ID=317262,NPA=NPA004118;NPA005354;NPA006467;NPA018366,COCONUT=CNP0366454	C20H36O6	Diterpenoids	FWILCTKPZALIAU-MPKAWLSPSA-N	OCC(O)C(O)(C=CC1C(O)(C)C(O)C(O)C2C(C)(C)CCCC12C)C	318287	7.0396	Database ID=318287,NPA=NPA004118;NPA005354;NPA006467;NPA018366,COCONUT=CNP0366454	C20H36O6	Diterpenoids	FWILCTKPZALIAU-IHOSBPOMSA-N	OCC(O)C(O)(C=CC1C(O)(C)C(O)C(O)C2C(C)(C)CCCC12C)C	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_70.msp	challenge_70	challenge70	0	50	350.217333236	[M+NH4]+	312930	7.0057	Database ID=312930,UNPD=UNPD69888,NPA=NPA000668,COCONUT=CNP0146211	C16H28O7	Medium-chain fatty acids	MJUTVWBUXZBUHW-IPQWEPCOSA-N	O=C(O)CCCCCCCCC1OC2(O)CCC(O)C2(O)C1O	474867	7.0057	Database ID=474867,UNPD=UNPD69888,NPA=NPA000668,COCONUT=CNP0146211	C16H28O7	Medium-chain fatty acids	MJUTVWBUXZBUHW-UHFFFAOYSA-N	O=C(O)CCCCCCCCC1OC2(O)CCC(O)C2(O)C1O	106405	6.9606	Database ID=106405,HMDB=HMDB0039055,FooDB=FDB018553,UNPD=UNPD162102,COCONUT=CNP0272418	C16H28O7	Terpene glycosides	QWBJNLICFDXNJB-UHFFFAOYSA-N	OCC(=C)C1CCC(C)C(OC2OC(CO)C(O)C(O)C2O)C1	477373	6.9594	Database ID=477373,UNPD=UNPD74255,COCONUT=CNP0341177	C16H28O7	Terpene glycosides	GDLQRWXBAMRGNZ-UHFFFAOYSA-N	OCC1OC(OC2CC(C(=C)C)CCC2(O)C)C(O)C(O)C1O	463954	6.9588	Database ID=463954,UNPD=UNPD51297;UNPD62063,COCONUT=CNP0102677	C16H28O7	Terpene glycosides	RNAAXOMQMFFENE-UHFFFAOYSA-N	OCC1OC(OC2C=C(C)CCC2(O)C(C)C)C(O)C(O)C1O	357660	6.9534	Database ID=357660,UNPD=UNPD101908,COCONUT=CNP0175076	C16H28O7	O-glycosyl compounds	MHVKRIHLNHCCSQ-UHFFFAOYSA-N	OCC1OC(OC2(C)CCC(C(=C)C)CC2O)C(O)C(O)C1O	432797	6.9473	Database ID=432797,UNPD=UNPD207187,COCONUT=CNP0155929	C16H28O7	Terpene glycosides	XBIHCBIHVVDEMU-UHFFFAOYSA-N	O=C1CC(C)CCC1C(C)COC2OC(CO)C(O)C(O)C2O	431240	6.9456	Database ID=431240,UNPD=UNPD203945,COCONUT=CNP0195299	C16H28O7	Terpene glycosides	VYYNNEOKRSPXHE-UHFFFAOYSA-N	OCC1OC(OC2C(=CCC(C2)C(O)(C)C)C)C(O)C(O)C1O	393949	6.9426	Database ID=393949,UNPD=UNPD147693;UNPD74814,COCONUT=CNP0117435	C16H28O7	Terpene glycosides	XCQWGTGYNVGXJZ-UHFFFAOYSA-N	OCC1OC(OC2C=C(C)C(O)CC2C(C)C)C(O)C(O)C1O	388446	6.94	Database ID=388446,UNPD=UNPD140326;UNPD148631,COCONUT=CNP0201620	C16H28O7	Terpene glycosides	BCTBHOXCGJDKFZ-UHFFFAOYSA-N	OCC1OC(OCC2=CCC(CC2)C(O)(C)C)C(O)C(O)C1O	
