Index,Precursor mz,Challenge,Formula,SMILES,InChIkey,Adduct,Ion mode
challenge_207,330.2064 ,CASMI2022_Priority_207,C20H27NO3,CC1=CC(=O)NC1=CC=C(C)CCC=C(CCC=C(C)C)C(=O)O,IGSZOCSRLTUKLJ-UHFFFAOYSA-N,[M+H]+,positive
challenge_208,303.1227 ,CASMI2022_Priority_208,C17H18O5,CC1=CC(=O)C(C2(C1CC3=C(C(=O)OC3=C2)C)C)OC(=O)C,LWZCXTWCFCVAPB-NUTKFTJISA-N,[M+H]+,positive
challenge_209,695.4341 ,CASMI2022_Priority_209,C36H64O11,CC(=CCCC=C(C)CCC1C(CCC(O1)C(C)(C)OC2C(C(C(C(O2)CO)O)O)O)(C)O)CCC3C(CCC(O3)C(C)(C)O)(C)O,DPYJSGIGESZKHU-DUIWHAMXSA-N,[M+Na]+,positive
challenge_210,554.2748 ,CASMI2022_Priority_210,C31H36O8,CC1C(C(OC1C2=CC3=C(C=C2)OCO3)C4=CC(=C(C=C4)OC(C)C(C5=CC(=C(C=C5)OC)OC)O)OC)C,BYTPMMJRDFCGKX-RYXVVOBLSA-N,[M+NH4]+,positive
challenge_211,809.4329 ,CASMI2022_Priority_211,C42H66O15,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)O)C)C)C2C1(C)O)C)C(=O)OC7C(C(C(C(O7)CO)O)O)O,HCFFYRGPTPKLPK-HHNOJRCQSA-N,[M-H]-,negative
challenge_212,140.1070 ,CASMI2022_Priority_212,C8H13NO,C1CC1N2CCC(=O)CC2,DTUJRJIWGWTNFQ-UHFFFAOYSA-N,[M+H]+,positive
challenge_213,764.8774 ,CASMI2022_Priority_213,C16H20I3N3O7,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,BHCBLTRDEYPMFZ-UHFFFAOYSA-N,[M+NH4]+,positive
challenge_214,541.1632 ,CASMI2022_Priority_214,C33H25F3O4,C1C(CC2=CC=CC=C2C1C3=C(C4=CC=CC=C4OC3=O)O)C5=CC=C(C=C5)OCC6=CC=C(C=C6)C(F)(F)F,KKBGNYHHEIAGOH-UHFFFAOYSA-N,[M-H]-,negative
challenge_215,902.5119 ,CASMI2022_Priority_215,C44H75NO15,CC(=O)NC1C(C(C(OC1OC(C)(C)C2CCC(O2)(C)C(CCC(=C)C3CCC4C3(CCC5C4(CCC(O5)C(C)(C)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)CO)O)O,LRHHFHPQWVDGIQ-JTHVBYAHSA-N,[M+FA-H]-,negative
challenge_216,493.2290 ,CASMI2022_Priority_216,C21H36O10,CC1(C2CCC1(C(C2)OC3C(C(C(C(O3)COC4C(C(CO4)(CO)O)O)O)O)O)C)C,RVQFSOHDFFWTLD-CNWHQPCMSA-N,[M+FA-H]-,negative
challenge_217,405.1402 ,CASMI2022_Priority_217,C16H24O9,COC1=C(C=CC(=C1)OC2C(C(C(C(O2)CO)O)O)O)CC(CO)O,VXXKDWBEVHGANN-XJWQLZQYSA-N,[M+FA-H]-,negative
challenge_218,229.1434 ,CASMI2022_Priority_218,C12H20O4,CCCCCCC=C(C(C)C(=O)O)C(=O)O,GFMGGFIBSURRGW-VIFPVBQESA-N,[M+H]+,positive
challenge_219,319.2268 ,CASMI2022_Priority_219,C20H30O3,CC1(C2CCC34CC(CCC3C2(C=CC1=O)C)C(C4)(CO)O)C,JZXWITIZXDCGSC-UHFFFAOYSA-N,[M+H]+,positive
challenge_220,355.1880 ,CASMI2022_Priority_220,C20H28O4,CC1=CC(C(=CC(C)CCC=C(CCC=C(C)C)C(=O)O)C1=O)O,QQQHFUHGZMFSOB-UHFFFAOYSA-N,[M+Na]+,positive
challenge_221,359.2193 ,CASMI2022_Priority_221,C20H32O4,CC12CCC(=O)C(C1CCC34C2CC(CC3)C(C4)(CO)O)(C)CO,SYLBWUCYLWBMER-BHJGDWCPSA-N,[M+Na]+,positive
challenge_222,199.0976 ,CASMI2022_Priority_222,C10H16O4,CCCC1C(C(CO1)O)C=CC(=O)O,NQNFBFWPHHJVSM-UHFFFAOYSA-N,[M-H]-,negative
challenge_223,889.1469 ,CASMI2022_Priority_223,C42H34O22,C1C2C(C(C(C(O2)OC3=CC(=C(C(=C3)O)C(=O)CCC4=CC=C(C=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)OC(=O)C6=CC(=C(C(=C6C7=C(C(=C(C=C7C(=O)O1)O)O)O)O)O)O,PLESAOGBVATPML-LMAPNQLBSA-N,[M-H]-,negative
challenge_224,475.1473 ,CASMI2022_Priority_224,C24H26ClFN4O,C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O,GZKLJWGUPQBVJQ-UHFFFAOYSA-N,[M+Cl]-,negative
challenge_225,148.0757 ,CASMI2022_Priority_225,C9H9NO,COC1=CC2=C(C=C1)NC=C2,DWAQDRSOVMLGRQ-UHFFFAOYSA-N,[M+H]+,positive
challenge_226,489.1243 ,CASMI2022_Priority_226,C27H22Cl2N4O,CN1C=NC=C1C(C2=CC=C(C=C2)Cl)(C3=CC4=C(C=C3)N(C(=O)C=C4C5=CC(=CC=C5)Cl)C)N,PLHJCIYEEKOWNM-UHFFFAOYSA-N,[M+H]+,positive
challenge_227,251.1642 ,CASMI2022_Priority_227,C15H22O3,CC1CC=C2C(=C1C=O)OC(C2(C)C)C(C)CO,BUOMUXLXLTWQRD-UHFFFAOYSA-N,[M+H]+,positive
challenge_228,337.2737 ,CASMI2022_Priority_228,C21H36O3,CCC(C)C1C(=CC2CC(CC(C2C1(C)C(=O)CCO)C)C)CO,VOCMJEUNEDTYIN-JKMCDVCNSA-N,[M+H]+,positive
challenge_229,371.1829 ,CASMI2022_Priority_229,C20H28O5,CC1=C(OC=C1)C(C(C2(CCC=C(C(=O)O2)CCC=C(C)C)C)O)O,HETFHSADNIQCEJ-UHFFFAOYSA-N,[M+Na]+,positive
challenge_230,551.2827 ,CASMI2022_Priority_230,C27H44O10,CC(=CCCC(=CCCC(C)(C=C)OC1C(C(C(C(O1)CO)O)O)O)CO)CC(C=C(C)C(=O)OC)O,ZVUKZMWLRYNENB-KPPISPLZSA-N,[M+Na]+,positive
challenge_231,329.1031 ,CASMI2022_Priority_231,C18H18O6,COC1=C(C=CC(=C1)C=CC(=O)OCC(C2=CC=C(C=C2)O)O)O,CLQSQZGNPFWGAE-INIZCTEOSA-N,[M-H]-,negative
challenge_232,265.1445 ,CASMI2022_Priority_232,C15H22O4,CC1=C(CC2(C13CCC(C3C(C2)O)(C)O)C)C(=O)O,JVWMEYMYQAAGMM-VDEZILSRSA-N,[M-H]-,negative
challenge_233,371.1136 ,CASMI2022_Priority_233,C20H20O7,CC1CC2(C3C(C1C)C4=CC5=C(C=C4OC36C(=CC2=O)OCO6)OCO5)O,LRDZBWWOVQELFI-UHFFFAOYSA-N,[M-H]-,negative
challenge_234,495.1144 ,CASMI2022_Priority_234,C22H24O13,COC1=C(C=CC(=C1)C(=O)OC2=CC(=CC(=C2CC(=O)O)O)OC3C(C(C(C(O3)CO)O)O)O)O,QCKMSYZHBPNLCB-ZFVOUSBOSA-N,[M-H]-,negative
challenge_235,1129.5436 ,CASMI2022_Priority_235,C55H86O24,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C(=O)O)C(=O)OC8C(C(C(C(O8)COC9C(C(C(C(O9)COC(=O)C)O)O)O)O)O)O)C)C)C)O)O)O)O)O,YYJQHCMKQJHGGA-VBJBMQEVSA-N,[M-H]-,negative
challenge_236,278.1176 ,CASMI2022_Priority_236,C18H15NO2,CC1=CC=CC=C1NC(=O)C2=CC3=CC=CC=C3C=C2O,FBLAHUMENIHUGG-UHFFFAOYSA-N,[M+H]+,positive
challenge_237,531.4408 ,CASMI2022_Priority_237,C34H58O4,CCCCCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCCCCCC,YCZJVRCZIPDYHH-UHFFFAOYSA-N,[M+H]+,positive
challenge_238,500.9259 ,CASMI2022_Priority_238,C8F18O2S,C(C(C(C(C(F)(F)S(=O)(=O)F)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,BHFJBHMTEDLICO-UHFFFAOYSA-N,[M-H]-,negative
challenge_239,374.1376 ,CASMI2022_Priority_239,C17H25NO6,CCC(C(C)O)(C(=O)OCC1=CC=C(C=C1)NCCCC(=O)O)O,JGCPVCKZVBKIHO-UHFFFAOYSA-N,[M+Cl]-,negative
challenge_240,457.0907 ,CASMI2022_Priority_240,C20H22O10,C1=CC(=CC=C1COC(=O)C2=CC(=C(C=C2)O)O)OC3C(C(C(C(O3)CO)O)O)O,LRFIKYDSTHZRKW-STEXWYFWSA-N,[M+Cl]-,negative
challenge_241,671.0657 ,CASMI2022_Priority_241,C27H24O18,C1=C(C=C(C(=C1O)O)O)C(=O)OCC2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,SUAXOYITDJNGFM-AJHJKSEASA-N,[M+Cl]-,negative
challenge_242,589.3007 ,CASMI2022_Priority_242,C32H44O10,CC1C(C(C(C(O1)OC2CCC3(C4CC(C5(C(CCC5(C4CCC3=C2)O)C6=COC(=O)C=C6)C)OC(=O)C)C)O)O)O,XBOVCSNIOQPGAW-UBNYYTIRSA-N,[M+H]+,positive
challenge_243,421.2585 ,CASMI2022_Priority_243,C24H36O6,CC(=O)OCC1(C2CCC34CC(CCC3C2(CCC1=O)C)C(C4)(COC(=O)C)O)C,YXNJBOPJNBXMGA-HUDUBEJRSA-N,[M+H]+,positive
challenge_244,553.2619 ,CASMI2022_Priority_244,C26H42O11,CC1(CCC2C(C1O)OC(=O)CC3C2(CCCC3(C)C(=O)O)C)CCOC4C(C(C(C(O4)CO)O)O)O,LZIOIGRHSJIZED-UHFFFAOYSA-N,[M+Na]+,positive
challenge_245,424.1602 ,CASMI2022_Priority_245,C20H22O9,C1=CC(=CC=C1COC(=O)C2=CC=C(C=C2)O)OC3C(C(C(C(O3)CO)O)O)O,VKSWFQCTDQBTII-STEXWYFWSA-N,[M+NH4]+,positive
challenge_246,375.0722 ,CASMI2022_Priority_246,C18H16O9,CC1=CC(=C(C(=C1C(=O)O)OC2=C(C(=CC(=C2C)OC)C(=O)O)O)C=O)O,WBPAMTGAAPNFPT-UHFFFAOYSA-N,[M-H]-,negative
challenge_247,453.2397 ,CASMI2022_Priority_247,C27H28N6O,CCOC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N6CCN(CC6)C,PRDFBSVERLRRMY-UHFFFAOYSA-N,[M+H]+,positive
challenge_248,625.8278 ,CASMI2022_Priority_248,C19H11Cl2I2NO3,C1=CC(=CC=C1OC2=C(C=C(C=C2)NC(=O)C3=C(C(=CC(=C3)I)I)O)Cl)Cl,NEMNPWINWMHUMR-UHFFFAOYSA-N,[M+H]+,positive
challenge_249,175.0401 ,CASMI2022_Priority_249,C10H8O3,CC1=C(OC2=CC=CC=C12)C(=O)O,YMZTUCZCQMQFMK-UHFFFAOYSA-N,[M-H]-,negative
challenge_250,222.0230 ,CASMI2016_Challenge-001,C10H9NO3S,NC1=C2C=CC(=CC2=CC=C1)S(O)(=O)=O,UWPJYQYRSWYIGZ-UHFFFAOYSA-N,[M-H]-,negative
challenge_251,286.9690 ,CASMI2016_Challenge-002,C10H8O6S2,OS(=O)(=O)c1ccc2ccc(cc2c1)S(O)(=O)=O,VILFVXYKHXVYAB-UHFFFAOYSA-N,[M-H]-,negative
challenge_252,223.0071 ,CASMI2016_Challenge-003,C10H8O4S,OC1=CC=CC2=C(C=CC=C12)S(O)(=O)=O,YLKCHWCYYNKADS-UHFFFAOYSA-N,[M-H]-,negative
challenge_253,189.9468 ,CASMI2016_Challenge-004,C6H3Cl2NO2,OC(=O)c1nc(Cl)ccc1Cl,HUBANNPOLNYSAD-UHFFFAOYSA-N,[M-H]-,negative
challenge_254,276.0309 ,CASMI2016_Challenge-005,C9H7N7O2S,CN1C=NC(=C1SC1=C2NC=NC2=NC=N1)[N+]([O-])=O,LMEKQMALGUDUQG-UHFFFAOYSA-N,[M-H]-,negative
challenge_255,194.0459 ,CASMI2016_Challenge-006,C9H9NO4,CC(=O)NC1=CC=C(O)C(=C1)C(O)=O,GEFDRROBUCULOD-UHFFFAOYSA-N,[M-H]-,negative
challenge_256,216.0700 ,CASMI2016_Challenge-007,C9H15NO3S,C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O,FAKRSMQSSFJEIM-RQJHMYQMSA-N,[M-H]-,negative
challenge_257,351.0722 ,CASMI2016_Challenge-008,C16H16O9,CC1=CC(=O)OC2=CC(O[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)C(O)=O)=CC=C12,ARQXEQLMMNGFDU-SQCNAZHOSA-N,[M-H]-,negative
challenge_258,248.0014 ,CASMI2016_Challenge-009,C6H8ClN5O2S,CN=C(NCC1=CN=C(Cl)S1)N[N+]([O-])=O,PGOOBECODWQEAB-UHFFFAOYSA-N,[M-H]-,negative
challenge_259,213.9638 ,CASMI2016_Challenge-010,C7H5NO3S2,OS(=O)(=O)C1=NC2=CC=CC=C2S1,ZCXGMSGCBDSEOY-UHFFFAOYSA-N,[M-H]-,negative
challenge_260,305.0968 ,CASMI2016_Challenge-011,C13H12F2N6O,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,RFHAOTPXVQNOHP-UHFFFAOYSA-N,[M-H]-,negative
challenge_261,327.1714 ,CASMI2016_Challenge-012,C19H24N2O3,CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1,SGUAFYQXFOLMHL-UHFFFAOYSA-N,[M-H]-,negative
challenge_262,469.1590 ,CASMI2016_Challenge-013,C20H22N8O6,CN(CC1=Nc2c(N)nc(N)nc2NC1=O)c1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O,HODZDDDNGRLGSI-UHFFFAOYSA-N,[M-H]-,negative
challenge_263,195.0463 ,CASMI2016_Challenge-014,C10H9FO3,OC(=O)CCC(=O)C1=CC=C(F)C=C1,WUYWHIAAQYQKPP-UHFFFAOYSA-N,[M-H]-,negative
challenge_264,294.0554 ,CASMI2016_Challenge-015,C12H13N3O4S,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1,GXPIUNZCALHVBA-UHFFFAOYSA-N,[M-H]-,negative
challenge_265,424.1546 ,CASMI2016_Challenge-016,C22H24ClN5O2,ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=C3C=CC=C4)CC1)C(=O)N2,FGXWKSZFVQUSTL-UHFFFAOYSA-N,[M-H]-,negative
challenge_266,309.0663 ,CASMI2016_Challenge-017,C12H14N4O4S,COC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC(OC)=N1,ZZORFUFYDOWNEF-UHFFFAOYSA-N,[M-H]-,negative
challenge_267,254.9969 ,CASMI2016_Challenge-018,C10H8O6S,CC1=CC(=O)OC2=CC(OS(O)(=O)=O)=CC=C12,FUYLLJCBCKRIAL-UHFFFAOYSA-N,[M-H]-,negative
challenge_268,344.1074 ,CASMI2016_Challenge-019,C17H19N3O3S,COC1=CC=C2N=C(NC2=C1)S(=O)CC1=NC=C(C)C(OC)=C1C,SUBDBMMJDZJVOS-UHFFFAOYSA-N,[M-H]-,negative
challenge_269,193.0506 ,CASMI2016_Challenge-020,C10H10O4,CCOC(=O)C1=CC=CC=C1C(O)=O,YWWHKOHZGJFMIE-UHFFFAOYSA-N,[M-H]-,negative
challenge_270,375.1925 ,CASMI2016_Challenge-021,C20H28N2O5,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,GBXSMTUPTTWBMN-XIRDDKMYSA-N,[M-H]-,negative
challenge_271,170.9451 ,CASMI2016_Challenge-022,C6H5BrO,Oc1ccc(Br)cc1,GZFGOTFRPZRKDS-UHFFFAOYSA-N,[M-H]-,negative
challenge_272,251.0826 ,CASMI2016_Challenge-023,C15H12N2O2,NC(=O)N1c2ccccc2CC(=O)c2ccccc12,CTRLABGOLIVAIY-UHFFFAOYSA-N,[M-H]-,negative
challenge_273,487.2133 ,CASMI2016_Challenge-024,C23H32N6O4S,CCCC1=NC(C)=C2N1NC(=NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(CC)CC1,SECKRCOLJRRGGV-UHFFFAOYSA-N,[M-H]-,negative
challenge_274,472.1588 ,CASMI2016_Challenge-025,C28H27NO4S,Oc1ccc(cc1)-c1sc2cc(O)ccc2c1C(=O)c1ccc(OCCN2CCCCC2)cc1,GZUITABIAKMVPG-UHFFFAOYSA-N,[M-H]-,negative
challenge_275,211.9716 ,CASMI2016_Challenge-026,C8H8BrNO,CC(=O)NC1=CC=C(Br)C=C1,MSLICLMCQYQNPK-UHFFFAOYSA-N,[M-H]-,negative
challenge_276,245.0455 ,CASMI2016_Challenge-027,C13H10O5,OC1=CC(O)=C(C=C1)C(=O)C1=C(O)C=C(O)C=C1,WXNRYSGJLQFHBR-UHFFFAOYSA-N,[M-H]-,negative
challenge_277,165.0557 ,CASMI2016_Challenge-028,C9H10O3,CCOC(=O)c1ccc(O)cc1,NUVBSKCKDOMJSU-UHFFFAOYSA-N,[M-H]-,negative
challenge_278,218.9312 ,CASMI2016_Challenge-029,C6H5IO,OC1=CC=C(I)C=C1,VSMDINRNYYEDRN-UHFFFAOYSA-N,[M-H]-,negative
challenge_279,294.0884 ,CASMI2016_Challenge-030,C16H13N3O3,COC(=O)Nc1nc2ccc(cc2[nH]1)C(=O)c1ccccc1,OPXLLQIJSORQAM-UHFFFAOYSA-N,[M-H]-,negative
challenge_280,160.9566 ,CASMI2016_Challenge-031,C6H4Cl2O,Oc1ccc(Cl)cc1Cl,HFZWRUODUSTPEG-UHFFFAOYSA-N,[M-H]-,negative
challenge_281,210.0053 ,CASMI2016_Challenge-032,C9H9NOS2,CCOC1=CC=C2N=C(S)SC2=C1,HOASVNMVYBSLSU-UHFFFAOYSA-N,[M-H]-,negative
challenge_282,217.0329 ,CASMI2016_Challenge-033,C12H10O2S,OC1=CC=C(SC2=CC=C(O)C=C2)C=C1,VWGKEVWFBOUAND-UHFFFAOYSA-N,[M-H]-,negative
challenge_283,445.1868 ,CASMI2016_Challenge-034,C24H30O8,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)=C4)[C@@H]1CCC2=O,FJAZVHYPASAQKM-JBAURARKSA-N,[M-H]-,negative
challenge_284,179.0714 ,CASMI2016_Challenge-035,C10H12O3,CCCOC(=O)c1ccc(O)cc1,QELSKZZBTMNZEB-UHFFFAOYSA-N,[M-H]-,negative
challenge_285,397.0823 ,CASMI2016_Challenge-036,C15H18N4O7S,CCCOC1=NN(C(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC)C(=O)N1C,JTHMVYBOQLDDIY-UHFFFAOYSA-N,[M-H]-,negative
challenge_286,218.9621 ,CASMI2016_Challenge-037,C8H6Cl2O3,OC(=O)COc1ccc(Cl)cc1Cl,OVSKIKFHRZPJSS-UHFFFAOYSA-N,[M-H]-,negative
challenge_287,513.2296 ,CASMI2016_Challenge-038,C33H30N4O2,CCCC1=Nc2c(C)cc(C3=Nc4ccccc4N3C)cc2N1Cc1ccc(-c2ccccc2C(O)=O)cc1,RMMXLENWKUUMAY-UHFFFAOYSA-N,[M-H]-,negative
challenge_288,221.0819 ,CASMI2016_Challenge-039,C12H14O4,CC(C)COC(=O)C1=CC=CC=C1C(O)=O,RZJSUWQGFCHNFS-UHFFFAOYSA-N,[M-H]-,negative
challenge_289,199.0167 ,CASMI2016_Challenge-040,C9H9ClO3,Cc1cc(Cl)ccc1OCC(O)=O,WHKUVVPPKQRRBV-UHFFFAOYSA-N,[M-H]-,negative
challenge_290,255.0663 ,CASMI2016_Challenge-041,C15H12O4,OC(=O)C1=CC=CC=C1C(=O)OCC1=CC=CC=C1,XIKIUQUXDNHBFR-UHFFFAOYSA-N,[M-H]-,negative
challenge_291,248.8556 ,CASMI2016_Challenge-042,C6H4Br2O,OC1=C(Br)C=C(Br)C=C1,FAXWFCTVSHEODL-UHFFFAOYSA-N,[M-H]-,negative
challenge_292,223.0401 ,CASMI2016_Challenge-043,C14H8O3,OC1=CC2=C(C=C1)C(=O)C1=CC=CC=C1C2=O,GCDBEYOJCZLKMC-UHFFFAOYSA-N,[M-H]-,negative
challenge_293,423.2388 ,CASMI2016_Challenge-044,C23H36O7,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)[C@@H]12,TUZYXOIXSAXUGO-PZAWKZKUSA-N,[M-H]-,negative
challenge_294,239.0350 ,CASMI2016_Challenge-045,C14H8O4,OC1=CC=C2C(=O)C3=CC=CC=C3C(=O)C2=C1O,RGCKGOZRHPZPFP-UHFFFAOYSA-N,[M-H]-,negative
challenge_295,221.0608 ,CASMI2016_Challenge-046,C15H10O2,OC(=O)C1=C2C=CC=CC2=CC2=CC=CC=C12,XGWFJBFNAQHLEF-UHFFFAOYSA-N,[M-H]-,negative
challenge_296,249.0322 ,CASMI2016_Challenge-047,C12H11O4P,OP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,ASMQGLCHMVWBQR-UHFFFAOYSA-N,[M-H]-,negative
challenge_297,775.6794 ,CASMI2016_Challenge-048,C15H11I4NO4,NC(CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,XUIIKFGFIJCVMT-UHFFFAOYSA-N,[M-H]-,negative
challenge_298,232.9778 ,CASMI2016_Challenge-049,C9H8Cl2O3,CC(Oc1ccc(Cl)cc1Cl)C(O)=O,MZHCENGPTKEIGP-UHFFFAOYSA-N,[M-H]-,negative
challenge_299,439.1524 ,CASMI2016_Challenge-050,C24H20N6O3,CCOC1=Nc2cccc(C(O)=O)c2N1Cc1ccc(-c2ccccc2C2NN=NN=2)cc1,HTQMVQVXFRQIKW-UHFFFAOYSA-N,[M-H]-,negative
challenge_300,275.0649 ,CASMI2016_Challenge-051,C11H11F3N2O3,CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O,MKXKFYHWDHIYRV-UHFFFAOYSA-N,[M-H]-,negative
challenge_301,282.0094 ,CASMI2016_Challenge-052,C13H11Cl2NO2,CC12CC1(C)C(=O)N(C2=O)c1cc(Cl)cc(Cl)c1,QXJKBPAVAHBARF-UHFFFAOYSA-N,[M-H]-,negative
challenge_302,359.1249 ,CASMI2016_Challenge-053,C18H20N2O6,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC,PVHUJELLJLJGLN-UHFFFAOYSA-N,[M-H]-,negative
challenge_303,255.0299 ,CASMI2016_Challenge-054,C14H8O5,OC1=CC(O)=C2C(=O)C3=CC=CC=C3C(=O)C2=C1O,BBNQQADTFFCFGB-UHFFFAOYSA-N,[M-H]-,negative
challenge_304,309.0248 ,CASMI2016_Challenge-055,C14H9ClF2N2O2,FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=CC=C(Cl)C=C1,QQQYTWIFVNKMRW-UHFFFAOYSA-N,[M-H]-,negative
challenge_305,380.0686 ,CASMI2016_Challenge-056,C17H14F3N3O2S,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,RZEKVGVHFLEQIL-UHFFFAOYSA-N,[M-H]-,negative
challenge_306,550.1766 ,CASMI2016_Challenge-057,C27H29N5O6S,COC1=CC=CC=C1OC1=C(OCCO)N=C(N=C1NS(=O)(=O)C1=CC=C(C=C1)C(C)(C)C)C1=NC=CC=N1,GJPICJJJRGTNOD-UHFFFAOYSA-N,[M-H]-,negative
challenge_307,386.9644 ,CASMI2016_Challenge-058,C12H4Cl2F6N4,NC1=C(C(=NN1C1=C(Cl)C=C(C=C1Cl)C(F)(F)F)C#N)C(F)(F)F,JWKXVHLIRTVXLD-UHFFFAOYSA-N,[M-H]-,negative
challenge_308,349.1115 ,CASMI2016_Challenge-059,C18H22O5S,CC12CCC3C(CCC4=CC(OS(O)(=O)=O)=CC=C34)C1CCC2=O,JKKFKPJIXZFSSB-UHFFFAOYSA-N,[M-H]-,negative
challenge_309,294.0094 ,CASMI2016_Challenge-060,C14H11Cl2NO2,OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,DCOPUUMXTXDBNB-UHFFFAOYSA-N,[M-H]-,negative
challenge_310,492.1365 ,CASMI2016_Challenge-061,C23H28ClN3O5S,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,ZNNLBTZKUZBEKO-UHFFFAOYSA-N,[M-H]-,negative
challenge_311,356.0695 ,CASMI2016_Challenge-062,C19H16ClNO4,COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(O)=O)c2c1,CGIGDMFJXJATDK-UHFFFAOYSA-N,[M-H]-,negative
challenge_312,557.2457 ,CASMI2016_Challenge-063,C33H35FN2O5,CC(C)c1c(C(=O)Nc2ccccc2)c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(O)=O)-c1ccccc1,XUKUURHRXDUEBC-KAYWLYCHSA-N,[M-H]-,negative
challenge_313,418.9365 ,CASMI2016_Challenge-064,C12H4Cl2F6N4S,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)SC(F)(F)F)N)Cl)C(F)(F)F,FQXWEKADCSXYOC-UHFFFAOYSA-N,[M-H]-,negative
challenge_314,489.2177 ,CASMI2016_Challenge-065,C24H34N4O5S,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC2CCC(C)CC2)C1=O,WIGIZIANZCJQQY-UHFFFAOYSA-N,[M-H]-,negative
challenge_315,325.9629 ,CASMI2016_Challenge-066,C13H7Cl2NO5,OC(=O)C1=C(C=CC(OC2=C(Cl)C=C(Cl)C=C2)=C1)[N+]([O-])=O,IUSYSZLVZMUVDO-UHFFFAOYSA-N,[M-H]-,negative
challenge_316,312.9728 ,CASMI2016_Challenge-067,C6HF11O2,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PXUULQAPEKKVAH-UHFFFAOYSA-N,[M-H]-,negative
challenge_317,244.9082 ,CASMI2016_Challenge-068,C8HCl3N2O,Oc1c(Cl)c(Cl)c(C#N)c(Cl)c1C#N,MDQKYGOECVSPIW-UHFFFAOYSA-N,[M-H]-,negative
challenge_318,312.9708 ,CASMI2016_Challenge-069,C13H9Cl3N2O,ClC1=CC=C(NC(=O)NC2=CC=C(Cl)C(Cl)=C2)C=C1,ICUTUKXCWQYESQ-UHFFFAOYSA-N,[M-H]-,negative
challenge_319,327.0445 ,CASMI2016_Challenge-070,C16H12N2O4S,OC1=CC=C2C=CC=CC2=C1N=NC1=CC=C(C=C1)S(O)(=O)=O,RDUJRVXKAIVTDH-UHFFFAOYSA-N,[M-H]-,negative
challenge_320,538.7498 ,CASMI2016_Challenge-071,C15H12Br4O2,CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,VEORPZCZECFIRK-UHFFFAOYSA-N,[M-H]-,negative
