,Challenge,True Inchikey2D,SIRIUS Ranking,MSFinder Ranking,DeepMASS Ranking,DeepMASS Ranking (Public),MetFrag Ranking,CFM-ID Ranking,SMILES
260,challenge_260,RFHAOTPXVQNOHP,1.0,1.0,1.0,1.0,1.0,1.0,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
261,challenge_261,SGUAFYQXFOLMHL,1.0,1.0,1.0,1.0,1.0,2.0,CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1
262,challenge_262,HODZDDDNGRLGSI,1.0,1.0,1.0,1.0,1.0,1.0,CN(CC1=Nc2c(N)nc(N)nc2NC1=O)c1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O
263,challenge_263,WUYWHIAAQYQKPP,1.0,2.0,1.0,2.0,2.0,2.0,OC(=O)CCC(=O)C1=CC=C(F)C=C1
264,challenge_264,GXPIUNZCALHVBA,1.0,1.0,1.0,1.0,1.0,1.0,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1
265,challenge_265,FGXWKSZFVQUSTL,1.0,1.0,1.0,1.0,1.0,1.0,ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=C3C=CC=C4)CC1)C(=O)N2
266,challenge_266,ZZORFUFYDOWNEF,1.0,3.0,1.0,1.0,2.0,2.0,COC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC(OC)=N1
267,challenge_267,FUYLLJCBCKRIAL,1.0,1.0,1.0,1.0,1.0,1.0,CC1=CC(=O)OC2=CC(OS(O)(=O)=O)=CC=C12
268,challenge_268,SUBDBMMJDZJVOS,inf,1.0,1.0,1.0,1.0,1.0,COC1=CC=C2N=C(NC2=C1)S(=O)CC1=NC=C(C)C(OC)=C1C
269,challenge_269,YWWHKOHZGJFMIE,1.0,inf,1.0,2.0,4.0,37.0,CCOC(=O)C1=CC=CC=C1C(O)=O
270,challenge_270,GBXSMTUPTTWBMN,1.0,1.0,1.0,1.0,1.0,1.0,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O
271,challenge_271,GZFGOTFRPZRKDS,inf,3.0,1.0,3.0,1.0,2.0,Oc1ccc(Br)cc1
272,challenge_272,CTRLABGOLIVAIY,1.0,8.0,1.0,4.0,1.0,2.0,NC(=O)N1c2ccccc2CC(=O)c2ccccc12
273,challenge_273,SECKRCOLJRRGGV,1.0,6.0,1.0,1.0,1.0,3.0,CCCC1=NC(C)=C2N1NC(=NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(CC)CC1
274,challenge_274,GZUITABIAKMVPG,1.0,1.0,1.0,1.0,1.0,1.0,Oc1ccc(cc1)-c1sc2cc(O)ccc2c1C(=O)c1ccc(OCCN2CCCCC2)cc1
275,challenge_275,MSLICLMCQYQNPK,inf,2.0,1.0,3.0,2.0,1.0,CC(=O)NC1=CC=C(Br)C=C1
276,challenge_276,WXNRYSGJLQFHBR,1.0,inf,1.0,1.0,36.0,10.0,OC1=CC(O)=C(C=C1)C(=O)C1=C(O)C=C(O)C=C1
277,challenge_277,NUVBSKCKDOMJSU,1.0,inf,1.0,1.0,2.0,3.0,CCOC(=O)c1ccc(O)cc1
278,challenge_278,VSMDINRNYYEDRN,inf,2.0,2.0,1.0,2.0,3.0,OC1=CC=C(I)C=C1
279,challenge_279,OPXLLQIJSORQAM,inf,2.0,1.0,1.0,1.0,1.0,COC(=O)Nc1nc2ccc(cc2[nH]1)C(=O)c1ccccc1
280,challenge_280,HFZWRUODUSTPEG,inf,1.0,1.0,1.0,1.0,5.0,Oc1ccc(Cl)cc1Cl
281,challenge_281,HOASVNMVYBSLSU,1.0,2.0,1.0,1.0,1.0,1.0,CCOC1=CC=C2N=C(S)SC2=C1
282,challenge_282,VWGKEVWFBOUAND,inf,1.0,2.0,6.0,1.0,3.0,OC1=CC=C(SC2=CC=C(O)C=C2)C=C1
283,challenge_283,FJAZVHYPASAQKM,1.0,2.0,1.0,1.0,2.0,2.0,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)=C4)[C@@H]1CCC2=O
284,challenge_284,QELSKZZBTMNZEB,1.0,inf,1.0,1.0,13.0,12.0,CCCOC(=O)c1ccc(O)cc1
285,challenge_285,JTHMVYBOQLDDIY,1.0,1.0,1.0,2.0,1.0,1.0,CCCOC1=NN(C(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC)C(=O)N1C
286,challenge_286,OVSKIKFHRZPJSS,1.0,1.0,1.0,1.0,5.0,4.0,OC(=O)COc1ccc(Cl)cc1Cl
287,challenge_287,RMMXLENWKUUMAY,1.0,1.0,1.0,1.0,1.0,1.0,CCCC1=Nc2c(C)cc(C3=Nc4ccccc4N3C)cc2N1Cc1ccc(-c2ccccc2C(O)=O)cc1
288,challenge_288,RZJSUWQGFCHNFS,inf,inf,1.0,2.0,3.0,48.0,CC(C)COC(=O)C1=CC=CC=C1C(O)=O
289,challenge_289,WHKUVVPPKQRRBV,1.0,1.0,1.0,4.0,2.0,1.0,Cc1cc(Cl)ccc1OCC(O)=O
290,challenge_290,XIKIUQUXDNHBFR,inf,inf,1.0,1.0,2.0,65.0,OC(=O)C1=CC=CC=C1C(=O)OCC1=CC=CC=C1
291,challenge_291,FAXWFCTVSHEODL,inf,2.0,1.0,1.0,2.0,3.0,OC1=C(Br)C=C(Br)C=C1
292,challenge_292,GCDBEYOJCZLKMC,inf,2.0,3.0,1.0,2.0,2.0,OC1=CC2=C(C=C1)C(=O)C1=CC=CC=C1C2=O
293,challenge_293,TUZYXOIXSAXUGO,1.0,4.0,1.0,1.0,14.0,2.0,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)[C@@H]12
294,challenge_294,RGCKGOZRHPZPFP,1.0,inf,1.0,6.0,5.0,7.0,OC1=CC=C2C(=O)C3=CC=CC=C3C(=O)C2=C1O
295,challenge_295,XGWFJBFNAQHLEF,inf,inf,8.0,16.0,1.0,4.0,OC(=O)C1=C2C=CC=CC2=CC2=CC=CC=C12
296,challenge_296,ASMQGLCHMVWBQR,1.0,1.0,1.0,1.0,1.0,1.0,OP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1
297,challenge_297,XUIIKFGFIJCVMT,1.0,1.0,1.0,1.0,1.0,2.0,NC(CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O
298,challenge_298,MZHCENGPTKEIGP,1.0,1.0,3.0,1.0,2.0,1.0,CC(Oc1ccc(Cl)cc1Cl)C(O)=O
299,challenge_299,HTQMVQVXFRQIKW,inf,1.0,1.0,1.0,1.0,1.0,CCOC1=Nc2cccc(C(O)=O)c2N1Cc1ccc(-c2ccccc2C2NN=NN=2)cc1
300,challenge_300,MKXKFYHWDHIYRV,inf,1.0,1.0,1.0,1.0,2.0,CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O
301,challenge_301,QXJKBPAVAHBARF,1.0,1.0,1.0,1.0,1.0,1.0,CC12CC1(C)C(=O)N(C2=O)c1cc(Cl)cc(Cl)c1
302,challenge_302,PVHUJELLJLJGLN,1.0,5.0,1.0,2.0,2.0,9.0,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC
303,challenge_303,BBNQQADTFFCFGB,1.0,inf,2.0,9.0,5.0,12.0,OC1=CC(O)=C2C(=O)C3=CC=CC=C3C(=O)C2=C1O
304,challenge_304,QQQYTWIFVNKMRW,1.0,1.0,1.0,1.0,1.0,1.0,FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=CC=C(Cl)C=C1
305,challenge_305,RZEKVGVHFLEQIL,inf,4.0,1.0,1.0,1.0,1.0,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F
306,challenge_306,GJPICJJJRGTNOD,1.0,1.0,1.0,1.0,1.0,1.0,COC1=CC=CC=C1OC1=C(OCCO)N=C(N=C1NS(=O)(=O)C1=CC=C(C=C1)C(C)(C)C)C1=NC=CC=N1
307,challenge_307,JWKXVHLIRTVXLD,1.0,1.0,1.0,1.0,1.0,1.0,NC1=C(C(=NN1C1=C(Cl)C=C(C=C1Cl)C(F)(F)F)C#N)C(F)(F)F
308,challenge_308,JKKFKPJIXZFSSB,inf,4.0,1.0,1.0,1.0,4.0,CC12CCC3C(CCC4=CC(OS(O)(=O)=O)=CC=C34)C1CCC2=O
309,challenge_309,DCOPUUMXTXDBNB,1.0,2.0,2.0,2.0,1.0,1.0,OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl
310,challenge_310,ZNNLBTZKUZBEKO,1.0,1.0,1.0,1.0,1.0,1.0,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
311,challenge_311,CGIGDMFJXJATDK,1.0,1.0,1.0,1.0,2.0,1.0,COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(O)=O)c2c1
312,challenge_312,XUKUURHRXDUEBC,1.0,1.0,1.0,1.0,1.0,1.0,CC(C)c1c(C(=O)Nc2ccccc2)c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(O)=O)-c1ccccc1
313,challenge_313,FQXWEKADCSXYOC,1.0,1.0,1.0,1.0,1.0,1.0,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)SC(F)(F)F)N)Cl)C(F)(F)F
314,challenge_314,WIGIZIANZCJQQY,1.0,1.0,1.0,1.0,1.0,1.0,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC2CCC(C)CC2)C1=O
315,challenge_315,IUSYSZLVZMUVDO,1.0,1.0,1.0,1.0,1.0,1.0,OC(=O)C1=C(C=CC(OC2=C(Cl)C=C(Cl)C=C2)=C1)[N+]([O-])=O
316,challenge_316,PXUULQAPEKKVAH,inf,inf,1.0,1.0,1.0,1.0,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
317,challenge_317,MDQKYGOECVSPIW,1.0,1.0,1.0,1.0,1.0,1.0,Oc1c(Cl)c(Cl)c(C#N)c(Cl)c1C#N
318,challenge_318,ICUTUKXCWQYESQ,1.0,1.0,1.0,1.0,1.0,1.0,ClC1=CC=C(NC(=O)NC2=CC=C(Cl)C(Cl)=C2)C=C1
319,challenge_319,RDUJRVXKAIVTDH,1.0,2.0,1.0,1.0,1.0,2.0,OC1=CC=C2C=CC=CC2=C1N=NC1=CC=C(C=C1)S(O)(=O)=O
320,challenge_320,VEORPZCZECFIRK,inf,1.0,2.0,1.0,1.0,1.0,CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1
321,challenge_321,RRRXPPIDPYTNJG,inf,inf,1.0,1.0,1.0,1.0,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
322,challenge_322,SVHOVVJFOWGYJO,inf,1.0,1.0,1.0,1.0,1.0,OC1=C(Br)C(Br)=C(Br)C(Br)=C1Br
323,challenge_323,RYLHNOVXKPXDIP,1.0,1.0,1.0,1.0,1.0,1.0,FC1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1NC(=O)NC(=O)C1=C(F)C=CC=C1F
324,challenge_324,ACGUYXCXAPNIKK,1.0,1.0,1.0,1.0,1.0,1.0,OC1=C(CC2=C(Cl)C(Cl)=CC(Cl)=C2O)C(Cl)=C(Cl)C=C1Cl
325,challenge_325,SJQBHPJLLIJASD,1.0,1.0,1.0,1.0,1.0,1.0,Oc1c(Cl)cc(Cl)cc1C(=O)Nc1ccc(Cl)c(Cl)c1
326,challenge_326,BDOBMVIEWHZYDL,2.0,2.0,2.0,2.0,2.0,2.0,OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1C(=O)NC1=CC=CC=C1
327,challenge_327,VIONGDJUYAYOPU,inf,inf,1.0,1.0,1.0,1.0,[H]C([H])(C([H])([H])S(O)(=O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
328,challenge_328,GAOZTHIDHYLHMS,inf,1.0,1.0,1.0,7.0,3.0,CC[C@]1(CC[C@@H](O1)[C@@]1(C)CC[C@]2(C[C@H](O)[C@@H](C)[C@H](O2)[C@H](C)[C@H](OC)[C@@H](C)C(O)=O)O1)[C@H]1O[C@@H](C[C@H]1C)[C@H]1O[C@@](O)(CO)[C@H](C)C[C@@H]1C
329,challenge_329,PCIUEQPBYFRTEM,1.0,inf,1.0,1.0,1.0,1.0,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
330,challenge_330,KWXICGTUELOLSQ,1.0,4.0,1.0,1.0,5.0,4.0,CCCCCCCCCCCCC1=CC=C(C=C1)S(O)(=O)=O
331,challenge_331,LVQDKIWDGQRHTE,1.0,1.0,1.0,1.0,1.0,1.0,NC1=NC(NC2CC2)=NC(N)=N1
332,challenge_332,VHYFNPMBLIVWCW,7.0,10.0,16.0,8.0,1.0,26.0,CN(C)C1=CC=NC=C1
333,challenge_333,DDRJAANPRJIHGJ,1.0,1.0,1.0,4.0,1.0,2.0,CN1CC(=O)N=C1N
334,challenge_334,HYZJCKYKOHLVJF,2.0,2.0,1.0,1.0,17.0,17.0,N1C=NC2=CC=CC=C12
335,challenge_335,PAFZNILMFXTMIY,1.0,3.0,1.0,1.0,2.0,1.0,NC1CCCCC1
336,challenge_336,KLGQWSOYKYFBTR,1.0,3.0,1.0,1.0,4.0,6.0,NC(=O)C1=C(C=CC=C1)[N+]([O-])=O
337,challenge_337,TWFZGCMQGLPBSX,1.0,3.0,1.0,1.0,2.0,1.0,COC(=O)NC1=NC2=CC=CC=C2N1
338,challenge_338,TWIIRMSFZNYMQE,1.0,5.0,2.0,2.0,1.0,1.0,COC(=O)C1=CN=CC=N1
339,challenge_339,YHMYGUUIMTVXNW,1.0,3.0,1.0,2.0,2.0,6.0,SC1=NC2=CC=CC=C2N1
340,challenge_340,GEFDRROBUCULOD,1.0,6.0,1.0,1.0,18.0,6.0,CC(=O)NC1=CC=C(O)C(=C1)C(O)=O
341,challenge_341,BPEXTIMJLDWDTL,2.0,inf,1.0,1.0,37.0,8.0,CC(=O)NC1=C(C)C=CC=C1
342,challenge_342,OYTCZOJKXCTBHG,1.0,1.0,1.0,1.0,1.0,1.0,CCNC1=NC(=O)N=C(NC(C)(C)C)N1
343,challenge_343,JBDGDEWWOUBZPM,1.0,1.0,1.0,1.0,1.0,1.0,NC1=C(Br)C=C(Br)C=C1CNC1CCC(O)CC1
344,challenge_344,MARUHZGHZWCEQU,inf,2.0,2.0,1.0,1.0,3.0,N1N=NN=C1C1=CC=CC=C1
345,challenge_345,FAKRSMQSSFJEIM,1.0,1.0,2.0,1.0,1.0,1.0,C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O
346,challenge_346,UQVKZNNCIHJZLS,1.0,2.0,1.0,1.0,1.0,4.0,Cn1c2cc(cnc2[nH]c1=N)-c1ccccc1
347,challenge_347,JAUOIFJMECXRGI,1.0,1.0,1.0,1.0,1.0,1.0,Clc1ccc2c(CCc3cccnc3C2=C2CCNCC2)c1
348,challenge_348,FELGMEQIXOGIFQ,1.0,4.0,1.0,1.0,1.0,1.0,CN1C2=C(C3=C1C=CC=C3)C(=O)C(CN1C=CN=C1C)CC2
349,challenge_349,DKMFBWQBDIGMHM,1.0,2.0,1.0,1.0,1.0,1.0,CC1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1
350,challenge_350,WKASGTGXOGALBG,1.0,inf,1.0,1.0,2.0,2.0,CN1C=NC2=C1C(=O)N(CCCC(O)=O)C(=O)N2C
351,challenge_351,YHQDZJICGQWFHK,2.0,5.0,1.0,1.0,4.0,5.0,[O-][N+](=O)c1cc[n+]([O-])c2ccccc12
352,challenge_352,APEJMQOBVMLION,1.0,1.0,1.0,1.0,1.0,8.0,NC(=O)\C=C\C1=CC=CC=C1
353,challenge_353,ZCXGMSGCBDSEOY,1.0,3.0,1.0,1.0,1.0,3.0,OS(=O)(=O)C1=NC2=CC=CC=C2S1
354,challenge_354,RAPZEAPATHNIPO,1.0,1.0,1.0,1.0,1.0,1.0,CC1=C(CCN2CCC(CC2)c2noc3cc(F)ccc23)C(=O)N2CCCCC2=N1
355,challenge_355,HODZDDDNGRLGSI,1.0,1.0,1.0,1.0,1.0,1.0,CN(CC1=Nc2c(N)nc(N)nc2NC1=O)c1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O
356,challenge_356,VPWNQTHUCYMVMZ,1.0,2.0,1.0,1.0,2.0,2.0,Oc1ccc(cc1)S(=O)(=O)c1ccc(O)cc1
357,challenge_357,FGXWKSZFVQUSTL,1.0,1.0,1.0,1.0,1.0,1.0,ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=C3C=CC=C4)CC1)C(=O)N2
358,challenge_358,BYPFEZZEUUWMEJ,1.0,3.0,1.0,1.0,2.0,1.0,CN1c2ncn(C)c2C(=O)N(CCCCC(C)=O)C1=O
359,challenge_359,GFNANZIMVAIWHM,1.0,1.0,1.0,1.0,1.0,2.0,CC12CC(O)C3(F)C(CCC4=CC(=O)C=CC34C)C1CC(O)C2(O)C(=O)CO
360,challenge_360,MVWVFYHBGMAFLY,1.0,2.0,1.0,2.0,1.0,1.0,ClC1=CC2=C(CC(=O)N2)C=C1CCN1CCN(CC1)C1=NSC2=C1C=CC=C2
361,challenge_361,PWWVAXIEGOYWEE,2.0,1.0,1.0,1.0,3.0,2.0,CC(CN1C2=C(SC3=C1C=CC=C3)C=CC=C2)N(C)C
362,challenge_362,SDYWXFYBZPNOFX,inf,1.0,1.0,1.0,1.0,9.0,C1=CC(=C(C=C1N)Cl)Cl
363,challenge_363,PZBPKYOVPCNPJY,1.0,1.0,1.0,1.0,1.0,1.0,ClC1=CC=C(C(CN2C=CN=C2)OCC=C)C(Cl)=C1
364,challenge_364,GZUITABIAKMVPG,1.0,1.0,1.0,1.0,1.0,1.0,Oc1ccc(cc1)-c1sc2cc(O)ccc2c1C(=O)c1ccc(OCCN2CCCCC2)cc1
365,challenge_365,MSLICLMCQYQNPK,1.0,2.0,1.0,1.0,4.0,2.0,CC(=O)NC1=CC=C(Br)C=C1
366,challenge_366,ZEUITGRIYCTCEM,1.0,1.0,1.0,1.0,1.0,1.0,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1
367,challenge_367,MBUVEWMHONZEQD,1.0,1.0,1.0,1.0,1.0,1.0,CN1CCCC(CC1)N1N=C(Cc2ccc(Cl)cc2)c2ccccc2C1=O
368,challenge_368,YLAFBGATSQRSTB,2.0,8.0,3.0,4.0,7.0,8.0,BrC1=CC2=C(NC(=O)C=C2)C=C1
369,challenge_369,JMXKCYUTURMERF,4.0,2.0,1.0,1.0,5.0,11.0,CC1CN(CC(C)O1)C1CCCCCCCCCCC1
370,challenge_370,XEGGRYVFLWGFHI,2.0,4.0,1.0,1.0,1.0,2.0,CNC(=O)Oc1cccc2OC(C)(C)Oc12
371,challenge_371,ZZUFCTLCJUWOSV,1.0,1.0,1.0,1.0,1.0,1.0,NS(=O)(=O)c1cc(C(O)=O)c(NCc2ccco2)cc1Cl
372,challenge_372,HQUQLFOMPYWACS,1.0,1.0,1.0,1.0,1.0,1.0,ClCCOP(=O)(OCCCl)OCCCl
373,challenge_373,YBBLVLTVTVSKRW,1.0,1.0,1.0,1.0,1.0,1.0,CC(C)(C#N)c1cc(Cn2cncn2)cc(c1)C(C)(C)C#N
374,challenge_374,BWHOZHOGCMHOBV,1.0,inf,1.0,1.0,19.0,24.0,CC(=O)C=CC1=CC=CC=C1
375,challenge_375,VVUVJGRVEYHIHC,1.0,1.0,1.0,1.0,2.0,1.0,C1CN(CCO1)C1=NC2=CC=CC=C2S1
376,challenge_376,JJHHIJFTHRNPIK,1.0,5.0,1.0,1.0,2.0,1.0,O=S(C1=CC=CC=C1)C1=CC=CC=C1
377,challenge_377,KZTYYGOKRVBIMI,1.0,9.0,1.0,1.0,1.0,2.0,O=S(=O)(C1=CC=CC=C1)C1=CC=CC=C1
378,challenge_378,UPWPIFMHSFSVLE,1.0,2.0,1.0,1.0,1.0,1.0,C1CCC(CC1)NC1=NC2=CC=CC=C2S1
379,challenge_379,OCAPBUJLXMYKEJ,2.0,1.0,1.0,1.0,1.0,1.0,C1=CN(C=N1)C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1
380,challenge_380,SYJHSTNDLFUIMT,14.0,8.0,16.0,1.0,1.0,1.0,CC(C)N1C(=O)C(=O)C2=CC(C)=CC=C12
381,challenge_381,VNFPBHJOKIVQEB,1.0,1.0,1.0,1.0,1.0,1.0,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
382,challenge_382,RDOIQAHITMMDAJ,1.0,1.0,1.0,1.0,1.0,1.0,CN(C)C(=O)C(CCN1CCC(O)(CC1)c1ccc(Cl)cc1)(c1ccccc1)c1ccccc1
383,challenge_383,IPRJXAGUEGOFGG,1.0,5.0,1.0,3.0,1.0,1.0,CCCCNS(=O)(=O)C1=CC=CC=C1
384,challenge_384,BNCADMBVWNPPIZ,1.0,6.0,1.0,1.0,1.0,1.0,COCN(COC)C1=NC(=NC(=N1)N(COC)COC)N(COC)COC
385,challenge_385,HOASVNMVYBSLSU,1.0,1.0,1.0,1.0,1.0,1.0,CCOC1=CC=C2N=C(S)SC2=C1
386,challenge_386,ZKLPARSLTMPFCP,1.0,1.0,1.0,1.0,1.0,1.0,OC(=O)COCCN1CCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1
387,challenge_387,JTHMVYBOQLDDIY,1.0,1.0,1.0,1.0,1.0,1.0,CCCOC1=NN(C(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC)C(=O)N1C
388,challenge_388,STEPQTYSZVCJPV,1.0,1.0,1.0,1.0,1.0,1.0,Cc1cccc(C)c1N(Cn1cccn1)C(=O)CCl
389,challenge_389,CXVGEDCSTKKODG,1.0,1.0,1.0,1.0,1.0,1.0,COC1=CC(O)=C(C=C1S(O)(=O)=O)C(=O)C1=CC=CC=C1
390,challenge_390,FLKPEMZONWLCSK,1.0,inf,1.0,1.0,5.0,13.0,CCOC(=O)C1=CC=CC=C1C(=O)OCC
391,challenge_391,SEQDDYPDSLOBDC,1.0,1.0,1.0,1.0,3.0,1.0,CN1c2ccc(Cl)cc2C(=NC(O)C1=O)c1ccccc1
392,challenge_392,ALEXXDVDDISNDU,1.0,1.0,1.0,1.0,5.0,4.0,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
393,challenge_393,SYELZBGXAIXKHU,2.0,1.0,1.0,1.0,3.0,1.0,CCCCCCCCCCCC[N+](C)(C)[O-]
394,challenge_394,PSIFNNKUMBGKDQ,1.0,1.0,1.0,1.0,1.0,1.0,CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NNN=N1
395,challenge_395,DSKJPMWIHSOYEA,1.0,1.0,1.0,1.0,1.0,1.0,CCCCC1=C(C)N=C(NCC)N=C1OS(=O)(=O)N(C)C
396,challenge_396,BYBLEWFAAKGYCD,2.0,1.0,1.0,1.0,1.0,4.0,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
397,challenge_397,HPNSFSBZBAHARI,1.0,4.0,1.0,1.0,1.0,1.0,COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(O)=O
398,challenge_398,RLBIQVVOMOPOHC,1.0,1.0,1.0,1.0,1.0,1.0,COP(=S)(OC)Oc1ccc(cc1)[N+]([O-])=O
399,challenge_399,NKANXQFJJICGDU,1.0,1.0,1.0,1.0,1.0,1.0,CC\C(=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
400,challenge_400,GKTWGGQPFAXNFI,1.0,1.0,1.0,1.0,1.0,1.0,COC(=O)C(N1CCc2sccc2C1)c1ccccc1Cl
401,challenge_401,IRCMYGHHKLLGHV,inf,1.0,1.0,1.0,1.0,1.0,CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C
402,challenge_402,ASMQGLCHMVWBQR,1.0,2.0,1.0,1.0,1.0,1.0,OP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1
403,challenge_403,MHKLKWCYGIBEQF,inf,1.0,1.0,1.0,1.0,1.0,C1CN(CCO1)SC1=NC2=CC=CC=C2S1
404,challenge_404,VIKNJXKGJWUCNN,1.0,3.0,1.0,2.0,24.0,17.0,CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C
405,challenge_405,HTQMVQVXFRQIKW,1.0,1.0,1.0,1.0,1.0,1.0,CCOC1=Nc2cccc(C(O)=O)c2N1Cc1ccc(-c2ccccc2C2NN=NN=2)cc1
406,challenge_406,FZUGPQWGEGAKET,9.0,inf,1.0,1.0,4.0,1.0,CCOC(=O)C1=CC=C(C=C1)N(C)C
407,challenge_407,PNVJTZOFSHSLTO,1.0,1.0,1.0,1.0,1.0,1.0,COP(=S)(OC)Oc1ccc(SC)c(C)c1
408,challenge_408,QUDWYFHPNIMBFC,15.0,inf,30.0,2.0,3.0,1.0,C=CCOC(=O)C1=CC=CC=C1C(=O)OCC=C
409,challenge_409,LCGTWRLJTMHIQZ,13.0,inf,1.0,1.0,12.0,12.0,N1C2=CC=CC=C2C=CC2=CC=CC=C12
410,challenge_410,SIGSPDASOTUPFS,3.0,1.0,1.0,2.0,8.0,16.0,CCC12CCC3C(CCC4=CC(=O)CCC34)C1C=CC2(O)C#C
411,challenge_411,RJGDLRCDCYRQOQ,9.0,9.0,10.0,7.0,10.0,11.0,O=C1C2=CC=CC=C2CC2=CC=CC=C12
412,challenge_412,AFYCEAFSNDLKSX,1.0,7.0,1.0,1.0,3.0,6.0,CCN(CC)C1=CC=C2C(C)=CC(=O)OC2=C1
413,challenge_413,MJJALKDDGIKVBE,1.0,1.0,1.0,1.0,1.0,1.0,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1
414,challenge_414,METQSPRSQINEEU,1.0,2.0,1.0,1.0,9.0,3.0,CC12CCC3C(C4CC4C4=CC(=O)CCC34C)C1C1CC1C21CCC(=O)O1
415,challenge_415,VHBFFQKBGNRLFZ,1.0,8.0,1.0,1.0,18.0,4.0,O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1
416,challenge_416,UJVLDDZCTMKXJK,2.0,6.0,1.0,1.0,16.0,11.0,CC12CCC3C(C=CC4=CC(=O)CCC34C)C1CCC21CCC(=O)O1
417,challenge_417,CWJSHJJYOPWUGX,2.0,8.0,1.0,4.0,12.0,1.0,CC(C)OC(=O)Nc1cccc(Cl)c1
418,challenge_418,BAZVSMNPJJMILC,1.0,1.0,1.0,1.0,1.0,1.0,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1
419,challenge_419,PVHUJELLJLJGLN,1.0,5.0,1.0,2.0,1.0,2.0,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC
