confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
50	1	1	1	1	0.3212347593262063	-6.178382855220209	N/A	16.48612184079417	C21H20O10	[M + H]+	ZCOLJUOHXJRHDI	InChI=1S/C21H20O10/c22-7-15-18(26)19(27)20(28)21(31-15)30-11-5-13(24)16-14(6-11)29-8-12(17(16)25)9-1-3-10(23)4-2-9/h1-6,8,15,18-24,26-28H,7H2	Genistin	C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)OC4C(C(C(C(O4)CO)O)O)O)O	0.899999976	5281377;5284639;6426646;6915831;12310088;12310089;12310091;10071441;25721700;44257273;45924037;51521847;51402827;51403121;59576005;73265367;71317062;89004775;89015031;122643322;121458910;124427631;132472327	HMDB:(33988);SuperNatural:(SN00011168 SN00011131 SN00011132 SN00241843 SN00020232 SN00315627 SN00155195 SN00006945 SN00166219);ZINC bio:(ZINC04097913 ZINC04349776 ZINC04349782 ZINC04404499 ZINC04404500 ZINC04404502 ZINC13424749 ZINC13549420);additional;MeSH:(5281377 44257273);Plantcyc:(CPD-3421);PubMed;NORMAN:(NS00002852);COCONUT:(CNP0131373 CNP0258154);KNApSAcK:(2528);Natural Products:(UNPD57813 UNPD135726 UNPD37448 UNPD59439 UNPD66080);database;PubChem:(5281377 5284639 6426646 6915831 12310088 12310089 12310091 10071441 25721700 44257273 45924037 51521847 51402827 51403121 59576005 73265367 71317062 89004775 89015031 122643322 121458910 124427631 132472327);CHEBI:(140305 91655 27514);PubChem class - bio and metabolites;KEGG:(C09126);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-3421)	68807485822	433.11292283999984	NaN	16_challenge_115_	N/A
51	1	1	1	1	0.3189867355846443	-55.23997896322928	N/A	16.648661421055586	C21H18N2O5	[M + H]+	XVMZDZFTCKLZTF	InChI=1S/C21H18N2O5/c1-3-21(26)14-8-16-18-11(7-12-15(22-18)5-4-6-17(12)27-2)9-23(16)19(24)13(14)10-28-20(21)25/h4-8,26H,3,9-10H2,1-2H3	9-Methoxycamptothecin	CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC=C5OC)N=C4C3=C2)O	1.0	123617;494163;5319413;71509247	COCONUT:(CNP0210229);KNApSAcK:(29611);Natural Products:(UNPD150464);database;PubChem:(123617 494163 5319413 71509247);SuperNatural:(SN00155585 SN00317274);ZINC bio:(ZINC13382850);additional;MeSH:(123617);Training Set;PubMed;Biocyc:(CPD-21274)	68723206230	379.12884767599996	NaN	123_challenge_54_	N/A
52	1	1	1	1	0.3152922583902795	-25.816753199030796	N/A	31.298905957784335	C21H18O14	[M + H]+	MBWOCQLTCWTIJE	InChI=1S/C21H18O14/c22-6-3-7(23)11-10(4-6)33-17(5-1-8(24)12(26)9(25)2-5)18(13(11)27)34-21-16(30)14(28)15(29)19(35-21)20(31)32/h1-4,14-16,19,21-26,28-30H,(H,31,32)	Myricetin 3-glucuronide	C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)C(=O)O)O)O)O	0.300000012	5487413;14058644;14058645;44259442;50989992	COCONUT:(CNP0301421);HMDB:(125235);KNApSAcK:(5731);Natural Products:(UNPD52260);database;PubChem:(5487413 14058644 14058645 44259442 50989992);SuperNatural:(SN00278481);CHEBI:(75807);PubChem class - bio and metabolites;MeSH:(5487413);YMDB:(1756);PubMed	68739498110	495.07693125599985	NaN	117_challenge_47_	N/A
53	1	1	1	1	0.3079190410094464	-82.42027943375412	N/A	80.00997916466603	C19H18O10	[M + H]+	KRCBALDMBZQTIQ	InChI=1S/C19H18O10/c20-5-11-15(24)17(26)18(27)19(29-11)12-8(22)4-10-13(16(12)25)14(23)7-3-6(21)1-2-9(7)28-10/h1-4,11,15,17-22,24-27H,5H2	null	C1=CC2=C(C=C1O)C(=O)C3=C(O2)C=C(C(=C3O)C4C(C(C(C(O4)CO)O)O)O)O	0.0	92029590;129687995	COCONUT:(CNP0105925);KNApSAcK:(32065);Natural Products:(UNPD43631);database;PubChem:(92029590 129687995);SuperNatural:(SN00313067)	68722655250	407.0972727759999	NaN	60_challenge_175_	N/A
54	1	1	1	1	0.307360120035935	-14.682276421052407	N/A	13.355438671640599	C45H72O17	[M + H]+	OLAMGHNQGZIWHZ	InChI=1S/C45H72O17/c1-19-8-13-45(55-18-19)20(2)30-27(62-45)15-26-24-7-6-22-14-23(9-11-43(22,4)25(24)10-12-44(26,30)5)57-42-39(61-40-35(52)33(50)31(48)21(3)56-40)37(54)38(29(17-47)59-42)60-41-36(53)34(51)32(49)28(16-46)58-41/h6,19-21,23-42,46-54H,7-18H2,1-5H3	Weltonin	CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)O)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1	0.800000012	150714;401302;441884;4483040;6324830;6325045;11274517;15950009;11377975;21550268;23304276;23304336;24883846;24883847;44576182;49873595;102204092;101407231;102503698;102503703;118014814;118014845;118018146;118018192;118701244;125039630;125039631;125039632;125039633	COCONUT:(CNP0235668);HMDB:(29311);KNApSAcK:(3571);Natural Products:(UNPD169163 UNPD18999 UNPD59654 UNPD112091);database;PubChem:(150714 401302 441884 4483040 6324830 6325045 11274517 15950009 11377975 21550268 23304276 23304336 24883846 24883847 44576182 49873595 102204092 101407231 102503698 102503703 118014814 118014845 118018146 118018192 118701244 125039630 125039631 125039632 125039633);SuperNatural:(SN00248656 SN00353558 SN00282921 SN00364280);CHEBI:(4389);PubChem class - bio and metabolites;MeSH:(441884 44576182);KEGG:(C08894);PubMed	68739432830	885.4842268440001	NaN	28_challenge_135_	N/A
55	1	1	1	1	0.30576940682381265	-4.282307769468893	N/A	31.72654328235346	C10H8O4	[M + H]+	RODXRVNMMDRFIK	InChI=1S/C10H8O4/c1-13-9-4-6-2-3-10(12)14-8(6)5-7(9)11/h2-5,11H,1H3	Murrayetin	COC1=C(C=C2C(=C1)C=CC(=O)O2)O	1.5	5280460;90972240;91140160;91440104;139025753	HMDB:(34344);SuperNatural:(SN00000594);ZINC bio:(ZINC00057733);additional;MeSH:(5280460);Plantcyc:(SCOPOLETIN);PubMed;NORMAN:(NS00007731);COCONUT:(CNP0095717 CNP0184442);KNApSAcK:(2499);Natural Products:(UNPD123796);database;PubChem:(5280460 90972240 91140160 91440104 139025753);CHEBI:(17488);PubChem class - bio and metabolites;KEGG:(C01752);PubChem class - safety and toxic;Training Set;Biocyc:(SCOPOLETIN)	68807485822	193.049534736	NaN	42_challenge_153_	N/A
56	1	1	1	1	0.30533717772409685	-98.69741723667768	N/A	43.20453120850296	C17H18O6	[M + H]+	VONHPDPSQNJJTD	InChI=1S/C17H18O6/c1-9(2)16(22-10(3)18)15(20)14-12(21-4)7-5-11-6-8-13(19)23-17(11)14/h5-8,15-16,20H,1H2,2-4H3	null	CC(=C)C(C(C1=C(C=CC2=C1OC(=O)C=C2)OC)O)OC(=O)C	2.20000005	13917399	COCONUT:(CNP0351946);Natural Products:(UNPD23747 UNPD164346);database;PubChem:(13917399);SuperNatural:(SN00353998 SN00292153)	68722655234	319.117614296	NaN	114_challenge_41_	N/A
57	1	1	1	1	0.3033259147439174	-108.60285221526226	N/A	42.64938978527821	C45H57NO14	[M + H]+	BMQGVNUXMIRLCK	InChI=1S/C45H57NO14/c1-24-28(57-39(51)33(48)32(26-17-13-11-14-18-26)46-40(52)60-41(3,4)5)22-45(53)37(58-38(50)27-19-15-12-16-20-27)35-43(8,36(49)34(55-10)31(24)42(45,6)7)29(54-9)21-30-44(35,23-56-30)59-25(2)47/h11-20,28-30,32-35,37,48,53H,21-23H2,1-10H3,(H,46,52)	Jevtana	CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC	4.20112228	9811221;9854073;9897396;11366400;21348140;52917133;57524246;57524311;57524313;57524383;57524718;71314469;71314470;90265086;89696019;89867911;89912543;117608947;117694076;117997216;118989711;125461531;125461532;125461533;122361912;124893088;124929093;124929094;124929095;124929096;126422241;129009963;129010430;129606810;131706641;132080880;134575046;134694677;138107042;137705161	HMDB:(15672);additional;MeSH:(9854073 9897396 21348140 71314469 71314470 89867911 90265086 118989711 129009963 134694677 137705161);PubMed;NORMAN:(NS00040697);COCONUT:(CNP0074892);database;PubChem:(9811221 9854073 9897396 11366400 21348140 52917133 57524246 57524311 57524313 57524383 57524718 71314469 71314470 90265086 89696019 89867911 89912543 117608947 117694076 117997216 118989711 125461531 125461532 125461533 122361912 124893088 124929093 124929094 124929095 124929096 126422241 129009963 129010430 129606810 131706641 132080880 134575046 134694677 138107042 137705161);CHEBI:(63584);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;PubChem class - drug	68839817326	836.3851815040001	NaN	107_challenge_31_	N/A
58	1	1	1	1	0.3030926616594069	-98.81368492502683	N/A	11.452112477133506	C16H15NO4	[M + H]+	VKONXZKTIYILTI	InChI=1S/C16H15NO4/c1-20-14-9-5-11(6-10-14)15(18)17-13-7-3-12(4-8-13)16(19)21-2/h3-10H,1-2H3,(H,17,18)	Oprea1_653676	COC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)C(=O)OC	2.78860044	678616	PubChem:(678616);PubMed;database	68719476802	286.10738396	NaN	4_challenge_100_	N/A
59	1	1	1	1	0.301417601776669	-76.01846103490853	N/A	41.395308667877316	C28H38O5	[M + H]+	ZTEVDTFJUUJBLP	InChI=1S/C28H38O5/c1-14-13-20(32-25(30)15(14)2)16(3)17-8-9-18-22-19(10-12-26(17,18)4)27(5)21(29)7-6-11-28(27,31)24-23(22)33-24/h6-7,16-20,22-24,31H,8-13H2,1-5H3	Withanolide B	CC1=C(C(=O)OC(C1)C(C)C2CCC3C2(CCC4C3C5C(O5)C6(C4(C(=O)C=CC6)C)O)C)C	4.69999981	14236711;14236712	HMDB:(30020);SuperNatural:(SN00335379 SN00302523 SN00390525 SN00344172 SN00227821);additional;MeSH:(14236711);PubMed;COCONUT:(CNP0242592);KNApSAcK:(33134);Natural Products:(UNPD91035 UNPD111247 UNPD31661 UNPD49541 UNPD114508);database;PubChem:(14236711 14236712);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set	68807082078	455.2792003159999	NaN	11_challenge_109_	N/A
60	1	1	1	1	0.2978452656865511	-13.263734938209588	N/A	110.44625652741176	C42H72O14	[M + H]+	YURJSTAIMNSZAE	InChI=1S/C42H72O14/c1-20(2)10-9-13-42(8,56-37-34(52)32(50)30(48)25(19-44)55-37)21-11-15-40(6)28(21)22(45)16-26-39(5)14-12-27(46)38(3,4)35(39)23(17-41(26,40)7)53-36-33(51)31(49)29(47)24(18-43)54-36/h10,21-37,43-52H,9,11-19H2,1-8H3	Ginsenoside RG1	CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)O)C)O)C)OC6C(C(C(C(O6)CO)O)O)O)C	2.70000005	328776;432116;441923;5458670;9962457;11115444;24728657;45275451;44198636;45782970;46783397;51066578;51340229;57777191;101216669;117590644;118725143;122130520;125463164;125463165;125463166;125463167;124762503;124762504;124839798;124839799;124839800;124131259;124918986;124918987;124918988;124918989;124928697;124928698;129316826;129607077;131676149;131676769;133556530;131801319;139036202;138107301;137891053	HMDB:(35857);SuperNatural:(SN00361455 SN00256516 SN00281730 SN00259648 SN00384206 SN00277374 SN00367949 SN00367727 SN00311753);additional;MeSH:(441923);Plantcyc:(CPD-15445);PubMed;COCONUT:(CNP0238663);KNApSAcK:(3520);Natural Products:(UNPD18635 UNPD43130 UNPD39967 UNPD83268 UNPD1832 UNPD44734 UNPD89172 UNPD101856 UNPD111027);database;PubChem:(328776 432116 441923 5458670 9962457 11115444 24728657 45275451 44198636 45782970 46783397 51066578 51340229 57777191 101216669 117590644 118725143 122130520 125463164 125463165 125463166 125463167 124762503 124762504 124839798 124839799 124839800 124131259 124918986 124918987 124918988 124918989 124928697 124928698 129316826 129607077 131676149 131676769 133556530 131801319 139036202 138107301 137891053);CHEBI:(67987);PubChem class - bio and metabolites;KEGG:(C08946);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-15445)	68807215486	801.4994829840001	NaN	52_challenge_164_	N/A
61	1	1	1	1	0.29260669716213844	-5.714199744035279	N/A	35.54113167822919	C39H50O20	[M + H]+	SVXJDTNFJXKATR	InChI=1S/C39H50O20/c1-14(2)5-10-18-20(54-37-31(50)28(47)25(44)21(12-40)55-37)11-19(42)23-27(46)35(33(57-34(18)23)16-6-8-17(52-4)9-7-16)58-39-36(30(49)24(43)15(3)53-39)59-38-32(51)29(48)26(45)22(13-41)56-38/h5-9,11,15,21-22,24-26,28-32,36-45,47-51H,10,12-13H2,1-4H3	null	CC1C(C(C(C(O1)OC2=C(OC3=C(C2=O)C(=CC(=C3CC=C(C)C)OC4C(C(C(C(O4)CO)O)O)O)O)C5=CC=C(C=C5)OC)OC6C(C(C(C(O6)CO)O)O)O)O)O	0.100000001	13916050;13916051;44259064;123134736;122130782;125463403;125463404;131705986;139597174;137795178	NORMAN:(NS00014973);COCONUT:(CNP0408072);KNApSAcK:(5828);Natural Products:(UNPD24019 UNPD97907 UNPD102182 UNPD151629 UNPD190739);database;PubChem:(13916050 13916051 44259064 123134736 122130782 125463403 125463404 131705986 139597174 137795178);SuperNatural:(SN00347669 SN00277580 SN00285333 SN00398390 SN00341052);additional;Training Set	68723458066	839.29682	NaN	58_challenge_170_	N/A
62	1	1	1	1	0.2924968100786835	-24.827555894108205	N/A	30.85582846206325	C36H62O9	[M + H]+	XNGXWSFSJIQMNC	InChI=1S/C36H62O9/c1-19(2)10-9-13-36(8,45-31-29(43)28(42)27(41)23(18-37)44-31)20-11-15-34(6)26(20)21(38)16-24-33(5)14-12-25(40)32(3,4)30(33)22(39)17-35(24,34)7/h10,20-31,37-43H,9,11-18H2,1-8H3	(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[(2S)-6-methyl-2-[(5R,8R,9R,10R,13R,14R,17S)-3,6,12-trihydroxy-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]hept-5-en-2-yl]oxyoxane-3,4,5-triol	CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)O)C)O)C)OC5C(C(C(C(O5)CO)O)O)O)C	4.30000019	9809542;12855923;21124134;44198760;57777190;91885298;118987125;122130106;129607075;131706135;134688677;132399070;137705050	HMDB:(39555);SuperNatural:(SN00330551 SN00303360 SN00294560 SN00177479 SN00292157 SN00357512 SN00178083);additional;MeSH:(9809542 12855923 91885298 118987125 122130106 134688677 137705050);PubMed;COCONUT:(CNP0260560);Natural Products:(UNPD108193 UNPD124399 UNPD127980 UNPD6127 UNPD21030 UNPD184903);database;PubChem:(9809542 12855923 21124134 44198760 57777190 91885298 118987125 122130106 129607075 131706135 134688677 132399070 137705050);CHEBI:(77150);PubChem class - bio and metabolites;KEGG:(C20780);Training Set;Biocyc:(CPD-15448);KEGG Mine	77329910126	639.446659564	NaN	75_challenge_196_	N/A
63	1	1	1	1	0.29243528012467285	-20.31858790429524	N/A	9.881117544141137	C21H22O4	[M + H]+	DBMJZOMNXBSRED	InChI=1S/C21H22O4/c1-14(2)5-4-6-15(3)9-11-24-21-16-7-8-20(22)25-19(16)13-18-17(21)10-12-23-18/h5,7-10,12-13H,4,6,11H2,1-3H3	Bergaptin	CC(=CCCC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C)C	5.5999999	119057;7251175;5471349	HMDB:(33782);SuperNatural:(SN00235850 SN00002433);ZINC bio:(ZINC01658570 ZINC12363891);additional;MeSH:(5471349);PubMed;COCONUT:(CNP0380497);KNApSAcK:(47753);Natural Products:(UNPD213911 UNPD14264 UNPD123741);database;PubChem:(119057 7251175 5471349);CHEBI:(70476);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;Biocyc:(CPD-20605)	68807092350	339.15908518399993	NaN	24_challenge_124_	N/A
64	1	1	1	1	0.28683317356870575	-9.248956305478451	N/A	104.4364211054459	C30H26O12	[M + H]+	XFZJEEAOWLFHDH	InChI=1S/C30H26O12/c31-13-7-20(37)24-23(8-13)41-29(12-2-4-16(33)19(36)6-12)27(40)26(24)25-21(38)10-17(34)14-9-22(39)28(42-30(14)25)11-1-3-15(32)18(35)5-11/h1-8,10,22,26-29,31-40H,9H2	Endotelon	C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O	2.4000001	122738;130556;146798;147299;360757;442677;3246477;5320711;12109519;9959902;12967793;13269082;13269084;13269085;13269086;13269087;13269088;13269089;13269091;13269092;11180720;10303632;11250133;11342217;11399041;17751036;25185422;24823045;44318001;53298518;92252675;92252677;101022208;101022210;102012878;101236696;102150301;101416648;102328562;102328563;102509284;101986441;101990388;126736033;137425833	HMDB:(29754 37968 13690 33973 33974);SuperNatural:(SN00393563 SN00159697 SN00157195 SN00143476 SN00177677 SN00289116 SN00317684 SN00251454 SN00157449 SN00332801 SN00386517 SN00366745 SN00157592 SN00143408 SN00177676 SN00275397 SN00395759);additional;MeSH:(122738 130556 146798 11250133);PubMed;COCONUT:(CNP0192174);KNApSAcK:(2917);Natural Products:(UNPD68762 UNPD11733 UNPD118048 UNPD36162 UNPD77009 UNPD160265 UNPD29974 UNPD115442 UNPD133182 UNPD39623 UNPD116518 UNPD129594 UNPD188592 UNPD96949);database;PubChem:(122738 130556 146798 147299 360757 442677 3246477 5320711 12109519 9959902 12967793 13269082 13269084 13269085 13269086 13269087 13269088 13269089 13269091 13269092 11180720 10303632 11250133 11342217 11399041 17751036 25185422 24823045 44318001 53298518 92252675 92252677 101022208 101022210 102012878 101236696 102150301 101416648 102328562 102328563 102509284 101986441 101990388 126736033 137425833);CHEBI:(75661 75630 75632 27589 75633);PubChem class - bio and metabolites;KEGG:(C10221 C10238 C17639);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-7631 CPD-1981)	68807084414	579.149702272	NaN	29_challenge_137_	N/A
65	1	1	1	1	0.2849152563580102	-8.93178999492644	N/A	33.765934580614804	C15H10O7	[M + H]+	REFJWTPEDVJJIY	InChI=1S/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,16-19,21H	Quertine	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	1.36698294	5280343;12305312;21600688;49849859;49849860;46906036;59574960;88462991;91069955;101792073;101792074;130367129	HMDB:(5794);PubChem class - food;SuperNatural:(SN00005729);ZINC bio:(ZINC03869685);additional;HSDB:(117-39-5);MeSH:(5280343);Plantcyc:(CPD-520);PubMed;NORMAN:(NS00001142);COCONUT:(CNP0096342 CNP0103504);KNApSAcK:(4631);Natural Products:(UNPD49205);database;PubChem:(5280343 12305312 21600688 49849859 49849860 46906036 59574960 88462991 91069955 101792073 101792074 130367129);CHEBI:(57694 16243);PubChem class - bio and metabolites;KEGG:(C00389);PubChem class - safety and toxic;YMDB:(1777);Training Set;PubChem class - drug;Biocyc:(CPD3IU-9 CPD-520 CPD3IU-1)	68975324030	303.04992866	NaN	126_challenge_60_	N/A
66	1	1	1	1	0.27978946628621826	-48.25338291501505	N/A	54.246448713344414	C18H12O3	[M + H]+	AIGAZQPHXLWMOJ	InChI=1S/C18H12O3/c1-9-4-3-5-12-11(9)6-7-13-15(12)17(20)16(19)14-10(2)8-21-18(13)14/h3-8H,1-2H3	Tanshinon I	CC1=C2C=CC3=C(C2=CC=C1)C(=O)C(=O)C4=C3OC=C4C	3.70000005	114917	COCONUT:(CNP0298404);KNApSAcK:(31401);Natural Products:(UNPD54194);database;PubChem:(114917);SuperNatural:(SN00063912);ZINC bio:(ZINC02558154);additional;MeSH:(114917);Training Set;PubMed;PubChem class - drug	68756758614	277.08592024399996	NaN	89_challenge_227_	N/A
67	1	1	1	1	0.2741860690605693	-77.20069423626751	N/A	42.74827941879418	C31H38O7	[M + H]+	JPYYWXPAHJBKJX	InChI=1S/C31H38O7/c1-17-13-14-23-24(30(23,6)7)15-18(2)28(34)31(38-21(5)33)16-19(3)27(25(31)26(17)36-20(4)32)37-29(35)22-11-9-8-10-12-22/h8-12,15,19,23-27H,1,13-14,16H2,2-7H3	Diacetyl benzoyl lathyrol	CC1CC2(C(C1OC(=O)C3=CC=CC=C3)C(C(=C)CCC4C(C4(C)C)C=C(C2=O)C)OC(=O)C)OC(=O)C	5.5999999	5316608;10577938;9936579;78384799;85364164;90656910;92043360;101071471;102004383;101210465;100933328;125124355;125124356;125124357;125124358;131708246;133562185;133565251;134856971;138107400;137796020	COCONUT:(CNP0214063);Natural Products:(UNPD67910 UNPD105453 UNPD228854 UNPD181653 UNPD223223);database;PubChem:(5316608 10577938 9936579 78384799 85364164 90656910 92043360 101071471 102004383 101210465 100933328 125124355 125124356 125124357 125124358 131708246 133562185 133565251 134856971 138107400 137796020);SuperNatural:(SN00225519 SN00379731 SN00382919);CHEBI:(136008);additional;Training Set;PubMed	68723196002	523.269029556	NaN	61_challenge_176_	N/A
68	1	1	1	1	0.2714952284544833	-41.25816373031965	N/A	26.874710661739712	C42H70O13	[M + H]+	UZUYQJHHUUDLDJ	InChI=1S/C42H70O13/c1-37(2)16-22-21-8-9-26-39(4)12-11-28(40(5,20-45)25(39)10-13-42(26,7)41(21,6)15-14-38(22,3)27(46)17-37)54-36-34(32(50)30(48)24(19-44)53-36)55-35-33(51)31(49)29(47)23(18-43)52-35/h8,22-36,43-51H,9-20H2,1-7H3	null	CC1(CC2C3=CCC4C5(CCC(C(C5CCC4(C3(CCC2(C(C1)O)C)C)C)(C)CO)OC6C(C(C(C(O6)CO)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C	2.62135339	""	COCONUT:(CNP0113470);Natural Products:(UNPD27727);database;SuperNatural:(SN00304840)	68722655232	783.4889182999999	NaN	116_challenge_46_	N/A
69	1	1	1	1	0.2630162617026007	-95.767269762633	N/A	47.45141964349222	C21H26O4	[M + H]+	KOAPDMKKECXPHX	InChI=1S/C21H26O4/c22-17-14-12-16(13-15-17)8-5-3-1-2-4-6-9-18(23)21-19(24)10-7-11-20(21)25/h7,10-15,22,24-25H,1-6,8-9H2	Malabaricone B	C1=CC(=C(C(=C1)O)C(=O)CCCCCCCCC2=CC=C(C=C2)O)O	6.0	163001	COCONUT:(CNP0279981);KNApSAcK:(37467);Natural Products:(UNPD107738);database;PubChem:(163001);SuperNatural:(SN00156231);MeSH:(163001);PubMed	68722655318	343.19038531199993	NaN	14_challenge_111_	N/A
70	1	1	1	1	0.2627663214156416	-186.66217703319333	N/A	16.700224446589896	C33H53NO8	[M + H]+	DHQFYEJMFMYGCV	InChI=1S/C33H53NO8/c1-16-4-7-27-33(3,40)22-6-5-18-19(21(22)14-34(27)13-16)11-23-20(18)12-25(36)24-10-17(8-9-32(23,24)2)41-31-30(39)29(38)28(37)26(15-35)42-31/h16-24,26-31,35,37-40H,4-15H2,1-3H3	Hupehemonoside	CC1CCC2C(C3CCC4C(C3CN2C1)CC5C4CC(=O)C6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)O)O)C)(C)O	2.29999995	132538;3828935;6325353;20054946;16394486;16401117;16401265;21121606;44661317;44663290;75412559;90479257;98229531;98229534;98229536;98229537;101427836;124605114;124745082;124745083;124745084;124745085;124745086;124745087;124745088;124894170;124894171;124894172;124894173;124894174;124894175;124903236;124903237;124903238;124903239;127031295;131705667;131801353;139291825	COCONUT:(CNP0133658 CNP0282574);KNApSAcK:(28353);Natural Products:(UNPD83549 UNPD150562 UNPD164385 UNPD176094);database;PubChem:(132538 3828935 6325353 20054946 16394486 16401117 16401265 21121606 44661317 44663290 75412559 90479257 98229531 98229534 98229536 98229537 101427836 124605114 124745082 124745083 124745084 124745085 124745086 124745087 124745088 124894170 124894171 124894172 124894173 124894174 124894175 124903236 124903237 124903238 124903239 127031295 131705667 131801353 139291825);SuperNatural:(SN00114555 SN00166621 SN00338420 SN00114543 SN00275602 SN00275107 SN00297668);ZINC bio:(ZINC79214513 ZINC79216635);MeSH:(132538);PubMed;KEGG Mine	77312598102	592.384393656	NaN	20_challenge_12_	N/A
71	1	1	1	1	0.2612872250978874	-60.74026202522482	N/A	7.892974253888734	C21H18O8	[M + H]+	ZGSHRRFZEZGUFJ	InChI=1S/C21H18O8/c1-11(22)27-14-8-19(26-4)21-15(24)10-17(29-20(21)9-14)13-5-6-16(25-3)18(7-13)28-12(2)23/h5-10H,1-4H3	null	CC(=O)OC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC(=C(C=C3)OC)OC(=O)C)OC	3.31399274	""	COCONUT:(CNP0283204);Natural Products:(UNPD152866);database	68721606656	399.1074435359999	NaN	13_challenge_110_	N/A
72	1	1	1	1	0.2601456370529252	-21.587796273970127	N/A	31.32813225753179	C12H8O4	[M + H]+	BGEBZHIAGXMEMV	InChI=1S/C12H8O4/c1-14-12-7-2-3-11(13)16-10(7)6-9-8(12)4-5-15-9/h2-6H,1H3	Heraclin	COC1=C2C=CC(=O)OC2=CC3=C1C=CO3	2.29999995	2355	HMDB:(30637);SuperNatural:(SN00000593);ZINC bio:(ZINC00057731);additional;HSDB:(484-20-8);MeSH:(2355);Plantcyc:(5-METHOXYFURANOCOUMARIN);PubMed;NORMAN:(NS00015832);COCONUT:(CNP0211069 CNP0418822);KNApSAcK:(575);Natural Products:(UNPD12397);database;PubChem:(2355);CHEBI:(18293);PubChem class - bio and metabolites;KEGG:(C01557);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(5-METHOXYFURANOCOUMARIN)	68841040766	217.049534736	NaN	53_challenge_165_	N/A
73	1	1	1	1	0.2587253035449205	-47.531328241611085	N/A	29.251163766521593	C15H14O3	[M + H]+	CWPGNVFCJOPXFB	InChI=1S/C15H14O3/c1-9(2)7-8-12-13(16)10-5-3-4-6-11(10)14(17)15(12)18/h3-7,16H,8H2,1-2H3	lapachol	CC(=CCC1=C(C2=CC=CC=C2C(=O)C1=O)O)C	2.79999995	3884	SuperNatural:(SN00005896 SN00226520);additional;MeSH:(3884);PubMed;NORMAN:(NS00015820 NS00021374);COCONUT:(CNP0037764 CNP0076389 CNP0230294);KNApSAcK:(2835);Natural Products:(UNPD168068);database;PubChem:(3884);CHEBI:(6377);KEGG:(C10366);PubChem class - safety and toxic;Training Set	68790567286	243.101570308	NaN	84_challenge_212_	N/A
